target_bps,stop_bps,max_hold_ms,total_positions,eligible_positions,baseline_target_count,baseline_stop_count,baseline_timeout_count,baseline_sum_pnl_bps,baseline_avg_pnl_bps,tsv2_target_count,tsv2_stop_count,tsv2_timeout_count,tsv2_exit_count,tsv2_sum_pnl_bps,tsv2_avg_pnl_bps,pnl_delta_sum_bps,pnl_delta_avg_bps,targets_cut_by_tsv2,stops_saved_by_tsv2,timeouts_cut_by_tsv2,beneficial_tsv2_exits,harmful_tsv2_exits,neutral_tsv2_exits,target_cut_rate_over_baseline_targets,beneficial_rate_over_tsv2_exits,harmful_rate_over_tsv2_exits,delta_vs_baseline_sum_pct,tsv2_exit_rate,exact_rows,path_approx_rows,unsupported_rows
3000,-1500,30000,648,625,16,73,559,-101551,-156.7145061728395,11,50,14,573,-96776,-149.34567901234567,4775,8.333333333333334,5,23,545,118,66,389,0.3125,0.20593368237347295,0.11518324607329843,4.702070880641254,0.8842592592592593,648,0,0
3000,-1500,60000,648,625,29,91,528,-99866,-154.1141975308642,14,50,6,578,-91168,-140.69135802469137,8698,15.048442906574394,15,41,522,159,88,331,0.5172413793103449,0.2750865051903114,0.1522491349480969,8.709670959085173,0.8919753086419753,648,0,0
3000,-1500,120000,648,625,43,111,494,-99907,-154.17746913580248,14,50,6,578,-91168,-140.69135802469137,8739,15.119377162629759,29,61,488,206,84,288,0.6744186046511628,0.356401384083045,0.1453287197231834,8.747134835396919,0.8919753086419753,648,0,0
3000,-1000,30000,648,625,15,100,533,-77261,-119.22993827160494,11,72,12,553,-70314,-108.50925925925925,6947,12.5623869801085,4,28,521,110,59,384,0.26666666666666666,0.19891500904159132,0.10669077757685352,8.99159990163213,0.8533950617283951,648,0,0
3000,-1000,60000,648,625,25,123,500,-84825,-130.90277777777777,14,72,6,556,-66084,-101.98148148148148,18741,33.7068345323741,11,51,494,155,75,326,0.44,0.2787769784172662,0.13489208633093525,22.09372236958444,0.8580246913580247,648,0,0
3000,-1000,120000,648,625,36,139,473,-73699,-113.73302469135803,14,72,6,556,-66084,-101.98148148148148,7615,13.696043165467627,22,67,467,196,74,286,0.6111111111111112,0.35251798561151076,0.13309352517985612,10.332568962943867,0.8580246913580247,648,0,0
3000,-700,30000,648,625,15,122,511,-62977,-97.18672839506173,11,88,8,541,-55957,-86.35339506172839,7020,12.975970425138632,4,34,503,110,53,378,0.26666666666666666,0.2033271719038817,0.09796672828096119,11.146926655763215,0.8348765432098766,648,0,0
3000,-700,60000,648,625,21,149,478,-67494,-104.1574074074074,11,88,6,543,-56720,-87.53086419753086,10774,19.841620626151013,10,61,472,153,69,321,0.47619047619047616,0.281767955801105,0.1270718232044199,15.96290040596201,0.8379629629629629,648,0,0
3000,-700,120000,648,625,30,169,449,-57035,-88.01697530864197,11,88,6,543,-56720,-87.53086419753086,315,0.580110497237569,19,81,443,194,68,281,0.6333333333333333,0.3572744014732965,0.1252302025782689,0.552292452003156,0.8379629629629629,648,0,0
3000,-500,30000,648,625,14,140,494,-44173,-68.16820987654322,11,97,8,532,-38540,-59.47530864197531,5633,10.588345864661655,3,43,486,109,49,374,0.21428571428571427,0.20488721804511278,0.09210526315789473,12.752133656305888,0.8209876543209876,648,0,0
3000,-500,60000,648,625,20,171,457,-40960,-63.20987654320987,11,97,6,534,-39303,-60.65277777777778,1657,3.102996254681648,9,74,451,150,66,318,0.45,0.2808988764044944,0.12359550561797752,4.04541015625,0.8240740740740741,648,0,0
3000,-500,120000,648,625,28,198,422,-31463,-48.55401234567901,11,97,6,534,-39303,-60.65277777777778,-7840,-14.681647940074907,17,101,416,190,65,279,0.6071428571428571,0.35580524344569286,0.12172284644194757,-24.91815783618854,0.8240740740740741,648,0,0
3000,-300,30000,648,625,13,168,467,-19687,-30.381172839506174,10,120,8,510,-20206,-31.182098765432098,-519,-1.0176470588235293,3,48,459,97,46,367,0.23076923076923078,0.19019607843137254,0.09019607843137255,-2.6362574287600955,0.7870370370370371,648,0,0
3000,-300,60000,648,625,19,201,428,-15726,-24.26851851851852,10,120,6,512,-20969,-32.35956790123457,-5243,-10.240234375,9,81,422,138,60,314,0.47368421052631576,0.26953125,0.1171875,-33.33969222942897,0.7901234567901234,648,0,0
3000,-300,120000,648,625,26,229,393,-1742,-2.6882716049382718,10,120,6,512,-20969,-32.35956790123457,-19227,-37.552734375,16,109,387,178,59,275,0.6153846153846154,0.34765625,0.115234375,-1103.7313432835822,0.7901234567901234,648,0,0
3000,-200,30000,648,625,13,192,443,-3068,-4.734567901234568,10,132,8,498,-8709,-13.439814814814815,-5641,-11.32730923694779,3,60,435,91,44,363,0.23076923076923078,0.1827309236947791,0.08835341365461848,-183.8657105606258,0.7685185185185185,648,0,0
3000,-200,60000,648,625,19,232,397,3931,6.066358024691358,10,132,6,500,-9472,-14.617283950617283,-13403,-26.806,9,100,391,133,56,311,0.47368421052631576,0.266,0.112,-340.9564996184177,0.7716049382716049,648,0,0
3000,-200,120000,648,625,25,269,354,14825,22.878086419753085,10,132,6,500,-9472,-14.617283950617283,-24297,-48.594,15,137,348,172,54,274,0.6,0.344,0.108,-163.89207419898818,0.7716049382716049,648,0,0
5000,-6000,30000,648,625,11,9,628,-150339,-232.00462962962962,8,4,21,615,-140787,-217.26388888888889,9552,15.53170731707317,3,5,607,136,80,399,0.2727272727272727,0.22113821138211381,0.13008130081300814,6.3536407718556065,0.9490740740740741,648,0,0
5000,-6000,60000,648,625,21,11,616,-175941,-271.5138888888889,11,4,8,625,-136725,-210.99537037037038,39216,62.7456,10,7,608,179,109,337,0.47619047619047616,0.2864,0.1744,22.289290159769468,0.9645061728395061,648,0,0
5000,-6000,120000,648,625,30,15,603,-233545,-360.40895061728395,11,4,8,625,-139478,-215.24382716049382,94067,150.5072,19,11,595,234,98,293,0.6333333333333333,0.3744,0.1568,40.27789077051532,0.9645061728395061,648,0,0
5000,-5000,30000,648,625,11,15,622,-140215,-216.38117283950618,8,5,21,614,-136489,-210.63117283950618,3726,6.068403908794788,3,10,601,136,79,399,0.2727272727272727,0.22149837133550487,0.12866449511400652,2.6573476446885143,0.9475308641975309,648,0,0
5000,-5000,60000,648,625,21,21,606,-163671,-252.5787037037037,11,5,8,624,-132427,-204.36265432098764,31244,50.07051282051282,10,16,598,179,108,337,0.47619047619047616,0.28685897435897434,0.17307692307692307,19.089514941559592,0.9629629629629629,648,0,0
5000,-5000,120000,648,625,30,34,584,-222734,-343.7253086419753,11,5,8,624,-135180,-208.61111111111111,87554,140.31089743589743,19,29,576,235,96,293,0.6333333333333333,0.3766025641025641,0.15384615384615385,39.30877189831817,0.9629629629629629,648,0,0
5000,-3000,30000,648,625,10,34,604,-118198,-182.40432098765433,8,21,20,599,-107136,-165.33333333333334,11062,18.467445742904843,2,13,584,127,75,397,0.2,0.21202003338898165,0.12520868113522537,9.358872400548233,0.9243827160493827,648,0,0
5000,-3000,60000,648,625,19,49,580,-121532,-187.5493827160494,11,22,8,607,-101340,-156.38888888888889,20192,33.26523887973641,8,27,572,168,104,335,0.42105263157894735,0.27677100494233936,0.171334431630972,16.61455419148866,0.9367283950617284,648,0,0
5000,-3000,120000,648,625,28,70,550,-150118,-231.66358024691357,11,22,8,607,-104093,-160.63734567901236,46025,75.82372322899506,17,48,542,224,92,291,0.6071428571428571,0.36902800658978585,0.1515650741350906,30.659214751062496,0.9367283950617284,648,0,0
5000,-2000,30000,648,625,10,53,585,-93442,-144.2006172839506,8,35,18,587,-91265,-140.84104938271605,2177,3.708688245315162,2,18,567,123,70,394,0.2,0.20954003407155025,0.11925042589437819,2.329787461740973,0.9058641975308642,648,0,0
5000,-2000,60000,648,625,19,78,551,-90845,-140.1929012345679,11,35,8,594,-84903,-131.02314814814815,5942,10.003367003367003,8,43,543,167,94,333,0.42105263157894735,0.28114478114478114,0.15824915824915825,6.540811271946723,0.9166666666666666,648,0,0
5000,-2000,120000,648,625,27,100,521,-108276,-167.09259259259258,11,35,8,594,-87656,-135.2716049382716,20620,34.71380471380471,16,65,513,220,85,289,0.5925925925925926,0.37037037037037035,0.14309764309764308,19.043924784809192,0.9166666666666666,648,0,0
5000,-1500,30000,648,625,9,73,566,-77914,-120.23765432098766,7,50,18,573,-79875,-123.26388888888889,-1961,-3.4223385689354275,2,23,548,118,66,389,0.2222222222222222,0.20593368237347295,0.11518324607329843,-2.5168775829761016,0.8842592592592593,648,0,0
5000,-1500,60000,648,625,18,91,539,-68939,-106.38734567901234,10,50,8,580,-73513,-113.44598765432099,-4574,-7.886206896551724,8,41,531,159,90,331,0.4444444444444444,0.27413793103448275,0.15517241379310345,-6.634851100248046,0.8950617283950617,648,0,0
5000,-1500,120000,648,625,24,115,509,-81473,-125.72993827160494,10,51,7,580,-77470,-119.55246913580247,4003,6.901724137931034,14,64,502,211,81,288,0.5833333333333334,0.36379310344827587,0.1396551724137931,4.913284155487093,0.8950617283950617,648,0,0
5000,-1000,30000,648,625,9,100,539,-54864,-84.66666666666667,7,72,16,553,-53413,-82.42746913580247,1451,2.623869801084991,2,28,523,110,59,384,0.2222222222222222,0.19891500904159132,0.10669077757685352,2.6447214931466902,0.8533950617283951,648,0,0
5000,-1000,60000,648,625,16,124,508,-57948,-89.42592592592592,10,72,8,558,-48429,-74.73611111111111,9519,17.059139784946236,6,52,500,156,76,326,0.375,0.27956989247311825,0.13620071684587814,16.42679643818596,0.8611111111111112,648,0,0
5000,-1000,120000,648,625,22,143,483,-55713,-85.97685185185185,10,74,6,558,-54189,-83.625,1524,2.7311827956989245,12,69,477,200,72,286,0.5454545454545454,0.35842293906810035,0.12903225806451613,2.7354477411017175,0.8611111111111112,648,0,0
5000,-700,30000,648,625,9,122,517,-40580,-62.623456790123456,7,88,12,541,-39056,-60.27160493827161,1524,2.8170055452865066,2,34,505,110,53,378,0.2222222222222222,0.2033271719038817,0.09796672828096119,3.755544603252834,0.8348765432098766,648,0,0
5000,-700,60000,648,625,15,149,484,-38190,-58.93518518518518,9,88,7,544,-39631,-61.15895061728395,-1441,-2.6488970588235294,6,61,477,153,70,321,0.4,0.28125,0.12867647058823528,-3.773239067818801,0.8395061728395061,648,0,0
5000,-700,120000,648,625,21,173,454,-29351,-45.29475308641975,9,89,6,544,-41729,-64.39660493827161,-12378,-22.753676470588236,12,84,448,197,66,281,0.5714285714285714,0.36213235294117646,0.1213235294117647,-42.17232802970938,0.8395061728395061,648,0,0
5000,-500,30000,648,625,8,140,500,-23776,-36.69135802469136,7,97,12,532,-21639,-33.39351851851852,2137,4.0169172932330826,1,43,488,109,49,374,0.125,0.20488721804511278,0.09210526315789473,8.988055181695827,0.8209876543209876,648,0,0
5000,-500,60000,648,625,14,171,463,-13656,-21.074074074074073,9,97,7,535,-22214,-34.28086419753087,-8558,-15.996261682242991,5,74,456,150,67,318,0.35714285714285715,0.2803738317757009,0.1252336448598131,-62.668424135910946,0.8256172839506173,648,0,0
5000,-500,120000,648,625,20,201,427,-1479,-2.2824074074074074,9,98,6,535,-24112,-37.20987654320987,-22633,-42.30467289719626,11,103,421,192,64,279,0.55,0.35887850467289717,0.11962616822429907,-1530.290736984449,0.8256172839506173,648,0,0
5000,-300,30000,648,625,7,168,473,-1290,-1.9907407407407407,6,120,12,510,-5305,-8.186728395061728,-4015,-7.872549019607843,1,48,461,97,46,367,0.14285714285714285,0.19019607843137254,0.09019607843137255,-311.2403100775194,0.7870370370370371,648,0,0
5000,-300,60000,648,625,13,201,434,9578,14.780864197530864,8,120,7,513,-5880,-9.074074074074074,-15458,-30.132553606237817,5,81,427,138,61,314,0.38461538461538464,0.26900584795321636,0.1189083820662768,-161.39068699102108,0.7916666666666666,648,0,0
5000,-300,120000,648,625,19,232,397,27290,42.114197530864196,8,121,6,513,-7578,-11.694444444444445,-34868,-67.96881091617934,11,111,391,180,58,275,0.5789473684210527,0.3508771929824561,0.11306042884990253,-127.76841333821913,0.7916666666666666,648,0,0
5000,-200,30000,648,625,7,192,449,15329,23.655864197530864,6,132,12,498,6192,9.555555555555555,-9137,-18.347389558232933,1,60,437,91,44,363,0.14285714285714285,0.1827309236947791,0.08835341365461848,-59.60597560180051,0.7685185185185185,648,0,0
5000,-200,60000,648,625,13,232,403,29235,45.11574074074074,8,132,7,501,5617,8.66820987654321,-23618,-47.141716566866265,5,100,396,133,57,311,0.38461538461538464,0.2654690618762475,0.11377245508982035,-80.78672823670259,0.7731481481481481,648,0,0
5000,-200,120000,648,625,18,272,358,42157,65.0570987654321,8,133,6,501,4019,6.202160493827161,-38138,-76.12375249500998,10,139,352,174,53,274,0.5555555555555556,0.3473053892215569,0.10578842315369262,-90.46658917854687,0.7731481481481481,648,0,0
6000,-6000,30000,648,625,9,9,630,-141202,-217.90432098765433,7,4,22,615,-133501,-206.02006172839506,7701,12.521951219512195,2,5,608,136,80,399,0.2222222222222222,0.22113821138211381,0.13008130081300814,5.4538887551167825,0.9490740740740741,648,0,0
6000,-6000,60000,648,625,18,11,619,-159096,-245.5185185185185,10,4,9,625,-126353,-194.9891975308642,32743,52.3888,8,7,610,179,109,337,0.4444444444444444,0.2864,0.1744,20.580655704731736,0.9645061728395061,648,0,0
6000,-6000,120000,648,625,23,15,610,-249695,-385.3317901234568,10,4,9,625,-131117,-202.34104938271605,118578,189.7248,13,11,601,237,95,293,0.5652173913043478,0.3792,0.152,47.489136746831136,0.9645061728395061,648,0,0
6000,-5000,30000,648,625,9,15,624,-131078,-202.28086419753086,7,5,22,614,-129203,-199.38734567901236,1875,3.053745928338762,2,10,602,136,79,399,0.2222222222222222,0.22149837133550487,0.12866449511400652,1.4304459939883123,0.9475308641975309,648,0,0
6000,-5000,60000,648,625,18,21,609,-146826,-226.58333333333334,10,5,9,624,-122055,-188.3564814814815,24771,39.69711538461539,8,16,600,179,108,337,0.4444444444444444,0.28685897435897434,0.17307692307692307,16.870990151608027,0.9629629629629629,648,0,0
6000,-5000,120000,648,625,23,36,589,-237965,-367.22993827160496,10,5,9,624,-126819,-195.70833333333334,111146,178.11858974358975,13,31,580,238,93,293,0.5652173913043478,0.3814102564102564,0.14903846153846154,46.70686865715547,0.9629629629629629,648,0,0
6000,-3000,30000,648,625,8,34,606,-110061,-169.84722222222223,7,21,21,599,-99850,-154.0895061728395,10211,17.046744574290486,1,13,585,127,75,397,0.125,0.21202003338898165,0.12520868113522537,9.27758243156068,0.9243827160493827,648,0,0
6000,-3000,60000,648,625,16,49,583,-106687,-164.64043209876544,10,22,9,607,-90968,-140.3827160493827,15719,25.89621087314662,6,27,574,168,104,335,0.375,0.27677100494233936,0.171334431630972,14.733753878166974,0.9367283950617284,648,0,0
6000,-3000,120000,648,625,21,73,554,-162058,-250.0895061728395,10,22,9,607,-95732,-147.73456790123456,66326,109.26853377265239,11,51,545,227,89,291,0.5238095238095238,0.37397034596375617,0.14662273476112025,40.92732231670143,0.9367283950617284,648,0,0
6000,-2000,30000,648,625,8,53,587,-85305,-131.6435185185185,7,35,19,587,-83979,-129.59722222222223,1326,2.2589437819420786,1,18,568,123,70,394,0.125,0.20954003407155025,0.11925042589437819,1.5544223668014772,0.9058641975308642,648,0,0
6000,-2000,60000,648,625,16,78,554,-76000,-117.28395061728395,10,35,9,594,-74531,-115.01697530864197,1469,2.473063973063973,6,43,545,167,94,333,0.375,0.28114478114478114,0.15824915824915825,1.9328947368421052,0.9166666666666666,648,0,0
6000,-2000,120000,648,625,21,103,524,-114997,-177.4645061728395,10,35,9,594,-79295,-122.36882716049382,35702,60.10437710437711,11,68,515,223,82,289,0.5238095238095238,0.37542087542087543,0.13804713804713806,31.046027287668377,0.9166666666666666,648,0,0
6000,-1500,30000,648,625,7,73,568,-70777,-109.22376543209876,6,50,19,573,-73589,-113.56327160493827,-2812,-4.907504363001745,1,23,549,118,66,389,0.14285714285714285,0.20593368237347295,0.11518324607329843,-3.9730420899444736,0.8842592592592593,648,0,0
6000,-1500,60000,648,625,15,91,542,-55094,-85.02160493827161,9,50,9,580,-64141,-98.98302469135803,-9047,-15.598275862068965,6,41,533,159,90,331,0.4,0.27413793103448275,0.15517241379310345,-16.421025883036265,0.8950617283950617,648,0,0
6000,-1500,120000,648,625,18,118,512,-89694,-138.41666666666666,9,51,8,580,-70109,-108.1929012345679,19585,33.76724137931034,9,67,504,214,78,288,0.5,0.3689655172413793,0.13448275862068965,21.83535130554998,0.8950617283950617,648,0,0
6000,-1000,30000,648,625,7,100,541,-47727,-73.65277777777777,6,72,17,553,-47127,-72.72685185185185,600,1.0849909584086799,1,28,524,110,59,384,0.14285714285714285,0.19891500904159132,0.10669077757685352,1.2571500408573764,0.8533950617283951,648,0,0
6000,-1000,60000,648,625,13,124,511,-46103,-71.14660493827161,9,72,9,558,-39057,-60.273148148148145,7046,12.627240143369175,4,52,502,156,76,326,0.3076923076923077,0.27956989247311825,0.13620071684587814,15.28317029260569,0.8611111111111112,648,0,0
6000,-1000,120000,648,625,16,146,486,-64434,-99.43518518518519,9,74,7,558,-46828,-72.26543209876543,17606,31.551971326164875,7,72,479,203,69,286,0.4375,0.36379928315412186,0.12365591397849462,27.324083558369804,0.8611111111111112,648,0,0
6000,-700,30000,648,625,7,122,519,-33443,-51.60956790123457,6,88,13,541,-32770,-50.57098765432099,673,1.243992606284658,1,34,506,110,53,378,0.14285714285714285,0.2033271719038817,0.09796672828096119,2.01237927219448,0.8348765432098766,648,0,0
6000,-700,60000,648,625,12,149,487,-27345,-42.199074074074076,8,88,8,544,-31259,-48.239197530864196,-3914,-7.194852941176471,4,61,479,153,70,321,0.3333333333333333,0.28125,0.12867647058823528,-14.313402815871273,0.8395061728395061,648,0,0
6000,-700,120000,648,625,15,176,457,-38172,-58.907407407407405,8,89,7,544,-35368,-54.58024691358025,2804,5.154411764705882,7,87,450,200,63,281,0.4666666666666667,0.36764705882352944,0.11580882352941177,7.345698417688358,0.8395061728395061,648,0,0
6000,-500,30000,648,625,7,140,501,-16490,-25.44753086419753,6,97,13,532,-15353,-23.692901234567902,1137,2.137218045112782,1,43,488,109,49,374,0.14285714285714285,0.20488721804511278,0.09210526315789473,6.895087932080049,0.8209876543209876,648,0,0
6000,-500,60000,648,625,12,171,465,-1354,-2.0895061728395063,8,97,8,535,-13842,-21.36111111111111,-12488,-23.342056074766354,4,74,457,150,67,318,0.3333333333333333,0.2803738317757009,0.1252336448598131,-922.3042836041359,0.8256172839506173,648,0,0
6000,-500,120000,648,625,15,203,430,-4200,-6.481481481481482,8,98,7,535,-17751,-27.39351851851852,-13551,-25.328971962616823,7,105,423,194,62,279,0.4666666666666667,0.36261682242990656,0.11588785046728972,-322.64285714285717,0.8256172839506173,648,0,0
6000,-300,30000,648,625,6,168,474,4996,7.709876543209877,5,120,13,510,-19,-0.029320987654320986,-5015,-9.833333333333334,1,48,461,97,46,367,0.16666666666666666,0.19019607843137254,0.09019607843137255,-100.38030424339472,0.7870370370370371,648,0,0
6000,-300,60000,648,625,11,201,436,20880,32.22222222222222,7,120,8,513,1492,2.302469135802469,-19388,-37.79337231968811,4,81,428,138,61,314,0.36363636363636365,0.26900584795321636,0.1189083820662768,-92.8544061302682,0.7916666666666666,648,0,0
6000,-300,120000,648,625,14,234,400,23969,36.989197530864196,7,121,7,513,-2217,-3.4212962962962963,-26186,-51.044834307992204,7,113,393,182,56,275,0.5,0.35477582846003897,0.10916179337231968,-109.24944720263674,0.7916666666666666,648,0,0
6000,-200,30000,648,625,6,192,450,21615,33.35648148148148,5,132,13,498,11478,17.712962962962962,-10137,-20.35542168674699,1,60,437,91,44,363,0.16666666666666666,0.1827309236947791,0.08835341365461848,-46.89798750867453,0.7685185185185185,648,0,0
6000,-200,60000,648,625,11,232,405,40537,62.5570987654321,7,132,8,501,12989,20.044753086419753,-27548,-54.986027944111775,4,100,397,133,57,311,0.36363636363636365,0.2654690618762475,0.11377245508982035,-67.9576683030318,0.7731481481481481,648,0,0
6000,-200,120000,648,625,14,274,360,41716,64.37654320987654,7,133,7,501,9380,14.475308641975309,-32336,-64.54291417165669,7,141,353,176,51,274,0.5,0.35129740518962077,0.10179640718562874,-77.5146226867389,0.7731481481481481,648,0,0
7500,-6000,30000,648,625,4,10,634,-158726,-244.94753086419752,3,5,25,615,-142151,-219.36882716049382,16575,26.951219512195124,1,5,609,136,80,399,0.25,0.22113821138211381,0.13008130081300814,10.442523594118166,0.9490740740740741,648,0,0
7500,-6000,60000,648,625,8,13,627,-182922,-282.287037037037,4,5,14,625,-144988,-223.7469135802469,37934,60.6944,4,8,613,180,108,337,0.5,0.288,0.1728,20.737800811274752,0.9645061728395061,648,0,0
7500,-6000,120000,648,625,12,17,619,-295243,-455.62191358024694,5,5,13,625,-166665,-257.1990740740741,128578,205.7248,7,12,606,239,93,293,0.5833333333333334,0.3824,0.1488,43.54988941312749,0.9645061728395061,648,0,0
7500,-5000,30000,648,625,4,16,628,-147602,-227.78086419753086,3,6,25,614,-136853,-211.1929012345679,10749,17.506514657980457,1,10,603,136,79,399,0.25,0.22149837133550487,0.12866449511400652,7.282421647403152,0.9475308641975309,648,0,0
7500,-5000,60000,648,625,8,23,617,-168652,-260.2654320987654,4,6,14,624,-139690,-215.570987654321,28962,46.41346153846154,4,17,603,180,107,337,0.5,0.28846153846153844,0.17147435897435898,17.17263951806086,0.9629629629629629,648,0,0
7500,-5000,120000,648,625,12,38,598,-281513,-434.43364197530866,5,6,13,624,-161367,-249.02314814814815,120146,192.54166666666666,7,32,585,240,91,293,0.5833333333333334,0.38461538461538464,0.14583333333333334,42.67866848067407,0.9629629629629629,648,0,0
7500,-3000,30000,648,625,4,35,609,-114211,-176.25154320987653,3,22,24,599,-105500,-162.80864197530863,8711,14.542570951585976,1,13,585,127,75,397,0.25,0.21202003338898165,0.12520868113522537,7.6271112239626655,0.9243827160493827,648,0,0
7500,-3000,60000,648,625,8,50,590,-116523,-179.81944444444446,4,23,14,607,-106603,-164.5108024691358,9920,16.342668863261945,4,27,576,168,104,335,0.5,0.27677100494233936,0.171334431630972,8.513340713850484,0.9367283950617284,648,0,0
7500,-3000,120000,648,625,12,75,561,-192434,-296.96604938271605,5,24,12,607,-127098,-196.13888888888889,65336,107.63756177924218,7,51,549,228,88,291,0.5833333333333334,0.3756177924217463,0.14497528830313014,33.952420050510824,0.9367283950617284,648,0,0
7500,-2000,30000,648,625,4,54,590,-88455,-136.50462962962962,3,36,22,587,-88629,-136.77314814814815,-174,-0.29642248722316866,1,18,568,123,70,394,0.25,0.20954003407155025,0.11925042589437819,-0.1967101916228591,0.9058641975308642,648,0,0
7500,-2000,60000,648,625,8,79,561,-84836,-130.91975308641975,4,36,14,594,-89166,-137.60185185185185,-4330,-7.28956228956229,4,43,547,167,94,333,0.5,0.28114478114478114,0.15824915824915825,-5.103965297750955,0.9166666666666666,648,0,0
7500,-2000,120000,648,625,12,108,528,-142449,-219.8287037037037,5,39,10,594,-107871,-166.46759259259258,34578,58.21212121212121,7,69,518,224,81,289,0.5833333333333334,0.3771043771043771,0.13636363636363635,24.27395067708443,0.9166666666666666,648,0,0
7500,-1500,30000,648,625,4,74,570,-73830,-113.93518518518519,3,51,21,573,-78142,-120.5895061728395,-4312,-7.525305410122164,1,23,549,118,66,389,0.25,0.20593368237347295,0.11518324607329843,-5.840444263849384,0.8842592592592593,648,0,0
7500,-1500,60000,648,625,7,92,549,-64930,-100.20061728395062,3,51,14,580,-79776,-123.11111111111111,-14846,-25.59655172413793,4,41,535,159,90,331,0.5714285714285714,0.27413793103448275,0.15517241379310345,-22.864623440628367,0.8950617283950617,648,0,0
7500,-1500,120000,648,625,9,123,516,-119146,-183.8672839506173,4,55,9,580,-98185,-151.52006172839506,20961,36.139655172413796,5,68,507,215,77,288,0.5555555555555556,0.3706896551724138,0.13275862068965516,17.592701391570007,0.8950617283950617,648,0,0
7500,-1000,30000,648,625,4,101,543,-50280,-77.5925925925926,3,73,19,553,-51180,-78.98148148148148,-900,-1.6274864376130198,1,28,524,110,59,384,0.25,0.19891500904159132,0.10669077757685352,-1.7899761336515514,0.8533950617283951,648,0,0
7500,-1000,60000,648,625,5,125,518,-58439,-90.18364197530865,3,73,14,558,-54192,-83.62962962962963,4247,7.611111111111111,2,52,504,156,76,326,0.4,0.27956989247311825,0.13620071684587814,7.2674070398192985,0.8611111111111112,648,0,0
7500,-1000,120000,648,625,7,151,490,-94386,-145.65740740740742,4,78,8,558,-72904,-112.50617283950618,21482,38.49820788530466,3,73,482,204,68,286,0.42857142857142855,0.3655913978494624,0.12186379928315412,22.759731316085013,0.8611111111111112,648,0,0
7500,-700,30000,648,625,4,123,521,-35696,-55.08641975308642,3,89,15,541,-36523,-56.36265432098765,-827,-1.5286506469500925,1,34,506,110,53,378,0.25,0.2033271719038817,0.09796672828096119,-2.3167861945316,0.8348765432098766,648,0,0
7500,-700,60000,648,625,5,150,493,-39446,-60.873456790123456,3,89,12,544,-46159,-71.23302469135803,-6713,-12.340073529411764,2,61,481,153,70,321,0.4,0.28125,0.12867647058823528,-17.01820209907215,0.8395061728395061,648,0,0
7500,-700,120000,648,625,6,181,461,-68124,-105.12962962962963,3,93,8,544,-61744,-95.28395061728395,6380,11.727941176470589,3,88,453,201,62,281,0.5,0.3694852941176471,0.11397058823529412,9.365275086606776,0.8395061728395061,648,0,0
7500,-500,30000,648,625,4,141,503,-18543,-28.61574074074074,3,98,15,532,-18906,-29.175925925925927,-363,-0.6823308270676691,1,43,488,109,49,374,0.25,0.20488721804511278,0.09210526315789473,-1.9576120368872352,0.8209876543209876,648,0,0
7500,-500,60000,648,625,5,172,471,-13255,-20.455246913580247,3,98,12,535,-28542,-44.0462962962963,-15287,-28.573831775700935,2,74,459,150,67,318,0.4,0.2803738317757009,0.1252336448598131,-115.33006412674463,0.8256172839506173,648,0,0
7500,-500,120000,648,625,6,208,434,-33152,-51.160493827160494,3,102,8,535,-43327,-66.86265432098766,-10175,-19.018691588785046,3,106,426,195,61,279,0.5,0.3644859813084112,0.11401869158878504,-30.691964285714285,0.8256172839506173,648,0,0
7500,-300,30000,648,625,4,168,476,9443,14.572530864197532,3,120,15,510,2928,4.518518518518518,-6515,-12.77450980392157,1,48,461,97,46,367,0.25,0.19019607843137254,0.09019607843137255,-68.99290479720428,0.7870370370370371,648,0,0
7500,-300,60000,648,625,5,201,442,15479,23.887345679012345,3,120,12,513,-6708,-10.351851851851851,-22187,-43.2495126705653,2,81,430,138,61,314,0.4,0.26900584795321636,0.1189083820662768,-143.33613282511791,0.7916666666666666,648,0,0
7500,-300,120000,648,625,6,238,404,2317,3.575617283950617,3,124,8,513,-20693,-31.933641975308642,-23010,-44.853801169590646,3,114,396,183,55,275,0.5,0.3567251461988304,0.10721247563352826,-993.094518774277,0.7916666666666666,648,0,0
7500,-200,30000,648,625,4,192,452,26062,40.21913580246913,3,132,15,498,14425,22.260802469135804,-11637,-23.367469879518072,1,60,437,91,44,363,0.25,0.1827309236947791,0.08835341365461848,-44.65121633028931,0.7685185185185185,648,0,0
7500,-200,60000,648,625,5,232,411,35136,54.22222222222222,3,132,12,501,4789,7.390432098765432,-30347,-60.572854291417165,2,100,399,133,57,311,0.4,0.2654690618762475,0.11377245508982035,-86.37010473588343,0.7731481481481481,648,0,0
7500,-200,120000,648,625,6,278,364,20464,31.580246913580247,3,136,8,501,-8796,-13.574074074074074,-29260,-58.40319361277445,3,142,356,177,50,274,0.5,0.3532934131736527,0.0998003992015968,-142.982799061767,0.7731481481481481,648,0,0
10000,-6000,30000,648,625,3,11,634,-164726,-254.20679012345678,2,6,25,615,-150651,-232.48611111111111,14075,22.88617886178862,1,5,609,136,80,399,0.3333333333333333,0.22113821138211381,0.13008130081300814,8.544492065611987,0.9490740740740741,648,0,0
