mask_name,target_bps,stop_bps,max_hold_ms,paired_delta_cost0,paired_delta_sum_cost0,paired_delta_avg_cost0,paired_delta_median_cost0,absolute_baseline_pnl_cost0,absolute_tsv2_pnl_cost0,paired_delta_cost50,paired_delta_sum_cost50,paired_delta_avg_cost50,paired_delta_median_cost50,absolute_baseline_pnl_cost50,absolute_tsv2_pnl_cost50,paired_delta_cost100,paired_delta_sum_cost100,paired_delta_avg_cost100,paired_delta_median_cost100,absolute_baseline_pnl_cost100,absolute_tsv2_pnl_cost100,paired_delta_cost150,paired_delta_sum_cost150,paired_delta_avg_cost150,paired_delta_median_cost150,absolute_baseline_pnl_cost150,absolute_tsv2_pnl_cost150,paired_delta_cost200,paired_delta_sum_cost200,paired_delta_avg_cost200,paired_delta_median_cost200,absolute_baseline_pnl_cost200,absolute_tsv2_pnl_cost200
M0_ALL,7500,-6000,60000,82549,82549,17.386057287278856,0.0,-1107725,-1025176,82549,82549,17.386057287278856,0.0,-1345125,-1262576,82549,82549,17.386057287278856,0.0,-1582525,-1499976,82549,82549,17.386057287278856,0.0,-1819925,-1737376,82549,82549,17.386057287278856,0.0,-2057325,-1974776
M0_ALL,7500,-6000,120000,406457,406457,85.60593934288121,0.0,-1481926,-1075469,406457,406457,85.60593934288121,0.0,-1719326,-1312869,406457,406457,85.60593934288121,0.0,-1956726,-1550269,406457,406457,85.60593934288121,0.0,-2194126,-1787669,406457,406457,85.60593934288121,0.0,-2431526,-2025069
M0_ALL,7500,-5000,30000,50585,50585,10.653959561920809,0.0,-1059399,-1008814,50585,50585,10.653959561920809,0.0,-1296799,-1246214,50585,50585,10.653959561920809,0.0,-1534199,-1483614,50585,50585,10.653959561920809,0.0,-1771599,-1721014,50585,50585,10.653959561920809,0.0,-2008999,-1958414
M0_ALL,7500,-5000,60000,33347,33347,7.023378264532434,0.0,-1037832,-1004485,33347,33347,7.023378264532434,0.0,-1275232,-1241885,33347,33347,7.023378264532434,0.0,-1512632,-1479285,33347,33347,7.023378264532434,0.0,-1750032,-1716685,33347,33347,7.023378264532434,0.0,-1987432,-1954085
M0_ALL,7500,-5000,120000,344044,344044,72.46082561078349,0.0,-1393822,-1049778,344044,344044,72.46082561078349,0.0,-1631222,-1287178,344044,344044,72.46082561078349,0.0,-1868622,-1524578,344044,344044,72.46082561078349,0.0,-2106022,-1761978,344044,344044,72.46082561078349,0.0,-2343422,-1999378
M0_ALL,7500,-3000,30000,-16097,-16097,-3.3902695871946085,0.0,-882952,-899049,-16097,-16097,-3.3902695871946085,0.0,-1120352,-1136449,-16097,-16097,-3.3902695871946085,0.0,-1357752,-1373849,-16097,-16097,-3.3902695871946085,0.0,-1595152,-1611249,-16097,-16097,-3.3902695871946085,0.0,-1832552,-1848649
M0_ALL,7500,-3000,60000,-111897,-111897,-23.567186183656275,0.0,-768405,-880302,-111897,-111897,-23.567186183656275,0.0,-1005805,-1117702,-111897,-111897,-23.567186183656275,0.0,-1243205,-1355102,-111897,-111897,-23.567186183656275,0.0,-1480605,-1592502,-111897,-111897,-23.567186183656275,0.0,-1718005,-1829902
M0_ALL,7500,-3000,120000,66078,66078,13.917017691659646,0.0,-981877,-915799,66078,66078,13.917017691659646,0.0,-1219277,-1153199,66078,66078,13.917017691659646,0.0,-1456677,-1390599,66078,66078,13.917017691659646,0.0,-1694077,-1627999,66078,66078,13.917017691659646,0.0,-1931477,-1865399
M0_ALL,7500,-2000,30000,-79425,-79425,-16.72809604043808,0.0,-689088,-768513,-79425,-79425,-16.72809604043808,0.0,-926488,-1005913,-79425,-79425,-16.72809604043808,0.0,-1163888,-1243313,-79425,-79425,-16.72809604043808,0.0,-1401288,-1480713,-79425,-79425,-16.72809604043808,0.0,-1638688,-1718113
M0_ALL,7500,-2000,60000,-215840,-215840,-45.459140690817186,0.0,-519571,-735411,-215840,-215840,-45.459140690817186,0.0,-756971,-972811,-215840,-215840,-45.459140690817186,0.0,-994371,-1210211,-215840,-215840,-45.459140690817186,0.0,-1231771,-1447611,-215840,-215840,-45.459140690817186,0.0,-1469171,-1685011
M0_ALL,7500,-2000,120000,-86364,-86364,-18.18955349620893,0.0,-678261,-764625,-86364,-86364,-18.18955349620893,0.0,-915661,-1002025,-86364,-86364,-18.18955349620893,0.0,-1153061,-1239425,-86364,-86364,-18.18955349620893,0.0,-1390461,-1476825,-86364,-86364,-18.18955349620893,0.0,-1627861,-1714225
M0_ALL,7500,-1500,30000,-92765,-92765,-19.537700084245998,0.0,-551986,-644751,-92765,-92765,-19.537700084245998,0.0,-789386,-882151,-92765,-92765,-19.537700084245998,0.0,-1026786,-1119551,-92765,-92765,-19.537700084245998,0.0,-1264186,-1356951,-92765,-92765,-19.537700084245998,0.0,-1501586,-1594351
M0_ALL,7500,-1500,60000,-250939,-250939,-52.85151642796967,0.0,-375925,-626864,-250939,-250939,-52.85151642796967,0.0,-613325,-864264,-250939,-250939,-52.85151642796967,0.0,-850725,-1101664,-250939,-250939,-52.85151642796967,0.0,-1088125,-1339064,-250939,-250939,-52.85151642796967,0.0,-1325525,-1576464
M0_ALL,7500,-1500,120000,-127582,-127582,-26.870682392586353,0.0,-515652,-643234,-127582,-127582,-26.870682392586353,0.0,-753052,-880634,-127582,-127582,-26.870682392586353,0.0,-990452,-1118034,-127582,-127582,-26.870682392586353,0.0,-1227852,-1355434,-127582,-127582,-26.870682392586353,0.0,-1465252,-1592834
M0_ALL,7500,-1000,30000,-92647,-92647,-19.51284751474305,0.0,-410632,-503279,-92647,-92647,-19.51284751474305,0.0,-648032,-740679,-92647,-92647,-19.51284751474305,0.0,-885432,-978079,-92647,-92647,-19.51284751474305,0.0,-1122832,-1215479,-92647,-92647,-19.51284751474305,0.0,-1360232,-1452879
M0_ALL,7500,-1000,60000,-245228,-245228,-51.648694187026116,0.0,-228946,-474174,-245228,-245228,-51.648694187026116,0.0,-466346,-711574,-245228,-245228,-51.648694187026116,0.0,-703746,-948974,-245228,-245228,-51.648694187026116,0.0,-941146,-1186374,-245228,-245228,-51.648694187026116,0.0,-1178546,-1423774
M0_ALL,7500,-1000,120000,-171643,-171643,-36.150589721988204,0.0,-320614,-492257,-171643,-171643,-36.150589721988204,0.0,-558014,-729657,-171643,-171643,-36.150589721988204,0.0,-795414,-967057,-171643,-171643,-36.150589721988204,0.0,-1032814,-1204457,-171643,-171643,-36.150589721988204,0.0,-1270214,-1441857
M0_ALL,7500,-700,30000,-100844,-100844,-21.239258635214828,0.0,-271234,-372078,-100844,-100844,-21.239258635214828,0.0,-508634,-609478,-100844,-100844,-21.239258635214828,0.0,-746034,-846878,-100844,-100844,-21.239258635214828,0.0,-983434,-1084278,-100844,-100844,-21.239258635214828,0.0,-1220834,-1321678
M0_ALL,7500,-700,60000,-248660,-248660,-52.3715248525695,0.0,-106403,-355063,-248660,-248660,-52.3715248525695,0.0,-343803,-592463,-248660,-248660,-52.3715248525695,0.0,-581203,-829863,-248660,-248660,-52.3715248525695,0.0,-818603,-1067263,-248660,-248660,-52.3715248525695,0.0,-1056003,-1304663
M0_ALL,7500,-700,120000,-222195,-222195,-46.79759898904802,0.0,-152960,-375155,-222195,-222195,-46.79759898904802,0.0,-390360,-612555,-222195,-222195,-46.79759898904802,0.0,-627760,-849955,-222195,-222195,-46.79759898904802,0.0,-865160,-1087355,-222195,-222195,-46.79759898904802,0.0,-1102560,-1324755
M0_ALL,7500,-500,30000,-118637,-118637,-24.986731255265376,0.0,-142709,-261346,-118637,-118637,-24.986731255265376,0.0,-380109,-498746,-118637,-118637,-24.986731255265376,0.0,-617509,-736146,-118637,-118637,-24.986731255265376,0.0,-854909,-973546,-118637,-118637,-24.986731255265376,0.0,-1092309,-1210946
M0_ALL,7500,-500,60000,-271423,-271423,-57.16575400168492,0.0,23306,-248117,-271423,-271423,-57.16575400168492,0.0,-214094,-485517,-271423,-271423,-57.16575400168492,0.0,-451494,-722917,-271423,-271423,-57.16575400168492,0.0,-688894,-960317,-271423,-271423,-57.16575400168492,0.0,-926294,-1197717
M0_ALL,7500,-500,120000,-281112,-281112,-59.206402695871944,0.0,18724,-262388,-281112,-281112,-59.206402695871944,0.0,-218676,-499788,-281112,-281112,-59.206402695871944,0.0,-456076,-737188,-281112,-281112,-59.206402695871944,0.0,-693476,-974588,-281112,-281112,-59.206402695871944,0.0,-930876,-1211988
M0_ALL,7500,-300,30000,-139224,-139224,-29.322662173546757,0.0,-1926,-141150,-139224,-139224,-29.322662173546757,0.0,-239326,-378550,-139224,-139224,-29.322662173546757,0.0,-476726,-615950,-139224,-139224,-29.322662173546757,0.0,-714126,-853350,-139224,-139224,-29.322662173546757,0.0,-951526,-1090750
M0_ALL,7500,-300,60000,-291980,-291980,-61.49536647009267,0.0,162965,-129015,-291980,-291980,-61.49536647009267,0.0,-74435,-366415,-291980,-291980,-61.49536647009267,0.0,-311835,-603815,-291980,-291980,-61.49536647009267,0.0,-549235,-841215,-291980,-291980,-61.49536647009267,0.0,-786635,-1078615
M0_ALL,7500,-300,120000,-326389,-326389,-68.74241786015165,0.0,184616,-141773,-326389,-326389,-68.74241786015165,0.0,-52784,-379173,-326389,-326389,-68.74241786015165,0.0,-290184,-616573,-326389,-326389,-68.74241786015165,0.0,-527584,-853973,-326389,-326389,-68.74241786015165,0.0,-764984,-1091373
M0_ALL,7500,-200,30000,-139156,-139156,-29.30834035383319,0.0,78264,-60892,-139156,-139156,-29.30834035383319,0.0,-159136,-298292,-139156,-139156,-29.30834035383319,0.0,-396536,-535692,-139156,-139156,-29.30834035383319,0.0,-633936,-773092,-139156,-139156,-29.30834035383319,0.0,-871336,-1010492
M0_ALL,7500,-200,60000,-286979,-286979,-60.442080876158386,0.0,239819,-47160,-286979,-286979,-60.442080876158386,0.0,2419,-284560,-286979,-286979,-60.442080876158386,0.0,-234981,-521960,-286979,-286979,-60.442080876158386,0.0,-472381,-759360,-286979,-286979,-60.442080876158386,0.0,-709781,-996760
M0_ALL,7500,-200,120000,-350846,-350846,-73.89342881213142,0.0,291628,-59218,-350846,-350846,-73.89342881213142,0.0,54228,-296618,-350846,-350846,-73.89342881213142,0.0,-183172,-534018,-350846,-350846,-73.89342881213142,0.0,-420572,-771418,-350846,-350846,-73.89342881213142,0.0,-657972,-1008818
M0_ALL,10000,-6000,30000,54256,54256,11.427127211457456,0.0,-1074862,-1020606,54256,54256,11.427127211457456,0.0,-1312262,-1258006,54256,54256,11.427127211457456,0.0,-1549662,-1495406,54256,54256,11.427127211457456,0.0,-1787062,-1732806,54256,54256,11.427127211457456,0.0,-2024462,-1970206
M0_ALL,10000,-6000,60000,69314,69314,14.598567818028643,0.0,-1092368,-1023054,69314,69314,14.598567818028643,0.0,-1329768,-1260454,69314,69314,14.598567818028643,0.0,-1567168,-1497854,69314,69314,14.598567818028643,0.0,-1804568,-1735254,69314,69314,14.598567818028643,0.0,-2041968,-1972654
M0_ALL,10000,-6000,120000,461170,461170,97.12931760741365,0.0,-1556681,-1095511,461170,461170,97.12931760741365,0.0,-1794081,-1332911,461170,461170,97.12931760741365,0.0,-2031481,-1570311,461170,461170,97.12931760741365,0.0,-2268881,-1807711,461170,461170,97.12931760741365,0.0,-2506281,-2045111
M0_ALL,10000,-5000,30000,43431,43431,9.147219882055602,0.0,-1033038,-989607,43431,43431,9.147219882055602,0.0,-1270438,-1227007,43431,43431,9.147219882055602,0.0,-1507838,-1464407,43431,43431,9.147219882055602,0.0,-1745238,-1701807,43431,43431,9.147219882055602,0.0,-1982638,-1939207
M0_ALL,10000,-5000,60000,23681,23681,4.9875737152485256,0.0,-1029044,-1005363,23681,23681,4.9875737152485256,0.0,-1266444,-1242763,23681,23681,4.9875737152485256,0.0,-1503844,-1480163,23681,23681,4.9875737152485256,0.0,-1741244,-1717563,23681,23681,4.9875737152485256,0.0,-1978644,-1954963
M0_ALL,10000,-5000,120000,409757,409757,86.30096882898063,0.0,-1480577,-1070820,409757,409757,86.30096882898063,0.0,-1717977,-1308220,409757,409757,86.30096882898063,0.0,-1955377,-1545620,409757,409757,86.30096882898063,0.0,-2192777,-1783020,409757,409757,86.30096882898063,0.0,-2430177,-2020420
M0_ALL,10000,-3000,30000,-34299,-34299,-7.223883740522325,0.0,-853543,-887842,-34299,-34299,-7.223883740522325,0.0,-1090943,-1125242,-34299,-34299,-7.223883740522325,0.0,-1328343,-1362642,-34299,-34299,-7.223883740522325,0.0,-1565743,-1600042,-34299,-34299,-7.223883740522325,0.0,-1803143,-1837442
M0_ALL,10000,-3000,60000,-138280,-138280,-29.12384161752317,0.0,-753900,-892180,-138280,-138280,-29.12384161752317,0.0,-991300,-1129580,-138280,-138280,-29.12384161752317,0.0,-1228700,-1366980,-138280,-138280,-29.12384161752317,0.0,-1466100,-1604380,-138280,-138280,-29.12384161752317,0.0,-1703500,-1841780
M0_ALL,10000,-3000,120000,99059,99059,20.863310867733784,0.0,-1041208,-942149,99059,99059,20.863310867733784,0.0,-1278608,-1179549,99059,99059,20.863310867733784,0.0,-1516008,-1416949,99059,99059,20.863310867733784,0.0,-1753408,-1654349,99059,99059,20.863310867733784,0.0,-1990808,-1891749
M0_ALL,10000,-2000,30000,-95127,-95127,-20.035172704296546,0.0,-664656,-759783,-95127,-95127,-20.035172704296546,0.0,-902056,-997183,-95127,-95127,-20.035172704296546,0.0,-1139456,-1234583,-95127,-95127,-20.035172704296546,0.0,-1376856,-1471983,-95127,-95127,-20.035172704296546,0.0,-1614256,-1709383
M0_ALL,10000,-2000,60000,-239544,-239544,-50.45155855096883,0.0,-502744,-742288,-239544,-239544,-50.45155855096883,0.0,-740144,-979688,-239544,-239544,-50.45155855096883,0.0,-977544,-1217088,-239544,-239544,-50.45155855096883,0.0,-1214944,-1454488,-239544,-239544,-50.45155855096883,0.0,-1452344,-1691888
M0_ALL,10000,-2000,120000,-57055,-57055,-12.016638584667229,0.0,-727822,-784877,-57055,-57055,-12.016638584667229,0.0,-965222,-1022277,-57055,-57055,-12.016638584667229,0.0,-1202622,-1259677,-57055,-57055,-12.016638584667229,0.0,-1440022,-1497077,-57055,-57055,-12.016638584667229,0.0,-1677422,-1734477
M0_ALL,10000,-1500,30000,-108174,-108174,-22.783066554338667,0.0,-527347,-635521,-108174,-108174,-22.783066554338667,0.0,-764747,-872921,-108174,-108174,-22.783066554338667,0.0,-1002147,-1110321,-108174,-108174,-22.783066554338667,0.0,-1239547,-1347721,-108174,-108174,-22.783066554338667,0.0,-1476947,-1585121
M0_ALL,10000,-1500,60000,-276860,-276860,-58.31086773378264,0.0,-353760,-630620,-276860,-276860,-58.31086773378264,0.0,-591160,-868020,-276860,-276860,-58.31086773378264,0.0,-828560,-1105420,-276860,-276860,-58.31086773378264,0.0,-1065960,-1342820,-276860,-276860,-58.31086773378264,0.0,-1303360,-1580220
M0_ALL,10000,-1500,120000,-111640,-111640,-23.513058129738837,0.0,-532346,-643986,-111640,-111640,-23.513058129738837,0.0,-769746,-881386,-111640,-111640,-23.513058129738837,0.0,-1007146,-1118786,-111640,-111640,-23.513058129738837,0.0,-1244546,-1356186,-111640,-111640,-23.513058129738837,0.0,-1481946,-1593586
M0_ALL,10000,-1000,30000,-114130,-114130,-24.03748946925021,0.0,-385979,-500109,-114130,-114130,-24.03748946925021,0.0,-623379,-737509,-114130,-114130,-24.03748946925021,0.0,-860779,-974909,-114130,-114130,-24.03748946925021,0.0,-1098179,-1212309,-114130,-114130,-24.03748946925021,0.0,-1335579,-1449709
M0_ALL,10000,-1000,60000,-278176,-278176,-58.58803706823926,0.0,-206243,-484419,-278176,-278176,-58.58803706823926,0.0,-443643,-721819,-278176,-278176,-58.58803706823926,0.0,-681043,-959219,-278176,-278176,-58.58803706823926,0.0,-918443,-1196619,-278176,-278176,-58.58803706823926,0.0,-1155843,-1434019
M0_ALL,10000,-1000,120000,-173941,-173941,-36.63458298230834,0.0,-329513,-503454,-173941,-173941,-36.63458298230834,0.0,-566913,-740854,-173941,-173941,-36.63458298230834,0.0,-804313,-978254,-173941,-173941,-36.63458298230834,0.0,-1041713,-1215654,-173941,-173941,-36.63458298230834,0.0,-1279113,-1453054
M0_ALL,10000,-700,30000,-119827,-119827,-25.23736310025274,0.0,-248781,-368608,-119827,-119827,-25.23736310025274,0.0,-486181,-606008,-119827,-119827,-25.23736310025274,0.0,-723581,-843408,-119827,-119827,-25.23736310025274,0.0,-960981,-1080808,-119827,-119827,-25.23736310025274,0.0,-1198381,-1318208
M0_ALL,10000,-700,60000,-278118,-278118,-58.57582139848357,0.0,-85311,-363429,-278118,-278118,-58.57582139848357,0.0,-322711,-600829,-278118,-278118,-58.57582139848357,0.0,-560111,-838229,-278118,-278118,-58.57582139848357,0.0,-797511,-1075629,-278118,-278118,-58.57582139848357,0.0,-1034911,-1313029
M0_ALL,10000,-700,120000,-220716,-220716,-46.48609941027801,0.0,-169145,-389861,-220716,-220716,-46.48609941027801,0.0,-406545,-627261,-220716,-220716,-46.48609941027801,0.0,-643945,-864661,-220716,-220716,-46.48609941027801,0.0,-881345,-1102061,-220716,-220716,-46.48609941027801,0.0,-1118745,-1339461
M0_ALL,10000,-500,30000,-137620,-137620,-28.984835720303284,0.0,-120056,-257676,-137620,-137620,-28.984835720303284,0.0,-357456,-495076,-137620,-137620,-28.984835720303284,0.0,-594856,-732476,-137620,-137620,-28.984835720303284,0.0,-832256,-969876,-137620,-137620,-28.984835720303284,0.0,-1069656,-1207276
M0_ALL,10000,-500,60000,-298781,-298781,-62.92775905644482,0.0,40398,-258383,-298781,-298781,-62.92775905644482,0.0,-197002,-495783,-298781,-298781,-62.92775905644482,0.0,-434402,-733183,-298781,-298781,-62.92775905644482,0.0,-671802,-970583,-298781,-298781,-62.92775905644482,0.0,-909202,-1207983
M0_ALL,10000,-500,120000,-276999,-276999,-58.340143218197134,0.0,-1195,-278194,-276999,-276999,-58.340143218197134,0.0,-238595,-515594,-276999,-276999,-58.340143218197134,0.0,-475995,-752994,-276999,-276999,-58.340143218197134,0.0,-713395,-990394,-276999,-276999,-58.340143218197134,0.0,-950795,-1227794
M0_ALL,10000,-300,30000,-158207,-158207,-33.320766638584665,0.0,21625,-136582,-158207,-158207,-33.320766638584665,0.0,-215775,-373982,-158207,-158207,-33.320766638584665,0.0,-453175,-611382,-158207,-158207,-33.320766638584665,0.0,-690575,-848782,-158207,-158207,-33.320766638584665,0.0,-927975,-1086182
M0_ALL,10000,-300,60000,-315157,-315157,-66.3767902274642,0.0,173976,-141181,-315157,-315157,-66.3767902274642,0.0,-63424,-378581,-315157,-315157,-66.3767902274642,0.0,-300824,-615981,-315157,-315157,-66.3767902274642,0.0,-538224,-853381,-315157,-315157,-66.3767902274642,0.0,-775624,-1090781
M0_ALL,10000,-300,120000,-325409,-325409,-68.5360151642797,0.0,164230,-161179,-325409,-325409,-68.5360151642797,0.0,-73170,-398579,-325409,-325409,-68.5360151642797,0.0,-310570,-635979,-325409,-325409,-68.5360151642797,0.0,-547970,-873379,-325409,-325409,-68.5360151642797,0.0,-785370,-1110779
M0_ALL,10000,-200,30000,-157179,-157179,-33.10425442291491,0.0,100955,-56224,-157179,-157179,-33.10425442291491,0.0,-136445,-293624,-157179,-157179,-33.10425442291491,0.0,-373845,-531024,-157179,-157179,-33.10425442291491,0.0,-611245,-768424,-157179,-157179,-33.10425442291491,0.0,-848645,-1005824
M0_ALL,10000,-200,60000,-318056,-318056,-66.98736310025274,0.0,259030,-59026,-318056,-318056,-66.98736310025274,0.0,21630,-296426,-318056,-318056,-66.98736310025274,0.0,-215770,-533826,-318056,-318056,-66.98736310025274,0.0,-453170,-771226,-318056,-318056,-66.98736310025274,0.0,-690570,-1008626
M0_ALL,10000,-200,120000,-355566,-355566,-74.88753159224937,0.0,277642,-77924,-355566,-355566,-74.88753159224937,0.0,40242,-315324,-355566,-355566,-74.88753159224937,0.0,-197158,-552724,-355566,-355566,-74.88753159224937,0.0,-434558,-790124,-355566,-355566,-74.88753159224937,0.0,-671958,-1027524
M1_NEGATIVE_OR_FLAT_ONLY,1000,-6000,30000,149469,149469,31.480412805391744,0.0,-1407444,-1257975,149469,149469,31.480412805391744,0.0,-1644844,-1495375,149469,149469,31.480412805391744,0.0,-1882244,-1732775,149469,149469,31.480412805391744,0.0,-2119644,-1970175,149469,149469,31.480412805391744,0.0,-2357044,-2207575
M1_NEGATIVE_OR_FLAT_ONLY,1000,-6000,60000,322446,322446,67.91196293176074,0.0,-1605629,-1283183,322446,322446,67.91196293176074,0.0,-1843029,-1520583,322446,322446,67.91196293176074,0.0,-2080429,-1757983,322446,322446,67.91196293176074,0.0,-2317829,-1995383,322446,322446,67.91196293176074,0.0,-2555229,-2232783
M1_NEGATIVE_OR_FLAT_ONLY,1000,-6000,120000,512913,512913,108.02716933445662,0.0,-1814063,-1301150,512913,512913,108.02716933445662,0.0,-2051463,-1538550,512913,512913,108.02716933445662,0.0,-2288863,-1775950,512913,512913,108.02716933445662,0.0,-2526263,-2013350,512913,512913,108.02716933445662,0.0,-2763663,-2250750
M1_NEGATIVE_OR_FLAT_ONLY,1000,-5000,30000,143664,143664,30.257792754844147,0.0,-1371462,-1227798,143664,143664,30.257792754844147,0.0,-1608862,-1465198,143664,143664,30.257792754844147,0.0,-1846262,-1702598,143664,143664,30.257792754844147,0.0,-2083662,-1939998,143664,143664,30.257792754844147,0.0,-2321062,-2177398
M1_NEGATIVE_OR_FLAT_ONLY,1000,-5000,60000,295905,295905,62.32203032855939,0.0,-1547427,-1251522,295905,295905,62.32203032855939,0.0,-1784827,-1488922,295905,295905,62.32203032855939,0.0,-2022227,-1726322,295905,295905,62.32203032855939,0.0,-2259627,-1963722,295905,295905,62.32203032855939,0.0,-2497027,-2201122
M1_NEGATIVE_OR_FLAT_ONLY,1000,-5000,120000,493680,493680,103.97641112047178,0.0,-1763392,-1269712,493680,493680,103.97641112047178,0.0,-2000792,-1507112,493680,493680,103.97641112047178,0.0,-2238192,-1744512,493680,493680,103.97641112047178,0.0,-2475592,-1981912,493680,493680,103.97641112047178,0.0,-2712992,-2219312
M1_NEGATIVE_OR_FLAT_ONLY,1000,-3000,30000,103858,103858,21.874052232518956,0.0,-1204587,-1100729,103858,103858,21.874052232518956,0.0,-1441987,-1338129,103858,103858,21.874052232518956,0.0,-1679387,-1575529,103858,103858,21.874052232518956,0.0,-1916787,-1812929,103858,103858,21.874052232518956,0.0,-2154187,-2050329
M1_NEGATIVE_OR_FLAT_ONLY,1000,-3000,60000,185618,185618,39.09393428812131,0.0,-1293877,-1108259,185618,185618,39.09393428812131,0.0,-1531277,-1345659,185618,185618,39.09393428812131,0.0,-1768677,-1583059,185618,185618,39.09393428812131,0.0,-2006077,-1820459,185618,185618,39.09393428812131,0.0,-2243477,-2057859
M1_NEGATIVE_OR_FLAT_ONLY,1000,-3000,120000,323733,323733,68.18302443133952,0.0,-1444437,-1120704,323733,323733,68.18302443133952,0.0,-1681837,-1358104,323733,323733,68.18302443133952,0.0,-1919237,-1595504,323733,323733,68.18302443133952,0.0,-2156637,-1832904,323733,323733,68.18302443133952,0.0,-2394037,-2070304
M1_NEGATIVE_OR_FLAT_ONLY,1000,-2000,30000,53083,53083,11.180075821398484,0.0,-1016523,-963440,53083,53083,11.180075821398484,0.0,-1253923,-1200840,53083,53083,11.180075821398484,0.0,-1491323,-1438240,53083,53083,11.180075821398484,0.0,-1728723,-1675640,53083,53083,11.180075821398484,0.0,-1966123,-1913040
M1_NEGATIVE_OR_FLAT_ONLY,1000,-2000,60000,102187,102187,21.52211457455771,0.0,-1067589,-965402,102187,102187,21.52211457455771,0.0,-1304989,-1202802,102187,102187,21.52211457455771,0.0,-1542389,-1440202,102187,102187,21.52211457455771,0.0,-1779789,-1677602,102187,102187,21.52211457455771,0.0,-2017189,-1915002
M1_NEGATIVE_OR_FLAT_ONLY,1000,-2000,120000,203116,203116,42.77927548441449,0.0,-1174222,-971106,203116,203116,42.77927548441449,0.0,-1411622,-1208506,203116,203116,42.77927548441449,0.0,-1649022,-1445906,203116,203116,42.77927548441449,0.0,-1886422,-1683306,203116,203116,42.77927548441449,0.0,-2123822,-1920706
M1_NEGATIVE_OR_FLAT_ONLY,1000,-1500,30000,36287,36287,7.642586352148273,0.0,-874940,-838653,36287,36287,7.642586352148273,0.0,-1112340,-1076053,36287,36287,7.642586352148273,0.0,-1349740,-1313453,36287,36287,7.642586352148273,0.0,-1587140,-1550853,36287,36287,7.642586352148273,0.0,-1824540,-1788253
M1_NEGATIVE_OR_FLAT_ONLY,1000,-1500,60000,62732,62732,13.212299915754002,0.0,-899609,-836877,62732,62732,13.212299915754002,0.0,-1137009,-1074277,62732,62732,13.212299915754002,0.0,-1374409,-1311677,62732,62732,13.212299915754002,0.0,-1611809,-1549077,62732,62732,13.212299915754002,0.0,-1849209,-1786477
M1_NEGATIVE_OR_FLAT_ONLY,1000,-1500,120000,157736,157736,33.22156697556866,0.0,-998417,-840681,157736,157736,33.22156697556866,0.0,-1235817,-1078081,157736,157736,33.22156697556866,0.0,-1473217,-1315481,157736,157736,33.22156697556866,0.0,-1710617,-1552881,157736,157736,33.22156697556866,0.0,-1948017,-1790281
M1_NEGATIVE_OR_FLAT_ONLY,1000,-1000,30000,32267,32267,6.795914069081719,0.0,-706816,-674549,32267,32267,6.795914069081719,0.0,-944216,-911949,32267,32267,6.795914069081719,0.0,-1181616,-1149349,32267,32267,6.795914069081719,0.0,-1419016,-1386749,32267,32267,6.795914069081719,0.0,-1656416,-1624149
M1_NEGATIVE_OR_FLAT_ONLY,1000,-1000,60000,50688,50688,10.675652906486942,0.0,-718663,-667975,50688,50688,10.675652906486942,0.0,-956063,-905375,50688,50688,10.675652906486942,0.0,-1193463,-1142775,50688,50688,10.675652906486942,0.0,-1430863,-1380175,50688,50688,10.675652906486942,0.0,-1668263,-1617575
M1_NEGATIVE_OR_FLAT_ONLY,1000,-1000,120000,127768,127768,26.909856781802866,0.0,-799700,-671932,127768,127768,26.909856781802866,0.0,-1037100,-909332,127768,127768,26.909856781802866,0.0,-1274500,-1146732,127768,127768,26.909856781802866,0.0,-1511900,-1384132,127768,127768,26.909856781802866,0.0,-1749300,-1621532
M1_NEGATIVE_OR_FLAT_ONLY,1000,-700,30000,16411,16411,3.456402695871946,0.0,-566602,-550191,16411,16411,3.456402695871946,0.0,-804002,-787591,16411,16411,3.456402695871946,0.0,-1041402,-1024991,16411,16411,3.456402695871946,0.0,-1278802,-1262391,16411,16411,3.456402695871946,0.0,-1516202,-1499791
M1_NEGATIVE_OR_FLAT_ONLY,1000,-700,60000,26808,26808,5.646166807076664,0.0,-564910,-538102,26808,26808,5.646166807076664,0.0,-802310,-775502,26808,26808,5.646166807076664,0.0,-1039710,-1012902,26808,26808,5.646166807076664,0.0,-1277110,-1250302,26808,26808,5.646166807076664,0.0,-1514510,-1487702
M1_NEGATIVE_OR_FLAT_ONLY,1000,-700,120000,92597,92597,19.502316764953665,0.0,-632197,-539600,92597,92597,19.502316764953665,0.0,-869597,-777000,92597,92597,19.502316764953665,0.0,-1106997,-1014400,92597,92597,19.502316764953665,0.0,-1344397,-1251800,92597,92597,19.502316764953665,0.0,-1581797,-1489200
M1_NEGATIVE_OR_FLAT_ONLY,1000,-500,30000,1814,1814,0.38205560235888797,0.0,-436516,-434702,1814,1814,0.38205560235888797,0.0,-673916,-672102,1814,1814,0.38205560235888797,0.0,-911316,-909502,1814,1814,0.38205560235888797,0.0,-1148716,-1146902,1814,1814,0.38205560235888797,0.0,-1386116,-1384302
