target_bps,stop_bps,max_hold_ms,segment,roundtrip_cost_bps,supported_rows,unsupported_rows,action_taken_count,no_action_count,baseline_target_count,baseline_stop_count,baseline_timeout_count,baseline_sum_after_cost_bps,baseline_avg_after_cost_bps,baseline_median_after_cost_bps,tsv2_sum_after_cost_bps,tsv2_avg_after_cost_bps,tsv2_median_after_cost_bps,delta_sum_bps,delta_avg_bps,delta_median_bps,action_delta_avg_bps,action_delta_median_bps,beneficial_exit_count,harmful_exit_count,neutral_exit_count,exit_action_precision,exit_action_precision_denominator,exit_action_precision_wilson95_lower,saved_stop_count,saved_stop_damage_bps,target_cut_count,target_cut_damage_bps,timeout_improved_count,timeout_improved_bps,generic_beneficial_count,generic_beneficial_bps,gross_saved_damage_bps,harmful_damage_bps,target_cut_damage_guard_pass,target_cut_count_guard_pass,target_cut_count_guard_limit,stale_no_action_exclusions,no_candidate_exclusions,not_active_exit_eligible_exclusions,candidate_after_baseline_exclusions,candidate_after_max_hold_exclusions,ambiguous_unjoined_exclusions,lifecycle_without_exit_replay_exclusions,exact_rows,path_approx_rows,baseline_unavailable_rows,max_consecutive_harmful_actions,classification_counts,exclusion_counts
1000,-200,30000,train,100,1027,0,757,270,71,291,665,-135795,-132.22492697176241,-202.0,-148136,-144.2414800389484,-202.0,-12341,-12.016553067185978,0.0,-16.30250990752972,0.0,115,73,569,0.6117021276595744,188,0.5404640289877606,79,11397,20,14057,36,2083,0,0,13480,25821,False,True,82.6,6,20,0,223,21,0,0,1027,0,0,2,"{""cut_target"": 20, ""harmful_exit"": 53, ""neutral_exit"": 569, ""no_active_exit"": 270, ""saved_stop"": 79, ""timeout_improved"": 36}","{""candidate_after_baseline_exit"": 223, ""candidate_after_max_hold"": 21, ""no_candidate"": 20, ""none"": 757, ""stale_data_no_action"": 6}"
1000,-200,30000,validation,100,1026,0,785,241,78,236,712,-134992,-131.57115009746587,-202.0,-135988,-132.541910331384,-202.0,-996,-0.9707602339181286,0.0,-1.2687898089171974,0.0,84,42,659,0.6666666666666666,126,0.5805019155164632,63,10902,13,9852,21,1779,0,0,12681,13677,False,True,65.1,1,24,0,185,31,0,0,1026,0,0,2,"{""cut_target"": 13, ""harmful_exit"": 29, ""neutral_exit"": 659, ""no_active_exit"": 241, ""saved_stop"": 63, ""timeout_improved"": 21}","{""candidate_after_baseline_exit"": 185, ""candidate_after_max_hold"": 31, ""no_candidate"": 24, ""none"": 785, ""stale_data_no_action"": 1}"
1000,-200,30000,holdout,100,1026,0,774,252,71,257,698,-142706,-139.0896686159844,-202.0,-154368,-150.4561403508772,-202.0,-11662,-11.366471734892787,0.0,-15.0671834625323,0.0,105,50,619,0.6774193548387096,155,0.6003054861223337,61,9988,19,16724,44,2363,0,0,12351,24013,False,True,65.4,1,30,1,187,33,0,0,1026,0,0,2,"{""cut_target"": 19, ""harmful_exit"": 31, ""neutral_exit"": 619, ""no_active_exit"": 252, ""saved_stop"": 61, ""timeout_improved"": 44}","{""candidate_after_baseline_exit"": 187, ""candidate_after_max_hold"": 33, ""no_candidate"": 30, ""none"": 774, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-200,60000,train,100,1027,0,758,269,91,333,603,-119941,-116.78773125608569,-202.0,-148899,-144.9844206426485,-202.0,-28958,-28.196689386562806,0.0,-38.20316622691293,0.0,169,91,498,0.65,260,0.5902217110745369,121,17461,40,33626,48,2450,0,0,19911,48869,False,True,125.8,6,20,0,242,1,0,0,1027,0,0,3,"{""cut_target"": 40, ""harmful_exit"": 51, ""neutral_exit"": 498, ""no_active_exit"": 269, ""saved_stop"": 121, ""timeout_improved"": 48}","{""candidate_after_baseline_exit"": 242, ""candidate_after_max_hold"": 1, ""no_candidate"": 20, ""none"": 758, ""stale_data_no_action"": 6}"
1000,-200,60000,validation,100,1026,0,786,240,92,262,672,-123470,-120.3411306042885,-202.0,-135816,-132.37426900584796,-202.0,-12346,-12.033138401559453,0.0,-15.707379134860052,0.0,140,65,581,0.6829268292682927,205,0.6163611957941513,89,13719,26,19639,51,2164,0,0,15883,28229,False,True,94.1,1,24,0,211,4,0,0,1026,0,0,2,"{""cut_target"": 26, ""harmful_exit"": 39, ""neutral_exit"": 581, ""no_active_exit"": 240, ""saved_stop"": 89, ""timeout_improved"": 51}","{""candidate_after_baseline_exit"": 211, ""candidate_after_max_hold"": 4, ""no_candidate"": 24, ""none"": 786, ""stale_data_no_action"": 1}"
1000,-200,60000,holdout,100,1026,0,775,251,82,300,644,-139099,-135.57407407407408,-202.0,-154217,-150.30896686159844,-202.0,-15118,-14.734892787524366,0.0,-19.50709677419355,0.0,169,66,540,0.7191489361702128,235,0.6585198055864645,103,14049,29,24227,66,3599,0,0,17648,32766,False,True,109.6,1,30,1,214,5,0,0,1026,0,0,2,"{""cut_target"": 29, ""harmful_exit"": 37, ""neutral_exit"": 540, ""no_active_exit"": 251, ""saved_stop"": 103, ""timeout_improved"": 66}","{""candidate_after_baseline_exit"": 214, ""candidate_after_max_hold"": 5, ""no_candidate"": 30, ""none"": 775, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-200,120000,train,100,1027,0,758,269,105,380,542,-117360,-114.27458617332034,-209.0,-148899,-144.9844206426485,-202.0,-31539,-30.70983446932814,0.0,-41.608179419525065,0.0,227,95,436,0.7049689440993789,322,0.6529754900053699,168,23258,54,47075,59,2567,0,0,25825,57364,False,True,173.9,6,20,0,243,0,0,0,1027,0,0,3,"{""cut_target"": 54, ""harmful_exit"": 41, ""neutral_exit"": 436, ""no_active_exit"": 269, ""saved_stop"": 168, ""timeout_improved"": 59}","{""candidate_after_baseline_exit"": 243, ""no_candidate"": 20, ""none"": 758, ""stale_data_no_action"": 6}"
1000,-200,120000,validation,100,1026,0,786,240,100,334,592,-124362,-121.21052631578948,-202.0,-135816,-132.37426900584796,-202.0,-11454,-11.163742690058479,0.0,-14.572519083969466,0.0,219,61,506,0.7821428571428571,280,0.7301509371170491,161,21264,34,27806,58,2168,0,0,23432,34886,False,True,166.8,1,24,0,215,0,0,0,1026,0,0,2,"{""cut_target"": 34, ""harmful_exit"": 27, ""neutral_exit"": 506, ""no_active_exit"": 240, ""saved_stop"": 161, ""timeout_improved"": 58}","{""candidate_after_baseline_exit"": 215, ""no_candidate"": 24, ""none"": 786, ""stale_data_no_action"": 1}"
1000,-200,120000,holdout,100,1026,0,775,251,93,366,567,-135078,-131.6549707602339,-202.0,-154217,-150.30896686159844,-202.0,-19139,-18.653996101364523,0.0,-24.695483870967742,0.0,247,66,462,0.7891373801916933,313,0.7405790009362658,169,20611,40,35699,78,3207,0,0,23818,42957,False,True,176.8,1,30,1,218,1,0,0,1026,0,0,2,"{""cut_target"": 40, ""harmful_exit"": 26, ""neutral_exit"": 462, ""no_active_exit"": 251, ""saved_stop"": 169, ""timeout_improved"": 78}","{""candidate_after_baseline_exit"": 218, ""candidate_after_max_hold"": 1, ""no_candidate"": 30, ""none"": 775, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-300,30000,train,100,1027,0,781,246,72,255,700,-160497,-156.27750730282375,-202.0,-166019,-161.6543330087634,-202.0,-5522,-5.37682570593963,0.0,-7.070422535211268,0.0,126,76,579,0.6237623762376238,202,0.5552330735548678,68,16040,20,14057,58,5279,0,0,21319,26841,False,True,73.8,6,20,0,199,21,0,0,1027,0,0,2,"{""cut_target"": 20, ""harmful_exit"": 56, ""neutral_exit"": 579, ""no_active_exit"": 246, ""saved_stop"": 68, ""timeout_improved"": 58}","{""candidate_after_baseline_exit"": 199, ""candidate_after_max_hold"": 21, ""no_candidate"": 20, ""none"": 781, ""stale_data_no_action"": 6}"
1000,-300,30000,validation,100,1026,0,798,228,82,212,732,-152159,-148.30311890838206,-202.0,-151235,-147.40253411306043,-202.0,924,0.9005847953216374,0.0,1.1578947368421053,0.0,88,45,665,0.6616541353383458,133,0.5777115387909566,53,14713,16,13480,35,3516,0,0,18229,17305,False,True,56.5,1,24,0,172,31,0,0,1026,0,0,2,"{""cut_target"": 16, ""harmful_exit"": 29, ""neutral_exit"": 665, ""no_active_exit"": 228, ""saved_stop"": 53, ""timeout_improved"": 35}","{""candidate_after_baseline_exit"": 172, ""candidate_after_max_hold"": 31, ""no_candidate"": 24, ""none"": 798, ""stale_data_no_action"": 1}"
1000,-300,30000,holdout,100,1026,0,792,234,74,227,725,-162255,-158.14327485380116,-202.0,-172853,-168.47270955165692,-202.0,-10598,-10.329434697855751,0.0,-13.381313131313131,0.0,111,55,626,0.6686746987951807,166,0.5939686810029591,49,12389,22,19922,62,5183,0,0,17572,28170,False,True,55.2,1,30,1,169,33,0,0,1026,0,0,2,"{""cut_target"": 22, ""harmful_exit"": 33, ""neutral_exit"": 626, ""no_active_exit"": 234, ""saved_stop"": 49, ""timeout_improved"": 62}","{""candidate_after_baseline_exit"": 169, ""candidate_after_max_hold"": 33, ""no_candidate"": 30, ""none"": 792, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-300,60000,train,100,1027,0,782,245,92,290,645,-147790,-143.90457643622202,-202.0,-166782,-162.3972736124635,-202.0,-18992,-18.49269717624148,0.0,-24.286445012787723,0.0,180,97,505,0.6498194945848376,277,0.5919421349670478,103,24828,40,33626,77,6854,0,0,31682,50674,False,True,110.7,6,20,0,218,1,0,0,1027,0,0,3,"{""cut_target"": 40, ""harmful_exit"": 57, ""neutral_exit"": 505, ""no_active_exit"": 245, ""saved_stop"": 103, ""timeout_improved"": 77}","{""candidate_after_baseline_exit"": 218, ""candidate_after_max_hold"": 1, ""no_candidate"": 20, ""none"": 782, ""stale_data_no_action"": 6}"
1000,-300,60000,validation,100,1026,0,799,227,97,236,693,-142019,-138.42007797270955,-202.0,-151063,-147.23489278752436,-202.0,-9044,-8.814814814814815,0.0,-11.319148936170214,0.0,144,69,586,0.676056338028169,213,0.6105715525864809,77,19633,30,24476,67,4389,0,0,24022,33066,False,True,83.7,1,24,0,198,4,0,0,1026,0,0,2,"{""cut_target"": 30, ""harmful_exit"": 39, ""neutral_exit"": 586, ""no_active_exit"": 227, ""saved_stop"": 77, ""timeout_improved"": 67}","{""candidate_after_baseline_exit"": 198, ""candidate_after_max_hold"": 4, ""no_candidate"": 24, ""none"": 799, ""stale_data_no_action"": 1}"
1000,-300,60000,holdout,100,1026,0,793,233,89,267,670,-155923,-151.97173489278754,-202.0,-172802,-168.42300194931775,-202.0,-16879,-16.451267056530213,0.0,-21.284993694829762,0.0,170,76,547,0.6910569105691057,246,0.6307496639265019,88,19691,36,31390,82,5704,0,0,25395,42274,False,True,96.2,1,30,1,196,5,0,0,1026,0,0,2,"{""cut_target"": 36, ""harmful_exit"": 40, ""neutral_exit"": 547, ""no_active_exit"": 233, ""saved_stop"": 88, ""timeout_improved"": 82}","{""candidate_after_baseline_exit"": 196, ""candidate_after_max_hold"": 5, ""no_candidate"": 30, ""none"": 793, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-300,120000,train,100,1027,0,782,245,108,322,597,-147634,-143.7526777020448,-208.0,-166782,-162.3972736124635,-202.0,-19148,-18.644595910418694,0.0,-24.485933503836318,0.0,240,101,441,0.7038123167155426,341,0.6532991734086778,135,32630,56,49555,105,9072,0,0,41702,60850,False,True,145.5,6,20,0,219,0,0,0,1027,0,0,3,"{""cut_target"": 56, ""harmful_exit"": 45, ""neutral_exit"": 441, ""no_active_exit"": 245, ""saved_stop"": 135, ""timeout_improved"": 105}","{""candidate_after_baseline_exit"": 219, ""no_candidate"": 20, ""none"": 782, ""stale_data_no_action"": 6}"
1000,-300,120000,validation,100,1026,0,799,227,105,287,634,-148819,-145.04775828460038,-202.0,-151063,-147.23489278752436,-202.0,-2244,-2.1871345029239766,0.0,-2.8085106382978724,0.0,224,65,510,0.7750865051903114,289,0.7235214361646669,128,30362,38,32643,96,7117,0,0,37479,39723,False,True,137.6,1,24,0,202,0,0,0,1026,0,0,2,"{""cut_target"": 38, ""harmful_exit"": 27, ""neutral_exit"": 510, ""no_active_exit"": 227, ""saved_stop"": 128, ""timeout_improved"": 96}","{""candidate_after_baseline_exit"": 202, ""no_candidate"": 24, ""none"": 799, ""stale_data_no_action"": 1}"
1000,-300,120000,holdout,100,1026,0,793,233,101,320,605,-159516,-155.47368421052633,-202.0,-172802,-168.42300194931775,-202.0,-13286,-12.949317738791423,0.0,-16.75409836065574,0.0,251,74,468,0.7723076923076924,325,0.7236915795828106,141,30211,48,43954,110,7715,0,0,37926,51212,False,True,152.0,1,30,1,200,1,0,0,1026,0,0,2,"{""cut_target"": 48, ""harmful_exit"": 26, ""neutral_exit"": 468, ""no_active_exit"": 233, ""saved_stop"": 141, ""timeout_improved"": 110}","{""candidate_after_baseline_exit"": 200, ""candidate_after_max_hold"": 1, ""no_candidate"": 30, ""none"": 793, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-500,30000,train,100,1027,0,807,220,78,218,731,-197935,-192.73125608568645,-202.0,-194897,-189.77312560856865,-202.0,3038,2.9581304771178187,0.0,3.76456009913259,0.0,138,80,589,0.6330275229357798,218,0.5672580013558614,61,23142,22,16465,77,10084,0,0,33226,30188,False,True,68.7,6,20,0,173,21,0,0,1027,0,0,2,"{""cut_target"": 22, ""harmful_exit"": 58, ""neutral_exit"": 589, ""no_active_exit"": 220, ""saved_stop"": 61, ""timeout_improved"": 77}","{""candidate_after_baseline_exit"": 173, ""candidate_after_max_hold"": 21, ""no_candidate"": 20, ""none"": 807, ""stale_data_no_action"": 6}"
1000,-500,30000,validation,100,1026,0,821,205,85,178,763,-184788,-180.10526315789474,-202.0,-176916,-172.4327485380117,-202.0,7872,7.6725146198830405,0.0,9.588306942752741,0.0,94,50,677,0.6527777777777778,144,0.5719628693574034,44,19366,17,14497,50,8079,0,0,27445,19573,False,True,49.0,1,24,0,149,31,0,0,1026,0,0,3,"{""cut_target"": 17, ""harmful_exit"": 33, ""neutral_exit"": 677, ""no_active_exit"": 205, ""saved_stop"": 44, ""timeout_improved"": 50}","{""candidate_after_baseline_exit"": 149, ""candidate_after_max_hold"": 31, ""no_candidate"": 24, ""none"": 821, ""stale_data_no_action"": 1}"
1000,-500,30000,holdout,100,1026,0,816,210,80,199,747,-192457,-187.57992202729045,-202.0,-197053,-192.05945419103313,-202.0,-4596,-4.47953216374269,0.0,-5.632352941176471,0.0,124,61,631,0.6702702702702703,185,0.5996664674503053,51,20098,23,21253,73,7281,0,0,27379,31975,False,True,58.3,1,30,1,145,33,0,0,1026,0,0,2,"{""cut_target"": 23, ""harmful_exit"": 38, ""neutral_exit"": 631, ""no_active_exit"": 210, ""saved_stop"": 51, ""timeout_improved"": 73}","{""candidate_after_baseline_exit"": 145, ""candidate_after_max_hold"": 33, ""no_candidate"": 30, ""none"": 816, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-500,60000,train,100,1027,0,808,219,99,250,678,-189659,-184.6728334956183,-202.0,-195660,-190.51606621226875,-202.0,-6001,-5.843232716650438,0.0,-7.426980198019802,0.0,193,103,512,0.652027027027027,296,0.59612936653351,93,37111,43,37448,100,12666,0,0,49777,55778,False,True,103.0,6,20,0,192,1,0,0,1027,0,0,3,"{""cut_target"": 43, ""harmful_exit"": 60, ""neutral_exit"": 512, ""no_active_exit"": 219, ""saved_stop"": 93, ""timeout_improved"": 100}","{""candidate_after_baseline_exit"": 192, ""candidate_after_max_hold"": 1, ""no_candidate"": 20, ""none"": 808, ""stale_data_no_action"": 6}"
1000,-500,60000,validation,100,1026,0,822,204,103,197,726,-176474,-172.0019493177388,-202.0,-176744,-172.26510721247564,-202.0,-270,-0.2631578947368421,0.0,-0.3284671532846715,0.0,154,74,594,0.6754385964912281,228,0.6121926432829407,63,26745,34,29120,91,10868,0,0,37613,37883,False,True,72.1,1,24,0,175,4,0,0,1026,0,0,2,"{""cut_target"": 34, ""harmful_exit"": 40, ""neutral_exit"": 594, ""no_active_exit"": 204, ""saved_stop"": 63, ""timeout_improved"": 91}","{""candidate_after_baseline_exit"": 175, ""candidate_after_max_hold"": 4, ""no_candidate"": 24, ""none"": 822, ""stale_data_no_action"": 1}"
1000,-500,60000,holdout,100,1026,0,817,209,100,230,696,-187029,-182.28947368421052,-202.0,-196178,-191.2066276803119,-202.0,-9149,-8.917153996101364,0.0,-11.19828641370869,0.0,183,84,550,0.6853932584269663,267,0.627398809704337,82,31715,41,38244,101,9658,0,0,41373,50522,False,True,92.1,1,30,1,172,5,0,0,1026,0,0,2,"{""cut_target"": 41, ""harmful_exit"": 43, ""neutral_exit"": 550, ""no_active_exit"": 209, ""saved_stop"": 82, ""timeout_improved"": 101}","{""candidate_after_baseline_exit"": 172, ""candidate_after_max_hold"": 5, ""no_candidate"": 30, ""none"": 817, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-500,120000,train,100,1027,0,808,219,118,277,632,-191726,-186.6854917234664,-207.0,-195660,-190.51606621226875,-202.0,-3934,-3.8305744888023368,0.0,-4.868811881188119,0.0,251,109,448,0.6972222222222222,360,0.6478834306698608,120,49094,62,56443,131,15345,0,0,64439,68373,False,True,133.1,6,20,0,193,0,0,0,1027,0,0,3,"{""cut_target"": 62, ""harmful_exit"": 47, ""neutral_exit"": 448, ""no_active_exit"": 219, ""saved_stop"": 120, ""timeout_improved"": 131}","{""candidate_after_baseline_exit"": 193, ""no_candidate"": 20, ""none"": 808, ""stale_data_no_action"": 6}"
1000,-500,120000,validation,100,1026,0,822,204,111,243,672,-192987,-188.09649122807016,-202.0,-176744,-172.26510721247564,-202.0,16243,15.831384015594542,0.0,19.760340632603405,0.0,237,71,514,0.7694805194805194,308,0.7192983115406093,109,44592,42,37287,128,16207,0,0,60799,44556,False,True,121.8,1,24,0,179,0,0,0,1026,0,0,2,"{""cut_target"": 42, ""harmful_exit"": 29, ""neutral_exit"": 514, ""no_active_exit"": 204, ""saved_stop"": 109, ""timeout_improved"": 128}","{""candidate_after_baseline_exit"": 179, ""no_candidate"": 24, ""none"": 822, ""stale_data_no_action"": 1}"
1000,-500,120000,holdout,100,1026,0,817,209,114,275,637,-198158,-193.1364522417154,-202.0,-195555,-190.59941520467837,-202.0,2603,2.537037037037037,0.0,3.186046511627907,0.0,266,82,469,0.764367816091954,348,0.717042729636306,127,49157,55,52877,139,14419,0,0,63576,60973,False,True,140.9,1,30,1,176,1,0,0,1026,0,0,2,"{""cut_target"": 55, ""harmful_exit"": 27, ""neutral_exit"": 469, ""no_active_exit"": 209, ""saved_stop"": 127, ""timeout_improved"": 139}","{""candidate_after_baseline_exit"": 176, ""candidate_after_max_hold"": 1, ""no_candidate"": 30, ""none"": 817, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-700,30000,train,100,1027,0,822,205,83,189,755,-230412,-224.35443037974684,-202.0,-222012,-216.17526777020447,-202.0,8400,8.179162609542356,0.0,10.218978102189782,0.0,140,84,598,0.625,224,0.5599952737983928,49,28111,25,20789,91,15152,0,0,43263,34863,False,True,58.1,6,20,0,158,21,0,0,1027,0,0,2,"{""cut_target"": 25, ""harmful_exit"": 59, ""neutral_exit"": 598, ""no_active_exit"": 205, ""saved_stop"": 49, ""timeout_improved"": 91}","{""candidate_after_baseline_exit"": 158, ""candidate_after_max_hold"": 21, ""no_candidate"": 20, ""none"": 822, ""stale_data_no_action"": 6}"
1000,-700,30000,validation,100,1026,0,841,185,87,149,790,-212720,-207.32943469785576,-202.0,-202231,-197.10623781676412,-202.0,10489,10.223196881091617,0.0,12.47205707491082,0.0,97,54,690,0.6423841059602649,151,0.5632754823580859,35,19750,19,17210,62,14073,0,0,33823,23334,False,True,41.2,1,24,0,129,31,0,0,1026,0,0,3,"{""cut_target"": 19, ""harmful_exit"": 35, ""neutral_exit"": 690, ""no_active_exit"": 185, ""saved_stop"": 35, ""timeout_improved"": 62}","{""candidate_after_baseline_exit"": 129, ""candidate_after_max_hold"": 31, ""no_candidate"": 24, ""none"": 841, ""stale_data_no_action"": 1}"
1000,-700,30000,holdout,100,1026,0,841,185,85,157,784,-217968,-212.44444444444446,-202.0,-222556,-216.91617933723197,-202.0,-4588,-4.4717348927875245,0.0,-5.455410225921522,0.0,124,69,648,0.6424870466321243,193,0.5726959541810317,36,20921,27,27227,88,14719,0,0,35640,40228,False,True,44.8,1,30,1,120,33,0,0,1026,0,0,2,"{""cut_target"": 27, ""harmful_exit"": 42, ""neutral_exit"": 648, ""no_active_exit"": 185, ""saved_stop"": 36, ""timeout_improved"": 88}","{""candidate_after_baseline_exit"": 120, ""candidate_after_max_hold"": 33, ""no_candidate"": 30, ""none"": 841, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-700,60000,train,100,1027,0,823,204,104,213,710,-227716,-221.72930866601752,-202.0,-222775,-216.91820837390458,-202.0,4941,4.81110029211295,0.0,6.003645200486027,0.0,196,107,520,0.6468646864686468,303,0.5915172716025633,73,43681,46,41772,123,21371,0,0,65052,60111,False,True,85.3,6,20,0,177,1,0,0,1027,0,0,3,"{""cut_target"": 46, ""harmful_exit"": 61, ""neutral_exit"": 520, ""no_active_exit"": 204, ""saved_stop"": 73, ""timeout_improved"": 123}","{""candidate_after_baseline_exit"": 177, ""candidate_after_max_hold"": 1, ""no_candidate"": 20, ""none"": 823, ""stale_data_no_action"": 6}"
1000,-700,60000,validation,100,1026,0,842,184,107,166,753,-204851,-199.6598440545809,-202.0,-202059,-196.93859649122808,-202.0,2792,2.7212475633528266,0.0,3.315914489311164,0.0,155,80,607,0.6595744680851063,235,0.5968584296723136,52,31090,38,34351,103,15872,0,0,46962,44170,False,True,62.3,1,24,0,155,4,0,0,1026,0,0,2,"{""cut_target"": 38, ""harmful_exit"": 42, ""neutral_exit"": 607, ""no_active_exit"": 184, ""saved_stop"": 52, ""timeout_improved"": 103}","{""candidate_after_baseline_exit"": 155, ""candidate_after_max_hold"": 4, ""no_candidate"": 24, ""none"": 842, ""stale_data_no_action"": 1}"
1000,-700,60000,holdout,100,1026,0,843,183,109,186,731,-214369,-208.9366471734893,-202.0,-221602,-215.98635477582846,-202.0,-7233,-7.049707602339181,0.0,-8.580071174377224,0.0,184,94,565,0.6618705035971223,278,0.6043903537732351,65,35969,49,48931,119,19018,0,0,54987,62220,False,True,76.9,1,30,1,146,5,0,0,1026,0,0,2,"{""cut_target"": 49, ""harmful_exit"": 45, ""neutral_exit"": 565, ""no_active_exit"": 183, ""saved_stop"": 65, ""timeout_improved"": 119}","{""candidate_after_baseline_exit"": 146, ""candidate_after_max_hold"": 5, ""no_candidate"": 30, ""none"": 843, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-700,120000,train,100,1027,0,823,204,123,231,673,-233866,-227.7176241480039,-204.0,-222775,-216.91820837390458,-202.0,11091,10.799415774099318,0.0,13.476306196840826,0.0,256,112,455,0.6956521739130435,368,0.646819083609994,91,54224,65,60767,165,29564,0,0,83788,72697,False,True,107.5,6,20,0,178,0,0,0,1027,0,0,3,"{""cut_target"": 65, ""harmful_exit"": 47, ""neutral_exit"": 455, ""no_active_exit"": 204, ""saved_stop"": 91, ""timeout_improved"": 165}","{""candidate_after_baseline_exit"": 178, ""no_candidate"": 20, ""none"": 823, ""stale_data_no_action"": 6}"
1000,-700,120000,validation,100,1026,0,842,184,117,180,729,-224925,-219.2251461988304,-202.0,-202059,-196.93859649122808,-202.0,22866,22.28654970760234,0.0,27.156769596199524,0.0,240,77,525,0.7570977917981072,317,0.7069947302920563,66,39322,48,44684,174,35497,0,0,74819,51953,False,True,83.4,1,24,0,159,0,0,0,1026,0,0,2,"{""cut_target"": 48, ""harmful_exit"": 29, ""neutral_exit"": 525, ""no_active_exit"": 184, ""saved_stop"": 66, ""timeout_improved"": 174}","{""candidate_after_baseline_exit"": 159, ""no_candidate"": 24, ""none"": 842, ""stale_data_no_action"": 1}"
1000,-700,120000,holdout,100,1026,0,843,183,123,204,699,-230750,-224.90253411306043,-202.0,-220979,-215.37914230019493,-202.0,9771,9.523391812865498,0.0,11.590747330960854,0.0,270,93,480,0.743801652892562,363,0.6965047424983657,83,45470,63,63564,187,37229,0,0,82699,72928,False,True,101.7,1,30,1,150,1,0,0,1026,0,0,2,"{""cut_target"": 63, ""harmful_exit"": 30, ""neutral_exit"": 480, ""no_active_exit"": 183, ""saved_stop"": 83, ""timeout_improved"": 187}","{""candidate_after_baseline_exit"": 150, ""candidate_after_max_hold"": 1, ""no_candidate"": 30, ""none"": 843, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-1000,30000,train,100,1027,0,840,187,91,160,776,-265052,-258.0837390457644,-202.0,-253616,-246.94839337877312,-202.0,11436,11.135345666991237,0.0,13.614285714285714,0.0,142,94,604,0.6016949152542372,236,0.5380888827717748,41,34669,30,28655,101,20489,0,0,55158,43722,False,True,51.1,6,20,0,140,21,0,0,1027,0,0,2,"{""cut_target"": 30, ""harmful_exit"": 64, ""neutral_exit"": 604, ""no_active_exit"": 187, ""saved_stop"": 41, ""timeout_improved"": 101}","{""candidate_after_baseline_exit"": 140, ""candidate_after_max_hold"": 21, ""no_candidate"": 20, ""none"": 840, ""stale_data_no_action"": 6}"
1000,-1000,30000,validation,100,1026,0,854,172,91,129,806,-245103,-238.8918128654971,-202.0,-227657,-221.8879142300195,-202.0,17446,17.003898635477583,0.0,20.428571428571427,0.0,102,57,695,0.6415094339622641,159,0.5644399554980296,31,24306,20,18723,71,18432,0,0,42738,25292,False,True,38.1,1,24,0,116,31,0,0,1026,0,0,3,"{""cut_target"": 20, ""harmful_exit"": 37, ""neutral_exit"": 695, ""no_active_exit"": 172, ""saved_stop"": 31, ""timeout_improved"": 71}","{""candidate_after_baseline_exit"": 116, ""candidate_after_max_hold"": 31, ""no_candidate"": 24, ""none"": 854, ""stale_data_no_action"": 1}"
1000,-1000,30000,holdout,100,1026,0,856,170,88,135,803,-251596,-245.22027290448344,-202.0,-250789,-244.4337231968811,-202.0,807,0.7865497076023392,0.0,0.9427570093457944,0.0,130,73,653,0.6403940886699507,203,0.5723364473806991,31,23751,29,28712,99,19350,0,0,43101,42294,False,True,40.9,1,30,1,105,33,0,0,1026,0,0,2,"{""cut_target"": 29, ""harmful_exit"": 44, ""neutral_exit"": 653, ""no_active_exit"": 170, ""saved_stop"": 31, ""timeout_improved"": 99}","{""candidate_after_baseline_exit"": 105, ""candidate_after_max_hold"": 33, ""no_candidate"": 30, ""none"": 856, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 1}"
1000,-1000,60000,train,100,1027,0,841,186,115,184,728,-266363,-259.36027263875366,-202.0,-254379,-247.69133398247322,-202.0,11984,11.668938656280428,0.0,14.249702734839477,0.0,201,115,525,0.6360759493670886,316,0.581688372601312,65,56923,54,54284,136,27684,0,0,84607,72623,False,True,78.6,6,20,0,159,1,0,0,1027,0,0,3,"{""cut_target"": 54, ""harmful_exit"": 61, ""neutral_exit"": 525, ""no_active_exit"": 186, ""saved_stop"": 65, ""timeout_improved"": 136}","{""candidate_after_baseline_exit"": 159, ""candidate_after_max_hold"": 1, ""no_candidate"": 20, ""none"": 841, ""stale_data_no_action"": 6}"
