target_bps,stop_bps,max_hold_ms,cost100_supported_rows,cost100_unsupported_rows,cost100_action_taken_count,cost100_no_action_count,cost100_baseline_target_count,cost100_baseline_stop_count,cost100_baseline_timeout_count,cost100_baseline_sum_after_cost_bps,cost100_baseline_avg_after_cost_bps,cost100_baseline_median_after_cost_bps,cost100_tsv2_sum_after_cost_bps,cost100_tsv2_avg_after_cost_bps,cost100_tsv2_median_after_cost_bps,cost100_delta_sum_bps,cost100_delta_avg_bps,cost100_delta_median_bps,cost100_action_delta_avg_bps,cost100_action_delta_median_bps,cost100_beneficial_exit_count,cost100_harmful_exit_count,cost100_neutral_exit_count,cost100_exit_action_precision,cost100_exit_action_precision_denominator,cost100_exit_action_precision_wilson95_lower,cost100_saved_stop_count,cost100_saved_stop_damage_bps,cost100_target_cut_count,cost100_target_cut_damage_bps,cost100_timeout_improved_count,cost100_timeout_improved_bps,cost100_generic_beneficial_count,cost100_generic_beneficial_bps,cost100_gross_saved_damage_bps,cost100_harmful_damage_bps,cost100_target_cut_damage_guard_pass,cost100_target_cut_count_guard_pass,cost100_target_cut_count_guard_limit,cost100_stale_no_action_exclusions,cost100_no_candidate_exclusions,cost100_not_active_exit_eligible_exclusions,cost100_candidate_after_baseline_exclusions,cost100_candidate_after_max_hold_exclusions,cost100_ambiguous_unjoined_exclusions,cost100_lifecycle_without_exit_replay_exclusions,cost100_exact_rows,cost100_path_approx_rows,cost100_baseline_unavailable_rows,cost100_max_consecutive_harmful_actions,cost100_classification_counts,cost100_exclusion_counts
1000,-2000,120000,3079,515,2674,405,456,348,2275,-1054414,-342.45339395907763,-202.0,-913780,-296.77817473205585,-202.0,140634,45.67521922702176,0.0,52.59311892296186,0.0,829,360,1485,0.6972245584524811,1189,0.6705079327900249,164,245796,244,282851,665,210558,0,0,456354,315720,False,False,230.5,8,74,1,321,1,0,515,3079,0,0,3,"{""cut_target"": 244, ""harmful_exit"": 116, ""neutral_exit"": 1485, ""no_active_exit"": 405, ""no_exit_replay"": 515, ""saved_stop"": 164, ""timeout_improved"": 665}","{""candidate_after_baseline_exit"": 321, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2674, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-3000,30000,3079,515,2730,349,312,168,2599,-1104223,-358.6303994803508,-202.0,-992199,-322.24715816823647,-202.0,112024,36.38324131211432,0.0,41.03443223443224,0.0,455,286,1989,0.6140350877192983,741,0.5784807867765422,70,117207,96,111512,385,170680,0,0,287887,175863,False,True,108.5,8,74,1,181,85,0,515,3079,0,0,3,"{""cut_target"": 96, ""harmful_exit"": 190, ""neutral_exit"": 1989, ""no_active_exit"": 349, ""no_exit_replay"": 515, ""saved_stop"": 70, ""timeout_improved"": 385}","{""candidate_after_baseline_exit"": 181, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2730, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-3000,60000,3079,515,2748,331,414,210,2455,-1146826,-372.4670347515427,-202.0,-987909,-320.8538486521598,-202.0,158917,51.613186099382915,0.0,57.830058224163025,0.0,637,377,1734,0.6282051282051282,1014,0.5980273059005258,111,208190,191,227858,526,240602,0,0,448792,289875,False,False,163.6,8,74,1,238,10,0,515,3079,0,0,3,"{""cut_target"": 191, ""harmful_exit"": 186, ""neutral_exit"": 1734, ""no_active_exit"": 331, ""no_exit_replay"": 515, ""saved_stop"": 111, ""timeout_improved"": 526}","{""candidate_after_baseline_exit"": 238, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2748, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-3000,120000,3079,515,2748,331,483,244,2352,-1241235,-403.1292627476453,-202.0,-987286,-320.65151023059434,-202.0,253949,82.47775251705099,0.0,92.4122998544396,0.0,872,383,1493,0.6948207171314741,1255,0.6687816392491832,145,286071,260,310101,727,313211,0,0,599282,345333,False,False,217.7,8,74,1,247,1,0,515,3079,0,0,3,"{""cut_target"": 260, ""harmful_exit"": 123, ""neutral_exit"": 1493, ""no_active_exit"": 331, ""no_exit_replay"": 515, ""saved_stop"": 145, ""timeout_improved"": 727}","{""candidate_after_baseline_exit"": 247, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2748, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-5000,30000,3079,515,2783,296,321,65,2693,-1235449,-401.2500811951932,-202.0,-1075083,-349.16628775576487,-202.0,160366,52.08379343942838,0.0,57.623427955443766,0.0,481,301,2001,0.6150895140664961,782,0.5805026305351699,31,87626,98,121161,450,272665,0,0,360291,199925,False,False,76.0,8,74,1,128,85,0,515,3079,0,0,3,"{""cut_target"": 98, ""harmful_exit"": 203, ""neutral_exit"": 2001, ""no_active_exit"": 296, ""no_exit_replay"": 515, ""saved_stop"": 31, ""timeout_improved"": 450}","{""candidate_after_baseline_exit"": 128, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2783, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-5000,60000,3079,515,2804,275,427,96,2556,-1347075,-437.50405975966225,-202.0,-1079341,-350.5492042871062,-202.0,267734,86.95485547255602,0.0,95.48288159771755,0.0,669,394,1741,0.6293508936970837,1063,0.5998995408825388,60,176791,197,248857,609,407449,0,0,584240,316506,False,False,120.9,8,74,1,182,10,0,515,3079,0,0,3,"{""cut_target"": 197, ""harmful_exit"": 197, ""neutral_exit"": 1741, ""no_active_exit"": 275, ""no_exit_replay"": 515, ""saved_stop"": 60, ""timeout_improved"": 609}","{""candidate_after_baseline_exit"": 182, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2804, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-5000,120000,3079,515,2804,275,497,116,2466,-1488185,-483.3338746346216,-202.0,-1078718,-350.34686586554074,-202.0,409467,132.98700876908086,0.0,146.0296005706134,0.0,908,396,1500,0.696319018404908,1304,0.6708136770050653,80,251231,267,334101,828,531100,0,0,782331,372864,False,False,162.8,8,74,1,191,1,0,515,3079,0,0,3,"{""cut_target"": 267, ""harmful_exit"": 129, ""neutral_exit"": 1500, ""no_active_exit"": 275, ""no_exit_replay"": 515, ""saved_stop"": 80, ""timeout_improved"": 828}","{""candidate_after_baseline_exit"": 191, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2804, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-6000,30000,3079,515,2794,285,321,34,2724,-1266831,-411.44235141279637,-202.0,-1095617,-355.83533614810005,-202.0,171214,55.60701526469633,0.0,61.27916964924839,0.0,488,305,2001,0.6153846153846154,793,0.581044628562001,13,39017,98,121161,475,336482,0,0,375499,204285,False,False,60.5,8,74,1,117,85,0,515,3079,0,0,3,"{""cut_target"": 98, ""harmful_exit"": 207, ""neutral_exit"": 2001, ""no_active_exit"": 285, ""no_exit_replay"": 515, ""saved_stop"": 13, ""timeout_improved"": 475}","{""candidate_after_baseline_exit"": 117, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2794, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-6000,60000,3079,515,2817,262,428,53,2598,-1394575,-452.9311464761286,-202.0,-1099410,-357.0672296200065,-202.0,295165,95.86391685612212,0.0,104.77990770323039,0.0,677,399,1741,0.629182156133829,1076,0.5999093762504825,31,113744,197,248857,646,505265,0,0,619009,323844,False,False,95.60000000000001,8,74,1,169,10,0,515,3079,0,0,3,"{""cut_target"": 197, ""harmful_exit"": 202, ""neutral_exit"": 1741, ""no_active_exit"": 262, ""no_exit_replay"": 515, ""saved_stop"": 31, ""timeout_improved"": 646}","{""candidate_after_baseline_exit"": 169, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2817, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-6000,120000,3079,515,2817,262,500,68,2511,-1533537,-498.06333225073075,-202.0,-1098787,-356.86489119844106,-202.0,434750,141.1984410522897,0.0,154.3308484203053,0.0,913,404,1500,0.6932422171602126,1317,0.6678045828595424,46,179443,269,341430,867,641894,0,0,821337,386587,False,False,132.7,8,74,1,178,1,0,515,3079,0,0,3,"{""cut_target"": 269, ""harmful_exit"": 135, ""neutral_exit"": 1500, ""no_active_exit"": 262, ""no_exit_replay"": 515, ""saved_stop"": 46, ""timeout_improved"": 867}","{""candidate_after_baseline_exit"": 178, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2817, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-200,30000,3079,515,2352,727,172,808,2099,-359506,-116.76063657031504,-202.0,-395037,-128.30042221500486,-202.0,-35531,-11.539785644689834,0.0,-15.10671768707483,0.0,321,181,1850,0.6394422310756972,502,0.5965262892687515,214,43923,55,56863,107,11637,0,0,55560,91091,False,True,224.7,8,74,1,559,85,0,515,3079,0,0,3,"{""cut_target"": 55, ""harmful_exit"": 126, ""neutral_exit"": 1850, ""no_active_exit"": 727, ""no_exit_replay"": 515, ""saved_stop"": 214, ""timeout_improved"": 107}","{""candidate_after_baseline_exit"": 559, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2352, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-200,60000,3079,515,2358,721,209,928,1942,-318001,-103.2806105878532,-202.0,-395078,-128.31373822669698,-202.0,-77077,-25.03312763884378,0.0,-32.687446988973704,0.0,499,237,1622,0.6779891304347826,736,0.6433836551915412,333,64443,91,100304,166,8963,0,0,73406,150483,False,True,349.6,8,74,1,628,10,0,515,3079,0,0,3,"{""cut_target"": 91, ""harmful_exit"": 146, ""neutral_exit"": 1622, ""no_active_exit"": 721, ""no_exit_replay"": 515, ""saved_stop"": 333, ""timeout_improved"": 166}","{""candidate_after_baseline_exit"": 628, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2358, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-200,120000,3079,515,2358,721,242,1119,1718,-302516,-98.25138031828516,-203.0,-395078,-128.31373822669698,-202.0,-92562,-30.062357908411823,0.0,-39.25445292620865,0.0,720,233,1405,0.7555089192025184,953,0.7272318149655598,524,87661,124,148443,196,8432,0,0,96093,188655,False,True,543.6,8,74,1,637,1,0,515,3079,0,0,3,"{""cut_target"": 124, ""harmful_exit"": 109, ""neutral_exit"": 1405, ""no_active_exit"": 721, ""no_exit_replay"": 515, ""saved_stop"": 524, ""timeout_improved"": 196}","{""candidate_after_baseline_exit"": 637, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2358, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-300,30000,3079,515,2408,671,179,717,2183,-420219,-136.4790516401429,-202.0,-447832,-145.44722312439103,-202.0,-27613,-8.968171484248133,0.0,-11.4671926910299,0.0,343,192,1873,0.6411214953271028,535,0.5996023287815484,180,54953,61,66689,163,20330,0,0,75283,102896,False,True,196.3,8,74,1,503,85,0,515,3079,0,0,2,"{""cut_target"": 61, ""harmful_exit"": 131, ""neutral_exit"": 1873, ""no_active_exit"": 671, ""no_exit_replay"": 515, ""saved_stop"": 180, ""timeout_improved"": 163}","{""candidate_after_baseline_exit"": 503, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2408, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-300,60000,3079,515,2414,665,220,825,2034,-378965,-123.0805456316986,-202.0,-447973,-145.49301721338097,-202.0,-69008,-22.412471581682365,0.0,-28.586578293289147,0.0,516,257,1641,0.6675291073738681,773,0.6335624313523995,287,84441,101,116095,229,18681,0,0,103122,172130,False,True,309.9,8,74,1,572,10,0,515,3079,0,0,3,"{""cut_target"": 101, ""harmful_exit"": 156, ""neutral_exit"": 1641, ""no_active_exit"": 665, ""no_exit_replay"": 515, ""saved_stop"": 287, ""timeout_improved"": 229}","{""candidate_after_baseline_exit"": 572, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2414, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-300,120000,3079,515,2414,665,258,968,1853,-377585,-122.63234816498863,-202.0,-447973,-145.49301721338097,-202.0,-70388,-22.860669048392335,0.0,-29.15824357912179,0.0,742,252,1420,0.7464788732394366,994,0.7185214314764322,430,118331,139,171895,312,24394,0,0,142725,213113,False,True,461.2,8,74,1,581,1,0,515,3079,0,0,3,"{""cut_target"": 139, ""harmful_exit"": 113, ""neutral_exit"": 1420, ""no_active_exit"": 665, ""no_exit_replay"": 515, ""saved_stop"": 430, ""timeout_improved"": 312}","{""candidate_after_baseline_exit"": 581, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2414, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-500,30000,3079,515,2481,598,190,617,2272,-521945,-169.5177005521273,-202.0,-526215,-170.9045144527444,-202.0,-4270,-1.3868139006170834,0.0,-1.721080209592906,0.0,375,206,1900,0.6454388984509466,581,0.6057012689462685,164,72743,63,70037,211,35197,0,0,107940,112210,False,True,185.1,8,74,1,430,85,0,515,3079,0,0,3,"{""cut_target"": 63, ""harmful_exit"": 143, ""neutral_exit"": 1900, ""no_active_exit"": 598, ""no_exit_replay"": 515, ""saved_stop"": 164, ""timeout_improved"": 211}","{""candidate_after_baseline_exit"": 430, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2481, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-500,60000,3079,515,2487,592,240,709,2130,-483475,-157.02338421565443,-202.0,-524508,-170.35011367327056,-202.0,-41033,-13.326729457616109,0.0,-16.49899477281866,0.0,553,275,1659,0.6678743961352657,828,0.6350841310178131,256,117249,110,131414,297,35310,0,0,152559,193592,False,True,285.7,8,74,1,499,10,0,515,3079,0,0,3,"{""cut_target"": 110, ""harmful_exit"": 165, ""neutral_exit"": 1659, ""no_active_exit"": 592, ""no_exit_replay"": 515, ""saved_stop"": 256, ""timeout_improved"": 297}","{""candidate_after_baseline_exit"": 499, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2487, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-500,120000,3079,515,2487,592,282,835,1962,-503346,-163.47710295550505,-202.0,-523885,-170.1477752517051,-202.0,-20539,-6.670672296200065,0.0,-8.258544431041415,0.0,782,273,1432,0.7412322274881517,1055,0.713963130155585,382,171390,152,193377,400,48007,0,0,219397,239936,False,True,422.0,8,74,1,508,1,0,515,3079,0,0,3,"{""cut_target"": 152, ""harmful_exit"": 121, ""neutral_exit"": 1432, ""no_active_exit"": 592, ""no_exit_replay"": 515, ""saved_stop"": 382, ""timeout_improved"": 400}","{""candidate_after_baseline_exit"": 508, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2487, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-700,30000,3079,515,2541,538,201,515,2363,-603913,-196.13933095160766,-202.0,-603248,-195.92335173757712,-202.0,665,0.2159792140305294,0.0,0.26170798898071623,0.0,380,222,1939,0.6312292358803987,602,0.5919696421362376,127,78760,70,83355,253,54307,0,0,133067,132402,False,True,152.3,8,74,1,370,85,0,515,3079,0,0,3,"{""cut_target"": 70, ""harmful_exit"": 152, ""neutral_exit"": 1939, ""no_active_exit"": 538, ""no_exit_replay"": 515, ""saved_stop"": 127, ""timeout_improved"": 253}","{""candidate_after_baseline_exit"": 370, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2541, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-700,60000,3079,515,2548,531,255,594,2230,-577027,-187.4072750893147,-202.0,-601462,-195.343293277038,-202.0,-24435,-7.9360181877232865,0.0,-9.589874411302983,0.0,558,294,1696,0.6549295774647887,852,0.6223770839414745,206,133026,121,151445,352,61132,0,0,194158,218593,False,True,241.2,8,74,1,438,10,0,515,3079,0,0,3,"{""cut_target"": 121, ""harmful_exit"": 173, ""neutral_exit"": 1696, ""no_active_exit"": 531, ""no_exit_replay"": 515, ""saved_stop"": 206, ""timeout_improved"": 352}","{""candidate_after_baseline_exit"": 438, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2548, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-700,120000,3079,515,2548,531,304,652,2123,-603459,-195.99188048067555,-202.0,-600839,-195.14095485547256,-202.0,2620,0.850925625202988,0.0,1.0282574568288854,0.0,792,294,1462,0.7292817679558011,1086,0.7020813393857823,264,169532,170,223411,528,104326,0,0,273858,271238,False,True,316.8,8,74,1,447,1,0,515,3079,0,0,3,"{""cut_target"": 170, ""harmful_exit"": 124, ""neutral_exit"": 1462, ""no_active_exit"": 531, ""no_exit_replay"": 515, ""saved_stop"": 264, ""timeout_improved"": 528}","{""candidate_after_baseline_exit"": 447, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2548, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-1000,30000,3079,515,2589,490,211,440,2428,-703559,-228.50243585579733,-202.0,-690816,-224.36375446573564,-202.0,12743,4.138681390061708,0.0,4.921977597528003,0.0,394,240,1955,0.6214511041009464,634,0.583071977264649,108,90398,75,93528,286,71093,0,0,161491,148748,False,True,136.6,8,74,1,322,85,0,515,3079,0,0,3,"{""cut_target"": 75, ""harmful_exit"": 165, ""neutral_exit"": 1955, ""no_active_exit"": 490, ""no_exit_replay"": 515, ""saved_stop"": 108, ""timeout_improved"": 286}","{""candidate_after_baseline_exit"": 322, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2589, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-1000,60000,3079,515,2597,482,275,508,2296,-684149,-222.1984410522897,-202.0,-686614,-222.99902565768107,-202.0,-2465,-0.8005846053913608,0.0,-0.9491721216788602,0.0,573,316,1708,0.6445444319460067,889,0.6125199582129083,176,154972,134,173459,397,86941,0,0,241913,244378,False,True,215.7,8,74,1,389,10,0,515,3079,0,0,3,"{""cut_target"": 134, ""harmful_exit"": 182, ""neutral_exit"": 1708, ""no_active_exit"": 482, ""no_exit_replay"": 515, ""saved_stop"": 176, ""timeout_improved"": 397}","{""candidate_after_baseline_exit"": 389, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2597, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-1000,120000,3079,515,2597,482,330,556,2193,-713611,-231.7671321857746,-202.0,-685991,-222.79668723611562,-202.0,27620,8.97044494965898,0.0,10.635348479014247,0.0,807,318,1472,0.7173333333333334,1125,0.6903151902980772,224,200293,189,253907,583,132655,0,0,332948,305328,False,True,282.3,8,74,1,398,1,0,515,3079,0,0,3,"{""cut_target"": 189, ""harmful_exit"": 129, ""neutral_exit"": 1472, ""no_active_exit"": 482, ""no_exit_replay"": 515, ""saved_stop"": 224, ""timeout_improved"": 583}","{""candidate_after_baseline_exit"": 398, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2597, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-1500,30000,3079,515,2659,420,228,336,2515,-815725,-264.9317960376746,-202.0,-797407,-258.98246183825916,-202.0,18318,5.949334199415395,0.0,6.889056036103798,0.0,423,268,1968,0.6121562952243126,691,0.5753012269029733,91,100516,84,115434,332,105413,0,0,205929,187611,False,True,124.2,8,74,1,252,85,0,515,3079,0,0,4,"{""cut_target"": 84, ""harmful_exit"": 184, ""neutral_exit"": 1968, ""no_active_exit"": 420, ""no_exit_replay"": 515, ""saved_stop"": 91, ""timeout_improved"": 332}","{""candidate_after_baseline_exit"": 252, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2659, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-1500,60000,3079,515,2674,405,307,401,2371,-801770,-260.3994803507632,-202.0,-793146,-257.5985709645989,-202.0,8624,2.800909386164339,0.0,3.225130890052356,0.0,602,352,1720,0.6310272536687631,954,0.5999394182873975,155,186321,157,223644,447,127789,0,0,314110,305486,False,True,199.7,8,74,1,312,10,0,515,3079,0,0,3,"{""cut_target"": 157, ""harmful_exit"": 195, ""neutral_exit"": 1720, ""no_active_exit"": 405, ""no_exit_replay"": 515, ""saved_stop"": 155, ""timeout_improved"": 447}","{""candidate_after_baseline_exit"": 312, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2674, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-1500,120000,3079,515,2674,405,369,448,2262,-845369,-274.5595972718415,-202.0,-792523,-257.3962325430335,-202.0,52846,17.163364728808055,0.0,19.76290201944652,0.0,841,353,1480,0.7043551088777219,1194,0.6778492387988286,202,245633,219,317306,639,181378,0,0,427011,374165,False,True,265.9,8,74,1,321,1,0,515,3079,0,0,4,"{""cut_target"": 219, ""harmful_exit"": 134, ""neutral_exit"": 1480, ""no_active_exit"": 405, ""no_exit_replay"": 515, ""saved_stop"": 202, ""timeout_improved"": 639}","{""candidate_after_baseline_exit"": 321, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2674, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-2000,30000,3079,515,2703,376,236,276,2567,-918082,-298.1753816174083,-202.0,-882089,-286.48554725560246,-202.0,35993,11.689834361805781,0.0,13.315945246022938,0.0,439,283,1981,0.6080332409972299,722,0.5719415816601444,83,119763,88,127756,356,123432,0,0,243195,207202,False,True,118.6,8,74,1,208,85,0,515,3079,0,0,4,"{""cut_target"": 88, ""harmful_exit"": 195, ""neutral_exit"": 1981, ""no_active_exit"": 376, ""no_exit_replay"": 515, ""saved_stop"": 83, ""timeout_improved"": 356}","{""candidate_after_baseline_exit"": 208, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2703, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-2000,60000,3079,515,2719,360,322,343,2414,-922055,-299.4657356284508,-202.0,-876713,-284.73952582007144,-202.0,45342,14.726209808379345,0.0,16.675983817579993,0.0,622,368,1729,0.6282828282828283,990,0.5977378046465206,148,220465,166,248064,474,160471,0,0,380936,335594,False,True,195.4,8,74,1,267,10,0,515,3079,0,0,3,"{""cut_target"": 166, ""harmful_exit"": 202, ""neutral_exit"": 1729, ""no_active_exit"": 360, ""no_exit_replay"": 515, ""saved_stop"": 148, ""timeout_improved"": 474}","{""candidate_after_baseline_exit"": 267, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2719, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-2000,120000,3079,515,2719,360,388,379,2312,-973559,-316.19324455992205,-202.0,-876090,-284.53718739850603,-202.0,97469,31.656057161416044,0.0,35.847370356748804,0.0,860,372,1487,0.698051948051948,1232,0.6718326552591185,184,287647,232,350800,676,224405,0,0,512052,414583,False,True,251.60000000000002,8,74,1,276,1,0,515,3079,0,0,4,"{""cut_target"": 232, ""harmful_exit"": 140, ""neutral_exit"": 1487, ""no_active_exit"": 360, ""no_exit_replay"": 515, ""saved_stop"": 184, ""timeout_improved"": 676}","{""candidate_after_baseline_exit"": 276, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2719, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-3000,30000,3079,515,2773,306,243,179,2657,-1065355,-346.00682039623257,-202.0,-965659,-313.62747645339397,-202.0,99696,32.37934394283858,0.0,35.95239812477461,0.0,478,301,1994,0.613607188703466,779,0.5789360028696235,74,127319,88,127756,404,188778,0,0,316097,216401,False,True,114.4,8,74,1,138,85,0,515,3079,0,0,3,"{""cut_target"": 88, ""harmful_exit"": 213, ""neutral_exit"": 1994, ""no_active_exit"": 306, ""no_exit_replay"": 515, ""saved_stop"": 74, ""timeout_improved"": 404}","{""candidate_after_baseline_exit"": 138, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2773, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-3000,60000,3079,515,2798,281,336,230,2513,-1105120,-358.9217278337122,-202.0,-962528,-312.6105878531991,-202.0,142592,46.311139980513154,0.0,50.96211579699786,0.0,667,393,1738,0.629245283018868,1060,0.5997504545391636,122,240654,172,262067,545,262550,0,0,503204,360612,False,True,176.5,8,74,1,188,10,0,515,3079,0,0,3,"{""cut_target"": 172, ""harmful_exit"": 221, ""neutral_exit"": 1738, ""no_active_exit"": 281, ""no_exit_replay"": 515, ""saved_stop"": 122, ""timeout_improved"": 545}","{""candidate_after_baseline_exit"": 188, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2798, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-3000,120000,3079,515,2798,281,411,272,2396,-1186815,-385.4546930821695,-202.0,-961905,-312.40824943163364,-202.0,224910,73.04644365053589,0.0,80.38241601143675,0.0,907,396,1495,0.6960859554873369,1303,0.6705659433480509,164,340762,247,382709,743,335674,0,0,676436,451526,False,False,238.3,8,74,1,197,1,0,515,3079,0,0,4,"{""cut_target"": 247, ""harmful_exit"": 149, ""neutral_exit"": 1495, ""no_active_exit"": 281, ""no_exit_replay"": 515, ""saved_stop"": 164, ""timeout_improved"": 743}","{""candidate_after_baseline_exit"": 197, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2798, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1500,-5000,30000,3079,515,2828,251,252,75,2752,-1212331,-393.7417992854823,-202.0,-1057929,-343.59499837609616,-202.0,154402,50.146800909386165,0.0,54.597595473833096,0.0,505,317,2006,0.6143552311435523,822,0.5806217010409087,36,106009,90,138405,469,290763,0,0,396772,242370,False,False,82.9,8,74,1,83,85,0,515,3079,0,0,3,"{""cut_target"": 90, ""harmful_exit"": 227, ""neutral_exit"": 2006, ""no_active_exit"": 251, ""no_exit_replay"": 515, ""saved_stop"": 36, ""timeout_improved"": 469}","{""candidate_after_baseline_exit"": 83, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2828, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
