target_bps,stop_bps,max_hold_ms,cost100_supported_rows,cost100_unsupported_rows,cost100_action_taken_count,cost100_no_action_count,cost100_baseline_target_count,cost100_baseline_stop_count,cost100_baseline_timeout_count,cost100_baseline_sum_after_cost_bps,cost100_baseline_avg_after_cost_bps,cost100_baseline_median_after_cost_bps,cost100_tsv2_sum_after_cost_bps,cost100_tsv2_avg_after_cost_bps,cost100_tsv2_median_after_cost_bps,cost100_delta_sum_bps,cost100_delta_avg_bps,cost100_delta_median_bps,cost100_action_delta_avg_bps,cost100_action_delta_median_bps,cost100_beneficial_exit_count,cost100_harmful_exit_count,cost100_neutral_exit_count,cost100_exit_action_precision,cost100_exit_action_precision_denominator,cost100_exit_action_precision_wilson95_lower,cost100_saved_stop_count,cost100_saved_stop_damage_bps,cost100_target_cut_count,cost100_target_cut_damage_bps,cost100_timeout_improved_count,cost100_timeout_improved_bps,cost100_generic_beneficial_count,cost100_generic_beneficial_bps,cost100_gross_saved_damage_bps,cost100_harmful_damage_bps,cost100_target_cut_damage_guard_pass,cost100_target_cut_count_guard_pass,cost100_target_cut_count_guard_limit,cost100_stale_no_action_exclusions,cost100_no_candidate_exclusions,cost100_not_active_exit_eligible_exclusions,cost100_candidate_after_baseline_exclusions,cost100_candidate_after_max_hold_exclusions,cost100_ambiguous_unjoined_exclusions,cost100_lifecycle_without_exit_replay_exclusions,cost100_exact_rows,cost100_path_approx_rows,cost100_baseline_unavailable_rows,cost100_max_consecutive_harmful_actions,cost100_classification_counts,cost100_exclusion_counts
1000,-700,60000,3079,515,2508,571,320,565,2194,-646936,-210.11237414745048,-202.0,-646436,-209.94998376096135,-202.0,500,0.16239038648911985,0.0,0.19936204146730463,0.0,535,281,1692,0.6556372549019608,816,0.6223743949522129,190,110740,133,125054,345,56261,0,0,167001,166501,False,True,224.5,8,74,1,478,10,0,515,3079,0,0,3,"{""cut_target"": 133, ""harmful_exit"": 148, ""neutral_exit"": 1692, ""no_active_exit"": 571, ""no_exit_replay"": 515, ""saved_stop"": 190, ""timeout_improved"": 345}","{""candidate_after_baseline_exit"": 478, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2508, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-700,120000,3079,515,2508,571,363,615,2101,-689541,-223.94965898018836,-202.0,-645813,-209.74764533939592,-202.0,43728,14.202013640792465,0.0,17.435406698564595,0.0,766,282,1460,0.7309160305343512,1048,0.7032584549721076,240,139016,176,169015,526,102290,0,0,241306,197578,False,True,292.6,8,74,1,487,1,0,515,3079,0,0,3,"{""cut_target"": 176, ""harmful_exit"": 106, ""neutral_exit"": 1460, ""no_active_exit"": 571, ""no_exit_replay"": 515, ""saved_stop"": 240, ""timeout_improved"": 526}","{""candidate_after_baseline_exit"": 487, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2508, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-1000,30000,3079,515,2550,529,270,424,2385,-761751,-247.40207859694706,-202.0,-732062,-237.7596622279961,-202.0,29689,9.642416368950958,0.0,11.642745098039216,0.0,374,224,1952,0.6254180602006689,598,0.5859400086367635,103,82726,79,76090,271,58271,0,0,140997,111308,False,True,130.1,8,74,1,361,85,0,515,3079,0,0,3,"{""cut_target"": 79, ""harmful_exit"": 145, ""neutral_exit"": 1952, ""no_active_exit"": 529, ""no_exit_replay"": 515, ""saved_stop"": 103, ""timeout_improved"": 271}","{""candidate_after_baseline_exit"": 361, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2550, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-1000,60000,3079,515,2554,525,342,481,2256,-756250,-245.61545956479375,-202.0,-731374,-237.53621305618708,-202.0,24876,8.07924650860669,0.0,9.740015661707126,0.0,549,301,1704,0.6458823529411765,850,0.6131411119594105,160,131702,147,144122,389,80733,0,0,212435,187559,False,True,198.9,8,74,1,432,10,0,515,3079,0,0,3,"{""cut_target"": 147, ""harmful_exit"": 154, ""neutral_exit"": 1704, ""no_active_exit"": 525, ""no_exit_replay"": 515, ""saved_stop"": 160, ""timeout_improved"": 389}","{""candidate_after_baseline_exit"": 432, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2554, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-1000,120000,3079,515,2554,525,390,522,2167,-804637,-261.33062682689183,-202.0,-730751,-237.33387463462162,-202.0,73886,23.99675219227022,0.0,28.929522317932655,0.0,780,304,1470,0.7195571955719557,1084,0.6920762276536614,201,167260,195,193069,579,129719,0,0,296979,223093,False,True,258.9,8,74,1,441,1,0,515,3079,0,0,3,"{""cut_target"": 195, ""harmful_exit"": 109, ""neutral_exit"": 1470, ""no_active_exit"": 525, ""no_exit_replay"": 515, ""saved_stop"": 201, ""timeout_improved"": 579}","{""candidate_after_baseline_exit"": 441, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2554, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-1500,30000,3079,515,2620,459,292,320,2467,-869952,-282.54368301396556,-202.0,-833998,-270.8665151023059,-202.0,35954,11.67716791165963,0.0,13.722900763358778,0.0,402,253,1965,0.6137404580152672,655,0.5758930577320813,87,94023,91,98628,315,89908,0,0,183931,147977,False,True,118.5,8,74,1,291,85,0,515,3079,0,0,4,"{""cut_target"": 91, ""harmful_exit"": 162, ""neutral_exit"": 1965, ""no_active_exit"": 459, ""no_exit_replay"": 515, ""saved_stop"": 87, ""timeout_improved"": 315}","{""candidate_after_baseline_exit"": 291, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2620, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-1500,60000,3079,515,2630,449,379,375,2325,-872515,-283.3760961351088,-202.0,-833764,-270.79051640142904,-202.0,38751,12.585579733679767,0.0,14.73422053231939,0.0,576,338,1716,0.6301969365426696,914,0.5984161407948109,141,160929,173,190293,435,118714,0,0,279643,240892,False,True,184.5,8,74,1,356,10,0,515,3079,0,0,3,"{""cut_target"": 173, ""harmful_exit"": 165, ""neutral_exit"": 1716, ""no_active_exit"": 449, ""no_exit_replay"": 515, ""saved_stop"": 141, ""timeout_improved"": 435}","{""candidate_after_baseline_exit"": 356, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2630, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-1500,120000,3079,515,2630,449,434,415,2230,-934643,-303.55407599870085,-202.0,-833141,-270.5881779798636,-202.0,101502,32.96589801883729,0.0,38.59391634980989,0.0,812,340,1478,0.7048611111111112,1152,0.677876996698453,181,207375,228,249001,631,173865,0,0,381240,279738,False,True,244.1,8,74,1,365,1,0,515,3079,0,0,3,"{""cut_target"": 228, ""harmful_exit"": 112, ""neutral_exit"": 1478, ""no_active_exit"": 449, ""no_exit_replay"": 515, ""saved_stop"": 181, ""timeout_improved"": 631}","{""candidate_after_baseline_exit"": 365, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2630, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-2000,30000,3079,515,2663,416,302,261,2516,-965813,-313.6774926924326,-202.0,-914867,-297.13121143228324,-202.0,50946,16.5462812601494,0.0,19.13105520090124,0.0,417,269,1977,0.607871720116618,686,0.5708331932657001,79,112513,96,111512,338,106563,0,0,219076,168130,False,True,112.80000000000001,8,74,1,248,85,0,515,3079,0,0,4,"{""cut_target"": 96, ""harmful_exit"": 173, ""neutral_exit"": 1977, ""no_active_exit"": 416, ""no_exit_replay"": 515, ""saved_stop"": 79, ""timeout_improved"": 338}","{""candidate_after_baseline_exit"": 248, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2663, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-2000,60000,3079,515,2674,405,395,319,2365,-985348,-320.0220850925625,-202.0,-914403,-296.9805131536213,-202.0,70945,23.041571938941214,0.0,26.531413612565444,0.0,594,355,1725,0.6259220231822972,949,0.5946860795084645,135,195893,183,212775,459,144114,0,0,340007,269062,False,False,180.9,8,74,1,312,10,0,515,3079,0,0,3,"{""cut_target"": 183, ""harmful_exit"": 172, ""neutral_exit"": 1725, ""no_active_exit"": 405, ""no_exit_replay"": 515, ""saved_stop"": 135, ""timeout_improved"": 459}","{""candidate_after_baseline_exit"": 312, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2674, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
