scope,anchor,guard_name,early_horizon_ms,anchor_target_cut_count,anchor_target_cut_damage_bps,guarded_target_cut_damage_bps,target_cut_damage_reduction_bps,target_cut_damage_reduction_rate,anchor_saved_stop_damage_bps,guarded_saved_stop_damage_bps,saved_stop_damage_retained_rate,anchor_timeout_improved_count,guarded_timeout_improved_count,timeout_improved_count_retained_rate,top5_target_cut_winner_count,top5_target_cut_winners_protected,top5_target_cut_winners_protected_rate,top10_target_cut_winner_count,top10_target_cut_winners_protected,top10_target_cut_winners_protected_rate
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,10000,97,577819,543561,34258,0.05928846230393947,408721,397527,0.9726121241629375,1235,1227,0.9935222672064777,5,0,0.0,10,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,20000,97,577819,544192,33627,0.058196424831997565,408721,402893,0.9857408843685546,1235,1222,0.9894736842105263,5,0,0.0,10,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,30000,97,577819,544192,33627,0.058196424831997565,408721,408721,1.0,1235,1223,0.9902834008097166,5,0,0.0,10,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,45000,97,577819,544192,33627,0.058196424831997565,408721,402316,0.984329163414652,1235,1222,0.9894736842105263,5,0,0.0,10,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G3_LOW_VOL_CONTINUATION,10000,97,577819,537032,40787,0.07058784844388986,408721,384087,0.9397290572297484,1235,1210,0.979757085020243,5,0,0.0,10,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G3_LOW_VOL_CONTINUATION,20000,97,577819,548710,29109,0.050377367307063284,408721,396366,0.9697715556577714,1235,1209,0.9789473684210527,5,0,0.0,10,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G3_LOW_VOL_CONTINUATION,30000,97,577819,548710,29109,0.050377367307063284,408721,396366,0.9697715556577714,1235,1209,0.9789473684210527,5,0,0.0,10,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G3_LOW_VOL_CONTINUATION,45000,97,577819,548710,29109,0.050377367307063284,408721,396366,0.9697715556577714,1235,1209,0.9789473684210527,5,0,0.0,10,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G4_DELAYED_DECISION_4000,10000,97,577819,526931,50888,0.08806910122373961,408721,371698,0.9094174265574805,1235,1184,0.9587044534412955,5,0,0.0,10,1,0.1
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G4_DELAYED_DECISION_4000,20000,97,577819,526931,50888,0.08806910122373961,408721,371698,0.9094174265574805,1235,1184,0.9587044534412955,5,0,0.0,10,1,0.1
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G4_DELAYED_DECISION_4000,30000,97,577819,526931,50888,0.08806910122373961,408721,371698,0.9094174265574805,1235,1184,0.9587044534412955,5,0,0.0,10,1,0.1
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G4_DELAYED_DECISION_4000,45000,97,577819,526931,50888,0.08806910122373961,408721,371698,0.9094174265574805,1235,1184,0.9587044534412955,5,0,0.0,10,1,0.1
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G5_DELAYED_DECISION_8000,10000,97,577819,483007,94812,0.1640859854037337,408721,324207,0.7932232500899147,1235,1122,0.908502024291498,5,1,0.2,10,3,0.3
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G5_DELAYED_DECISION_8000,20000,97,577819,483007,94812,0.1640859854037337,408721,324207,0.7932232500899147,1235,1122,0.908502024291498,5,1,0.2,10,3,0.3
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G5_DELAYED_DECISION_8000,30000,97,577819,483007,94812,0.1640859854037337,408721,324207,0.7932232500899147,1235,1122,0.908502024291498,5,1,0.2,10,3,0.3
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,G5_DELAYED_DECISION_8000,45000,97,577819,483007,94812,0.1640859854037337,408721,324207,0.7932232500899147,1235,1122,0.908502024291498,5,1,0.2,10,3,0.3
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G0_NONE,10000,49,480347,480347,0,0.0,409709,409709,1.0,1193,1193,1.0,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G0_NONE,20000,49,480347,480347,0,0.0,409709,409709,1.0,1193,1193,1.0,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G0_NONE,30000,49,480347,480347,0,0.0,409709,409709,1.0,1193,1193,1.0,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G0_NONE,45000,49,480347,480347,0,0.0,409709,409709,1.0,1193,1193,1.0,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G1_STEADY_EARLY_STRENGTH,10000,49,480347,358835,121512,0.25296712584860526,409709,276190,0.6741126018710841,1193,1122,0.9404861693210393,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G1_STEADY_EARLY_STRENGTH,20000,49,480347,350584,129763,0.2701442915225868,409709,251423,0.6136623798842593,1193,1110,0.9304274937133278,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G1_STEADY_EARLY_STRENGTH,30000,49,480347,359987,120360,0.25056885959525094,409709,268432,0.6551772111425427,1193,1114,0.9337803855825649,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G1_STEADY_EARLY_STRENGTH,45000,49,480347,350584,129763,0.2701442915225868,409709,273481,0.6675005918835075,1193,1118,0.9371332774518022,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,10000,49,480347,439494,40853,0.08504893337524748,409709,398742,0.9732322209177734,1193,1181,0.9899413243922883,3,0,0.0,5,1,0.2
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,20000,49,480347,397499,82848,0.17247531472040004,409709,374970,0.9152105518795047,1193,1173,0.9832355406538139,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,30000,49,480347,407722,72625,0.15119278355022514,409709,380798,0.9294352821148669,1193,1169,0.9798826487845766,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,45000,49,480347,428104,52243,0.1087609582239506,409709,374383,0.9137778276776932,1193,1167,0.9782062028499581,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G3_LOW_VOL_CONTINUATION,10000,49,480347,452527,27820,0.057916464555831514,409709,390072,0.9520708600494497,1193,1168,0.9790444258172674,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G3_LOW_VOL_CONTINUATION,20000,49,480347,470583,9764,0.020326971959854022,409709,409709,1.0,1193,1174,0.9840737636211232,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G3_LOW_VOL_CONTINUATION,30000,49,480347,470583,9764,0.020326971959854022,409709,409709,1.0,1193,1174,0.9840737636211232,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G3_LOW_VOL_CONTINUATION,45000,49,480347,470583,9764,0.020326971959854022,409709,409709,1.0,1193,1174,0.9840737636211232,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G4_DELAYED_DECISION_4000,10000,49,480347,448547,31800,0.06620214136863559,409709,371731,0.907304940823853,1193,1131,0.9480301760268232,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G4_DELAYED_DECISION_4000,20000,49,480347,448547,31800,0.06620214136863559,409709,371731,0.907304940823853,1193,1131,0.9480301760268232,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G4_DELAYED_DECISION_4000,30000,49,480347,448547,31800,0.06620214136863559,409709,371731,0.907304940823853,1193,1131,0.9480301760268232,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G4_DELAYED_DECISION_4000,45000,49,480347,448547,31800,0.06620214136863559,409709,371731,0.907304940823853,1193,1131,0.9480301760268232,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G5_DELAYED_DECISION_8000,10000,49,480347,415142,65205,0.13574561723087686,409709,335802,0.8196109921920192,1193,1062,0.8901927912824812,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G5_DELAYED_DECISION_8000,20000,49,480347,415142,65205,0.13574561723087686,409709,335802,0.8196109921920192,1193,1062,0.8901927912824812,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G5_DELAYED_DECISION_8000,30000,49,480347,415142,65205,0.13574561723087686,409709,335802,0.8196109921920192,1193,1062,0.8901927912824812,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,G5_DELAYED_DECISION_8000,45000,49,480347,415142,65205,0.13574561723087686,409709,335802,0.8196109921920192,1193,1062,0.8901927912824812,3,0,0.0,5,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G0_NONE,10000,14,141562,141562,0,0.0,249481,249481,1.0,984,984,1.0,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G0_NONE,20000,14,141562,141562,0,0.0,249481,249481,1.0,984,984,1.0,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G0_NONE,30000,14,141562,141562,0,0.0,249481,249481,1.0,984,984,1.0,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G0_NONE,45000,14,141562,141562,0,0.0,249481,249481,1.0,984,984,1.0,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G1_STEADY_EARLY_STRENGTH,10000,14,141562,86732,54830,0.38732145632302456,249481,185685,0.744285135942216,984,917,0.931910569105691,1,1,1.0,2,1,0.5
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G1_STEADY_EARLY_STRENGTH,20000,14,141562,99431,42131,0.29761517921476105,249481,176849,0.7088676091566091,984,912,0.926829268292683,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G1_STEADY_EARLY_STRENGTH,30000,14,141562,99431,42131,0.29761517921476105,249481,190379,0.7631001960069104,984,914,0.9288617886178862,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G1_STEADY_EARLY_STRENGTH,45000,14,141562,99431,42131,0.29761517921476105,249481,184464,0.7393909756654815,984,918,0.9329268292682927,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,10000,14,141562,130954,10608,0.0749353640101157,249481,249481,1.0,984,973,0.9888211382113821,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,20000,14,141562,141562,0,0.0,249481,243410,0.9756654815396764,984,971,0.9867886178861789,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,30000,14,141562,141562,0,0.0,249481,243410,0.9756654815396764,984,971,0.9867886178861789,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,45000,14,141562,141562,0,0.0,249481,243410,0.9756654815396764,984,972,0.9878048780487805,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G3_LOW_VOL_CONTINUATION,10000,14,141562,131784,9778,0.06907220864356253,249481,231211,0.926767970306356,984,959,0.9745934959349594,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G3_LOW_VOL_CONTINUATION,20000,14,141562,131784,9778,0.06907220864356253,249481,237126,0.9504771906477848,984,960,0.975609756097561,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G3_LOW_VOL_CONTINUATION,30000,14,141562,131784,9778,0.06907220864356253,249481,237126,0.9504771906477848,984,960,0.975609756097561,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G3_LOW_VOL_CONTINUATION,45000,14,141562,131784,9778,0.06907220864356253,249481,237126,0.9504771906477848,984,960,0.975609756097561,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G4_DELAYED_DECISION_4000,10000,14,141562,114266,27296,0.19282010709088598,249481,221502,0.887851179047703,984,906,0.9207317073170732,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G4_DELAYED_DECISION_4000,20000,14,141562,114266,27296,0.19282010709088598,249481,221502,0.887851179047703,984,906,0.9207317073170732,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G4_DELAYED_DECISION_4000,30000,14,141562,114266,27296,0.19282010709088598,249481,221502,0.887851179047703,984,906,0.9207317073170732,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G4_DELAYED_DECISION_4000,45000,14,141562,114266,27296,0.19282010709088598,249481,221502,0.887851179047703,984,906,0.9207317073170732,1,0,0.0,2,0,0.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G5_DELAYED_DECISION_8000,10000,14,141562,91236,50326,0.3555050084062107,249481,181588,0.7278630436786769,984,834,0.8475609756097561,1,1,1.0,2,2,1.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G5_DELAYED_DECISION_8000,20000,14,141562,91236,50326,0.3555050084062107,249481,181588,0.7278630436786769,984,834,0.8475609756097561,1,1,1.0,2,2,1.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G5_DELAYED_DECISION_8000,30000,14,141562,91236,50326,0.3555050084062107,249481,181588,0.7278630436786769,984,834,0.8475609756097561,1,1,1.0,2,2,1.0
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,M7_CLASS_RESTRICTED / 10000 / -6000 / 60000,G5_DELAYED_DECISION_8000,45000,14,141562,91236,50326,0.3555050084062107,249481,181588,0.7278630436786769,984,834,0.8475609756097561,1,1,1.0,2,2,1.0
