scope,anchor,mask_name,target_bps,stop_bps,max_hold_ms,guard_name,early_horizon_ms,positions_with_exit_replay,positions_with_tsv2_windows,candidate_positions,exact_join_rate,supported_rows,action_taken_count,exit_action_precision,wilson_lower95,paired_delta_sum_bps,paired_delta_avg_bps,paired_delta_median_bps,baseline_cost100_sum_bps,tsv2_cost100_sum_bps,baseline_cost200_sum_bps,tsv2_cost200_sum_bps,anchor_tsv2_cost100_sum_bps,anchor_tsv2_cost200_sum_bps,cost100_improvement_vs_unguarded_anchor_bps,cost200_improvement_vs_unguarded_anchor_bps,target_cut_damage_ratio,target_cut_count,target_cut_damage_bps,saved_stop_count,saved_stop_damage_bps,timeout_improved_count,target_cut_count_guard_limit,target_cut_count_guard_pass,max_consecutive_harmful_actions,aggregate_pass,segment_target_cut_guard_pass,scope_pass,anchor_target_cut_count,anchor_target_cut_damage_bps,guarded_target_cut_damage_bps,target_cut_damage_reduction_bps,target_cut_damage_reduction_rate,anchor_saved_stop_damage_bps,guarded_saved_stop_damage_bps,saved_stop_damage_retained_rate,anchor_timeout_improved_count,guarded_timeout_improved_count,timeout_improved_count_retained_rate,top5_target_cut_winner_count,top5_target_cut_winners_protected,top5_target_cut_winners_protected_rate,top10_target_cut_winner_count,top10_target_cut_winners_protected,top10_target_cut_winners_protected_rate,guarded_cost0_baseline_sum_after_cost_bps,guarded_cost0_baseline_avg_after_cost_bps,guarded_cost0_baseline_median_after_cost_bps,guarded_cost0_tsv2_sum_after_cost_bps,guarded_cost0_tsv2_avg_after_cost_bps,guarded_cost0_tsv2_median_after_cost_bps,guarded_cost0_delta_sum_bps,guarded_cost0_delta_avg_bps,guarded_cost0_delta_median_bps,anchor_cost0_baseline_sum_after_cost_bps,anchor_cost0_baseline_avg_after_cost_bps,anchor_cost0_baseline_median_after_cost_bps,anchor_cost0_tsv2_sum_after_cost_bps,anchor_cost0_tsv2_avg_after_cost_bps,anchor_cost0_tsv2_median_after_cost_bps,anchor_cost0_delta_sum_bps,anchor_cost0_delta_avg_bps,anchor_cost0_delta_median_bps,guarded_cost50_baseline_sum_after_cost_bps,guarded_cost50_baseline_avg_after_cost_bps,guarded_cost50_baseline_median_after_cost_bps,guarded_cost50_tsv2_sum_after_cost_bps,guarded_cost50_tsv2_avg_after_cost_bps,guarded_cost50_tsv2_median_after_cost_bps,guarded_cost50_delta_sum_bps,guarded_cost50_delta_avg_bps,guarded_cost50_delta_median_bps,anchor_cost50_baseline_sum_after_cost_bps,anchor_cost50_baseline_avg_after_cost_bps,anchor_cost50_baseline_median_after_cost_bps,anchor_cost50_tsv2_sum_after_cost_bps,anchor_cost50_tsv2_avg_after_cost_bps,anchor_cost50_tsv2_median_after_cost_bps,anchor_cost50_delta_sum_bps,anchor_cost50_delta_avg_bps,anchor_cost50_delta_median_bps,guarded_cost100_baseline_sum_after_cost_bps,guarded_cost100_baseline_avg_after_cost_bps,guarded_cost100_baseline_median_after_cost_bps,guarded_cost100_tsv2_sum_after_cost_bps,guarded_cost100_tsv2_avg_after_cost_bps,guarded_cost100_tsv2_median_after_cost_bps,guarded_cost100_delta_sum_bps,guarded_cost100_delta_avg_bps,guarded_cost100_delta_median_bps,anchor_cost100_baseline_sum_after_cost_bps,anchor_cost100_baseline_avg_after_cost_bps,anchor_cost100_baseline_median_after_cost_bps,anchor_cost100_tsv2_sum_after_cost_bps,anchor_cost100_tsv2_avg_after_cost_bps,anchor_cost100_tsv2_median_after_cost_bps,anchor_cost100_delta_sum_bps,anchor_cost100_delta_avg_bps,anchor_cost100_delta_median_bps,guarded_cost150_baseline_sum_after_cost_bps,guarded_cost150_baseline_avg_after_cost_bps,guarded_cost150_baseline_median_after_cost_bps,guarded_cost150_tsv2_sum_after_cost_bps,guarded_cost150_tsv2_avg_after_cost_bps,guarded_cost150_tsv2_median_after_cost_bps,guarded_cost150_delta_sum_bps,guarded_cost150_delta_avg_bps,guarded_cost150_delta_median_bps,anchor_cost150_baseline_sum_after_cost_bps,anchor_cost150_baseline_avg_after_cost_bps,anchor_cost150_baseline_median_after_cost_bps,anchor_cost150_tsv2_sum_after_cost_bps,anchor_cost150_tsv2_avg_after_cost_bps,anchor_cost150_tsv2_median_after_cost_bps,anchor_cost150_delta_sum_bps,anchor_cost150_delta_avg_bps,anchor_cost150_delta_median_bps,guarded_cost200_baseline_sum_after_cost_bps,guarded_cost200_baseline_avg_after_cost_bps,guarded_cost200_baseline_median_after_cost_bps,guarded_cost200_tsv2_sum_after_cost_bps,guarded_cost200_tsv2_avg_after_cost_bps,guarded_cost200_tsv2_median_after_cost_bps,guarded_cost200_delta_sum_bps,guarded_cost200_delta_avg_bps,guarded_cost200_delta_median_bps,anchor_cost200_baseline_sum_after_cost_bps,anchor_cost200_baseline_avg_after_cost_bps,anchor_cost200_baseline_median_after_cost_bps,anchor_cost200_tsv2_sum_after_cost_bps,anchor_cost200_tsv2_avg_after_cost_bps,anchor_cost200_tsv2_median_after_cost_bps,anchor_cost200_delta_sum_bps,anchor_cost200_delta_avg_bps,anchor_cost200_delta_median_bps
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,30000,4748,5604,5485,1.0,4748,4533,0.742728184553661,0.7230877034049282,428432,90.23420387531593,0.0,-2031481,-1603049,-2506281,-2077849,-1588666,-2063466,-14383,-14383,0.1977564016965983,35,325810,85,349360,1396,224.6,True,3,False,False,False,44,403143,325810,77333,0.19182523322989609,435613,349360,0.8019962673290283,1422,1396,0.9817158931082982,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1128249,-237.62615838247683,-102.0,428432,90.23420387531593,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1365649,-287.62615838247683,-152.0,428432,90.23420387531593,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1603049,-337.62615838247683,-202.0,428432,90.23420387531593,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1840449,-387.62615838247683,-252.0,428432,90.23420387531593,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2077849,-437.62615838247683,-302.0,428432,90.23420387531593,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,45000,4748,5604,5485,1.0,4748,4535,0.7436154231347021,0.7240099171811022,442203,93.13458298230834,0.0,-2031481,-1589278,-2506281,-2064078,-1588666,-2063466,-612,-612,0.19221826533274494,34,317539,86,351683,1399,225.9,True,3,False,False,False,44,403143,317539,85604,0.21234152645587298,435613,351683,0.807328982376559,1422,1399,0.9838255977496484,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1114478,-234.72577927548443,-102.0,442203,93.13458298230834,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1351878,-284.7257792754844,-152.0,442203,93.13458298230834,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1589278,-334.7257792754844,-202.0,442203,93.13458298230834,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1826678,-384.7257792754844,-252.0,442203,93.13458298230834,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2064078,-434.7257792754844,-302.0,442203,93.13458298230834,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G3_LOW_VOL_CONTINUATION,10000,4748,5604,5485,1.0,4748,4555,0.7379891035165924,0.7183693389005831,414754,87.35341196293176,0.0,-2031481,-1616727,-2506281,-2091527,-1588666,-2063466,-28061,-28061,0.22654164989661588,43,393441,98,429729,1392,237.20000000000002,True,4,False,False,False,44,403143,393441,9702,0.024065902173670384,435613,429729,0.9864925977874857,1422,1392,0.9789029535864979,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1141927,-240.50695029486099,-102.0,414754,87.35341196293176,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1379327,-290.506950294861,-152.0,414754,87.35341196293176,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1616727,-340.506950294861,-202.0,414754,87.35341196293176,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1854127,-390.506950294861,-252.0,414754,87.35341196293176,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2091527,-440.506950294861,-302.0,414754,87.35341196293176,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G3_LOW_VOL_CONTINUATION,20000,4748,5604,5485,1.0,4748,4548,0.7415506958250497,0.721974083185944,424867,89.48336141533277,0.0,-2031481,-1606614,-2506281,-2081414,-1588666,-2063466,-17948,-17948,0.22823402745832147,43,393441,99,435613,1393,238.3,True,3,False,False,False,44,403143,393441,9702,0.024065902173670384,435613,435613,1.0,1422,1393,0.9796061884669479,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1131814,-238.37700084245998,-102.0,424867,89.48336141533277,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1369214,-288.37700084246,-152.0,424867,89.48336141533277,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1606614,-338.37700084246,-202.0,424867,89.48336141533277,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1844014,-388.37700084246,-252.0,424867,89.48336141533277,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2081414,-438.37700084246,-302.0,424867,89.48336141533277,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G3_LOW_VOL_CONTINUATION,30000,4748,5604,5485,1.0,4748,4549,0.7411823149528067,0.7216025322255901,424012,89.30328559393429,0.0,-2031481,-1607469,-2506281,-2082269,-1588666,-2063466,-18803,-18803,0.22823402745832147,43,393441,99,435613,1393,238.3,True,3,False,False,False,44,403143,393441,9702,0.024065902173670384,435613,435613,1.0,1422,1393,0.9796061884669479,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1132669,-238.55707666385845,-102.0,424012,89.30328559393429,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1370069,-288.5570766638585,-152.0,424012,89.30328559393429,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1607469,-338.5570766638585,-202.0,424012,89.30328559393429,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1844869,-388.5570766638585,-252.0,424012,89.30328559393429,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2082269,-438.5570766638585,-302.0,424012,89.30328559393429,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G3_LOW_VOL_CONTINUATION,45000,4748,5604,5485,1.0,4748,4549,0.7411823149528067,0.7216025322255901,424012,89.30328559393429,0.0,-2031481,-1607469,-2506281,-2082269,-1588666,-2063466,-18803,-18803,0.22823402745832147,43,393441,99,435613,1393,238.3,True,3,False,False,False,44,403143,393441,9702,0.024065902173670384,435613,435613,1.0,1422,1393,0.9796061884669479,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1132669,-238.55707666385845,-102.0,424012,89.30328559393429,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1370069,-288.5570766638585,-152.0,424012,89.30328559393429,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1607469,-338.5570766638585,-202.0,424012,89.30328559393429,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1844869,-388.5570766638585,-252.0,424012,89.30328559393429,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2082269,-438.5570766638585,-302.0,424012,89.30328559393429,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G4_DELAYED_DECISION_4000,10000,4748,5604,5485,1.0,4748,4601,0.7294058911632552,0.7095245327795011,443988,93.51053074978938,0.0,-2031481,-1587493,-2506281,-2062293,-1588666,-2063466,1173,1173,0.20296714653779532,43,348591,92,393084,1369,228.9,True,4,False,False,False,44,403143,348591,54552,0.13531674864750226,435613,393084,0.9023697639877598,1422,1369,0.9627285513361463,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1112693,-234.34983150800338,-102.0,443988,93.51053074978938,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1350093,-284.3498315080034,-152.0,443988,93.51053074978938,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1587493,-334.3498315080034,-202.0,443988,93.51053074978938,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1824893,-384.3498315080034,-252.0,443988,93.51053074978938,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2062293,-434.3498315080034,-302.0,443988,93.51053074978938,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G4_DELAYED_DECISION_4000,20000,4748,5604,5485,1.0,4748,4601,0.7294058911632552,0.7095245327795011,443988,93.51053074978938,0.0,-2031481,-1587493,-2506281,-2062293,-1588666,-2063466,1173,1173,0.20296714653779532,43,348591,92,393084,1369,228.9,True,4,False,False,False,44,403143,348591,54552,0.13531674864750226,435613,393084,0.9023697639877598,1422,1369,0.9627285513361463,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1112693,-234.34983150800338,-102.0,443988,93.51053074978938,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1350093,-284.3498315080034,-152.0,443988,93.51053074978938,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1587493,-334.3498315080034,-202.0,443988,93.51053074978938,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1824893,-384.3498315080034,-252.0,443988,93.51053074978938,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2062293,-434.3498315080034,-302.0,443988,93.51053074978938,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G4_DELAYED_DECISION_4000,30000,4748,5604,5485,1.0,4748,4601,0.7294058911632552,0.7095245327795011,443988,93.51053074978938,0.0,-2031481,-1587493,-2506281,-2062293,-1588666,-2063466,1173,1173,0.20296714653779532,43,348591,92,393084,1369,228.9,True,4,False,False,False,44,403143,348591,54552,0.13531674864750226,435613,393084,0.9023697639877598,1422,1369,0.9627285513361463,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1112693,-234.34983150800338,-102.0,443988,93.51053074978938,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1350093,-284.3498315080034,-152.0,443988,93.51053074978938,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1587493,-334.3498315080034,-202.0,443988,93.51053074978938,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1824893,-384.3498315080034,-252.0,443988,93.51053074978938,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2062293,-434.3498315080034,-302.0,443988,93.51053074978938,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G4_DELAYED_DECISION_4000,45000,4748,5604,5485,1.0,4748,4601,0.7294058911632552,0.7095245327795011,443988,93.51053074978938,0.0,-2031481,-1587493,-2506281,-2062293,-1588666,-2063466,1173,1173,0.20296714653779532,43,348591,92,393084,1369,228.9,True,4,False,False,False,44,403143,348591,54552,0.13531674864750226,435613,393084,0.9023697639877598,1422,1369,0.9627285513361463,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1112693,-234.34983150800338,-102.0,443988,93.51053074978938,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1350093,-284.3498315080034,-152.0,443988,93.51053074978938,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1587493,-334.3498315080034,-202.0,443988,93.51053074978938,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1824893,-384.3498315080034,-252.0,443988,93.51053074978938,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2062293,-434.3498315080034,-302.0,443988,93.51053074978938,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G5_DELAYED_DECISION_8000,10000,4748,5604,5485,1.0,4748,4589,0.7216174183514774,0.7011907717154985,371123,78.16406908171862,0.0,-2031481,-1660358,-2506281,-2135158,-1588666,-2063466,-71692,-71692,0.20028438721826813,41,313962,82,347503,1310,213.0,True,4,False,False,False,44,403143,313962,89181,0.22121430857040802,435613,347503,0.797733309152849,1422,1310,0.9212376933895922,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1185558,-249.69629317607414,-102.0,371123,78.16406908171862,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1422958,-299.69629317607416,-152.0,371123,78.16406908171862,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1660358,-349.69629317607416,-202.0,371123,78.16406908171862,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1897758,-399.69629317607416,-252.0,371123,78.16406908171862,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2135158,-449.69629317607416,-302.0,371123,78.16406908171862,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G5_DELAYED_DECISION_8000,20000,4748,5604,5485,1.0,4748,4589,0.7216174183514774,0.7011907717154985,371123,78.16406908171862,0.0,-2031481,-1660358,-2506281,-2135158,-1588666,-2063466,-71692,-71692,0.20028438721826813,41,313962,82,347503,1310,213.0,True,4,False,False,False,44,403143,313962,89181,0.22121430857040802,435613,347503,0.797733309152849,1422,1310,0.9212376933895922,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1185558,-249.69629317607414,-102.0,371123,78.16406908171862,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1422958,-299.69629317607416,-152.0,371123,78.16406908171862,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1660358,-349.69629317607416,-202.0,371123,78.16406908171862,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1897758,-399.69629317607416,-252.0,371123,78.16406908171862,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2135158,-449.69629317607416,-302.0,371123,78.16406908171862,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M4_CONFIRM_2_WINDOWS / 10000 / -6000 / 120000,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,G5_DELAYED_DECISION_8000,30000,4748,5604,5485,1.0,4748,4589,0.7216174183514774,0.7011907717154985,371123,78.16406908171862,0.0,-2031481,-1660358,-2506281,-2135158,-1588666,-2063466,-71692,-71692,0.20028438721826813,41,313962,82,347503,1310,213.0,True,4,False,False,False,44,403143,313962,89181,0.22121430857040802,435613,347503,0.797733309152849,1422,1310,0.9212376933895922,3,0,0.0,5,0,0.0,-1556681,-327.86036225779276,-102.0,-1185558,-249.69629317607414,-102.0,371123,78.16406908171862,0.0,-1556681,-327.86036225779276,-102.0,-1113866,-234.59688289806235,-102.0,442815,93.26347935973041,0.0,-1794081,-377.86036225779276,-152.0,-1422958,-299.69629317607416,-152.0,371123,78.16406908171862,0.0,-1794081,-377.86036225779276,-152.0,-1351266,-284.59688289806235,-152.0,442815,93.26347935973041,0.0,-2031481,-427.86036225779276,-202.0,-1660358,-349.69629317607416,-202.0,371123,78.16406908171862,0.0,-2031481,-427.86036225779276,-202.0,-1588666,-334.59688289806235,-202.0,442815,93.26347935973041,0.0,-2268881,-477.86036225779276,-252.0,-1897758,-399.69629317607416,-252.0,371123,78.16406908171862,0.0,-2268881,-477.86036225779276,-252.0,-1826066,-384.59688289806235,-252.0,442815,93.26347935973041,0.0,-2506281,-527.8603622577928,-302.0,-2135158,-449.69629317607416,-302.0,371123,78.16406908171862,0.0,-2506281,-527.8603622577928,-302.0,-2063466,-434.59688289806235,-302.0,442815,93.26347935973041,0.0
