scope,anchor,mask_name,target_bps,stop_bps,max_hold_ms,guard_name,early_horizon_ms,segment,supported_rows,unsupported_rows,action_taken_count,no_action_count,baseline_target_count,baseline_stop_count,baseline_timeout_count,baseline_sum_after_cost_bps,baseline_avg_after_cost_bps,baseline_median_after_cost_bps,tsv2_sum_after_cost_bps,tsv2_avg_after_cost_bps,tsv2_median_after_cost_bps,delta_sum_bps,delta_avg_bps,delta_median_bps,action_delta_avg_bps,action_delta_median_bps,beneficial_exit_count,harmful_exit_count,neutral_exit_count,exit_action_precision,exit_action_precision_denominator,exit_action_precision_wilson95_lower,saved_stop_count,saved_stop_damage_bps,target_cut_count,target_cut_damage_bps,timeout_improved_count,timeout_improved_bps,generic_beneficial_count,generic_beneficial_bps,gross_saved_damage_bps,harmful_damage_bps,target_cut_damage_ratio,target_cut_damage_guard_pass,target_cut_count_guard_pass,target_cut_count_guard_limit,stale_no_action_exclusions,no_candidate_exclusions,not_active_exit_eligible_exclusions,candidate_after_baseline_exclusions,candidate_after_max_hold_exclusions,ambiguous_unjoined_exclusions,lifecycle_without_exit_replay_exclusions,exact_rows,path_approx_rows,baseline_unavailable_rows,max_consecutive_harmful_actions,classification_counts,exclusion_counts,segment_target_cut_damage_guard_pass
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,10000,train,1583,0,1550,33,54,45,1484,-756172,-477.68288060644346,-202.0,-522914,-330.3310170562224,-202.0,233258,147.3518635502211,0.0,150.48903225806453,0.0,553,216,781,0.7191157347204161,769,0.686321997493627,35,166147,38,220836,518,534045,0,0,700192,466934,0.3153934920707463,False,True,86.80000000000001,7,26,0,0,0,0,0,1583,0,0,4,"{""cut_target"": 38, ""harmful_exit"": 178, ""neutral_exit"": 781, ""no_active_exit"": 33, ""saved_stop"": 35, ""timeout_improved"": 518}","{""no_candidate"": 26, ""none"": 1550, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,10000,validation,1583,0,1528,55,82,62,1439,-595310,-376.0644346178143,-202.0,-501144,-316.5786481364498,-202.0,94166,59.4857864813645,0.0,61.62696335078534,0.0,536,209,783,0.7194630872483222,745,0.686140072784427,37,157291,54,282940,499,456600,0,0,613891,519725,0.46089615257431693,False,True,86.9,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 54, ""harmful_exit"": 155, ""neutral_exit"": 783, ""no_active_exit"": 55, ""saved_stop"": 37, ""timeout_improved"": 499}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1528, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,10000,holdout,1582,0,1540,42,56,38,1488,-582382,-368.1302149178255,-202.0,-483747,-305.7819216182048,-202.0,98635,62.348293299620735,0.0,64.0487012987013,0.0,478,156,906,0.7539432176656151,634,0.7189532893322834,26,102562,37,223603,452,373468,0,0,476030,377395,0.4697245971892528,False,True,71.2,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 37, ""harmful_exit"": 119, ""neutral_exit"": 906, ""no_active_exit"": 42, ""saved_stop"": 26, ""timeout_improved"": 452}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1540, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,20000,train,1583,0,1550,33,54,45,1484,-756172,-477.68288060644346,-202.0,-522914,-330.3310170562224,-202.0,233258,147.3518635502211,0.0,150.48903225806453,0.0,553,216,781,0.7191157347204161,769,0.686321997493627,35,166147,38,220836,518,534045,0,0,700192,466934,0.3153934920707463,False,True,86.80000000000001,7,26,0,0,0,0,0,1583,0,0,4,"{""cut_target"": 38, ""harmful_exit"": 178, ""neutral_exit"": 781, ""no_active_exit"": 33, ""saved_stop"": 35, ""timeout_improved"": 518}","{""no_candidate"": 26, ""none"": 1550, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,20000,validation,1583,0,1528,55,82,62,1439,-595310,-376.0644346178143,-202.0,-501144,-316.5786481364498,-202.0,94166,59.4857864813645,0.0,61.62696335078534,0.0,536,209,783,0.7194630872483222,745,0.686140072784427,37,157291,54,282940,499,456600,0,0,613891,519725,0.46089615257431693,False,True,86.9,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 54, ""harmful_exit"": 155, ""neutral_exit"": 783, ""no_active_exit"": 55, ""saved_stop"": 37, ""timeout_improved"": 499}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1528, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,20000,holdout,1582,0,1540,42,56,38,1488,-582382,-368.1302149178255,-202.0,-483747,-305.7819216182048,-202.0,98635,62.348293299620735,0.0,64.0487012987013,0.0,478,156,906,0.7539432176656151,634,0.7189532893322834,26,102562,37,223603,452,373468,0,0,476030,377395,0.4697245971892528,False,True,71.2,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 37, ""harmful_exit"": 119, ""neutral_exit"": 906, ""no_active_exit"": 42, ""saved_stop"": 26, ""timeout_improved"": 452}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1540, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,30000,train,1583,0,1550,33,54,45,1484,-756172,-477.68288060644346,-202.0,-522914,-330.3310170562224,-202.0,233258,147.3518635502211,0.0,150.48903225806453,0.0,553,216,781,0.7191157347204161,769,0.686321997493627,35,166147,38,220836,518,534045,0,0,700192,466934,0.3153934920707463,False,True,86.80000000000001,7,26,0,0,0,0,0,1583,0,0,4,"{""cut_target"": 38, ""harmful_exit"": 178, ""neutral_exit"": 781, ""no_active_exit"": 33, ""saved_stop"": 35, ""timeout_improved"": 518}","{""no_candidate"": 26, ""none"": 1550, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,30000,validation,1583,0,1528,55,82,62,1439,-595310,-376.0644346178143,-202.0,-501144,-316.5786481364498,-202.0,94166,59.4857864813645,0.0,61.62696335078534,0.0,536,209,783,0.7194630872483222,745,0.686140072784427,37,157291,54,282940,499,456600,0,0,613891,519725,0.46089615257431693,False,True,86.9,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 54, ""harmful_exit"": 155, ""neutral_exit"": 783, ""no_active_exit"": 55, ""saved_stop"": 37, ""timeout_improved"": 499}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1528, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,30000,holdout,1582,0,1540,42,56,38,1488,-582382,-368.1302149178255,-202.0,-483747,-305.7819216182048,-202.0,98635,62.348293299620735,0.0,64.0487012987013,0.0,478,156,906,0.7539432176656151,634,0.7189532893322834,26,102562,37,223603,452,373468,0,0,476030,377395,0.4697245971892528,False,True,71.2,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 37, ""harmful_exit"": 119, ""neutral_exit"": 906, ""no_active_exit"": 42, ""saved_stop"": 26, ""timeout_improved"": 452}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1540, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,45000,train,1583,0,1550,33,54,45,1484,-756172,-477.68288060644346,-202.0,-522914,-330.3310170562224,-202.0,233258,147.3518635502211,0.0,150.48903225806453,0.0,553,216,781,0.7191157347204161,769,0.686321997493627,35,166147,38,220836,518,534045,0,0,700192,466934,0.3153934920707463,False,True,86.80000000000001,7,26,0,0,0,0,0,1583,0,0,4,"{""cut_target"": 38, ""harmful_exit"": 178, ""neutral_exit"": 781, ""no_active_exit"": 33, ""saved_stop"": 35, ""timeout_improved"": 518}","{""no_candidate"": 26, ""none"": 1550, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,45000,validation,1583,0,1528,55,82,62,1439,-595310,-376.0644346178143,-202.0,-501144,-316.5786481364498,-202.0,94166,59.4857864813645,0.0,61.62696335078534,0.0,536,209,783,0.7194630872483222,745,0.686140072784427,37,157291,54,282940,499,456600,0,0,613891,519725,0.46089615257431693,False,True,86.9,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 54, ""harmful_exit"": 155, ""neutral_exit"": 783, ""no_active_exit"": 55, ""saved_stop"": 37, ""timeout_improved"": 499}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1528, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G0_NONE,45000,holdout,1582,0,1540,42,56,38,1488,-582382,-368.1302149178255,-202.0,-483747,-305.7819216182048,-202.0,98635,62.348293299620735,0.0,64.0487012987013,0.0,478,156,906,0.7539432176656151,634,0.7189532893322834,26,102562,37,223603,452,373468,0,0,476030,377395,0.4697245971892528,False,True,71.2,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 37, ""harmful_exit"": 119, ""neutral_exit"": 906, ""no_active_exit"": 42, ""saved_stop"": 26, ""timeout_improved"": 452}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1540, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,10000,train,1583,0,1472,111,54,45,1484,-756172,-477.68288060644346,-202.0,-574440,-362.8806064434618,-202.0,181732,114.80227416298167,0.0,123.45923913043478,0.0,510,183,779,0.7359307359307359,693,0.7018733549181593,29,125290,23,154630,481,431240,0,0,556530,374798,0.2778466569636857,False,True,77.1,7,26,0,0,0,0,0,1583,0,0,4,"{""cut_target"": 23, ""harmful_exit"": 160, ""neutral_exit"": 779, ""no_active_exit"": 111, ""saved_stop"": 29, ""timeout_improved"": 481}","{""no_candidate"": 26, ""none"": 1472, ""rtp_guard_protected"": 78, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,10000,validation,1583,0,1444,139,82,62,1439,-595310,-376.0644346178143,-202.0,-500412,-316.11623499684146,-202.0,94898,59.94819962097284,0.0,65.71883656509695,0.0,495,169,780,0.7454819277108434,664,0.7110036021113375,29,113108,29,171912,466,360094,0,0,473202,378304,0.36329516781416815,False,True,75.6,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 29, ""harmful_exit"": 140, ""neutral_exit"": 780, ""no_active_exit"": 139, ""saved_stop"": 29, ""timeout_improved"": 466}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1444, ""rtp_guard_protected"": 84, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,10000,holdout,1582,0,1485,97,56,38,1488,-582382,-368.1302149178255,-202.0,-519686,-328.4993678887484,-202.0,62696,39.63084702907712,0.0,42.21952861952862,0.0,443,136,906,0.7651122625215889,579,0.7289041875039911,20,75544,28,185063,423,308887,0,0,384431,321735,0.48139458056192136,False,True,62.300000000000004,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 28, ""harmful_exit"": 108, ""neutral_exit"": 906, ""no_active_exit"": 97, ""saved_stop"": 20, ""timeout_improved"": 423}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1485, ""rtp_guard_protected"": 55, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,20000,train,1583,0,1473,110,54,45,1484,-756172,-477.68288060644346,-202.0,-546628,-345.3114339861023,-202.0,209544,132.37144662034112,0.0,142.25661914460287,0.0,516,178,779,0.7435158501440923,694,0.7097476261236151,30,130718,22,148890,486,438218,0,0,568936,359392,0.2616990311739809,False,True,78.6,7,26,0,0,0,0,0,1583,0,0,4,"{""cut_target"": 22, ""harmful_exit"": 156, ""neutral_exit"": 779, ""no_active_exit"": 110, ""saved_stop"": 30, ""timeout_improved"": 486}","{""no_candidate"": 26, ""none"": 1473, ""rtp_guard_protected"": 77, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,20000,validation,1583,0,1444,139,82,62,1439,-595310,-376.0644346178143,-202.0,-528441,-333.8224889450411,-202.0,66869,42.24194567277321,0.0,46.30817174515236,0.0,493,170,781,0.7435897435897436,663,0.7090153818557637,30,116681,32,197244,463,348335,0,0,465016,398147,0.4241660502004232,False,True,76.30000000000001,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 32, ""harmful_exit"": 138, ""neutral_exit"": 781, ""no_active_exit"": 139, ""saved_stop"": 30, ""timeout_improved"": 463}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1444, ""rtp_guard_protected"": 84, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,20000,holdout,1582,0,1489,93,56,38,1488,-582382,-368.1302149178255,-202.0,-511750,-323.48293299620735,-202.0,70632,44.6472819216182,0.0,47.435862995298855,0.0,448,135,906,0.7684391080617495,583,0.7325075861998313,22,82513,29,193034,426,312594,0,0,395107,324475,0.48856132642549993,False,True,64.6,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 29, ""harmful_exit"": 106, ""neutral_exit"": 906, ""no_active_exit"": 93, ""saved_stop"": 22, ""timeout_improved"": 426}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1489, ""rtp_guard_protected"": 51, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,30000,train,1583,0,1476,107,54,45,1484,-756172,-477.68288060644346,-202.0,-541182,-341.87113076437146,-202.0,214990,135.811749842072,0.0,145.65718157181573,0.0,520,177,779,0.7460545193687231,697,0.7124525737854148,30,130718,22,148890,490,442491,0,0,573209,358219,0.25974818957832135,False,True,79.0,7,26,0,0,0,0,0,1583,0,0,4,"{""cut_target"": 22, ""harmful_exit"": 155, ""neutral_exit"": 779, ""no_active_exit"": 107, ""saved_stop"": 30, ""timeout_improved"": 490}","{""no_candidate"": 26, ""none"": 1476, ""rtp_guard_protected"": 74, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,30000,validation,1583,0,1448,135,82,62,1439,-595310,-376.0644346178143,-202.0,-524471,-331.31459254579914,-202.0,70839,44.74984207201516,0.0,48.92196132596685,0.0,497,170,781,0.7451274362818591,667,0.7107166055091765,31,116846,32,201104,466,357291,0,0,474137,403298,0.42414745105317664,False,True,77.6,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 32, ""harmful_exit"": 138, ""neutral_exit"": 781, ""no_active_exit"": 135, ""saved_stop"": 31, ""timeout_improved"": 466}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1448, ""rtp_guard_protected"": 80, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,30000,holdout,1582,0,1491,91,56,38,1488,-582382,-368.1302149178255,-202.0,-502934,-317.9102402022756,-202.0,79448,50.21997471554994,0.0,53.28504359490275,0.0,450,135,906,0.7692307692307693,585,0.7333987457906032,23,88815,29,193034,427,315108,0,0,403923,324475,0.4778980152157713,False,True,65.7,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 29, ""harmful_exit"": 106, ""neutral_exit"": 906, ""no_active_exit"": 91, ""saved_stop"": 23, ""timeout_improved"": 427}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1491, ""rtp_guard_protected"": 49, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,45000,train,1583,0,1478,105,54,45,1484,-756172,-477.68288060644346,-202.0,-543941,-343.6140240050537,-202.0,212231,134.06885660138977,0.0,143.59336941813262,0.0,520,179,779,0.7439198855507868,699,0.710291306530065,30,130718,22,148890,490,442491,0,0,573209,360978,0.25974818957832135,False,True,79.0,7,26,0,0,0,0,0,1583,0,0,4,"{""cut_target"": 22, ""harmful_exit"": 157, ""neutral_exit"": 779, ""no_active_exit"": 105, ""saved_stop"": 30, ""timeout_improved"": 490}","{""no_candidate"": 26, ""none"": 1478, ""rtp_guard_protected"": 72, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,45000,validation,1583,0,1449,134,82,62,1439,-595310,-376.0644346178143,-202.0,-526549,-332.62728995578016,-202.0,68761,43.437144662034115,0.0,47.45410628019324,0.0,498,170,781,0.7455089820359282,668,0.7111388147431537,31,116846,32,201104,467,358315,0,0,475161,406400,0.4232333882620838,False,True,77.7,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 32, ""harmful_exit"": 138, ""neutral_exit"": 781, ""no_active_exit"": 134, ""saved_stop"": 31, ""timeout_improved"": 467}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1449, ""rtp_guard_protected"": 79, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G1_STEADY_EARLY_STRENGTH,45000,holdout,1582,0,1492,90,56,38,1488,-582382,-368.1302149178255,-202.0,-509064,-321.78508217446273,-202.0,73318,46.34513274336283,0.0,49.14075067024129,0.0,451,135,906,0.7696245733788396,586,0.7338421070200326,23,82529,29,193034,428,315264,0,0,397793,324475,0.48526243548780396,False,True,65.80000000000001,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 29, ""harmful_exit"": 106, ""neutral_exit"": 906, ""no_active_exit"": 90, ""saved_stop"": 23, ""timeout_improved"": 428}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1492, ""rtp_guard_protected"": 48, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,10000,train,1583,0,1534,49,54,45,1484,-756172,-477.68288060644346,-202.0,-515438,-325.60833859759947,-202.0,240734,152.07454200884396,0.0,156.9322033898305,0.0,545,208,781,0.7237715803452855,753,0.6907603359897438,34,161092,36,208977,511,524279,0,0,685371,444637,0.3049107709547092,False,True,85.1,7,26,0,0,0,0,0,1583,0,0,3,"{""cut_target"": 36, ""harmful_exit"": 172, ""neutral_exit"": 781, ""no_active_exit"": 49, ""saved_stop"": 34, ""timeout_improved"": 511}","{""no_candidate"": 26, ""none"": 1534, ""rtp_guard_protected"": 16, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,10000,validation,1583,0,1518,65,82,62,1439,-595310,-376.0644346178143,-202.0,-478065,-301.9993682880606,-202.0,117245,74.06506632975363,0.0,77.2364953886693,0.0,533,202,783,0.7251700680272108,735,0.6917878044532143,34,145000,47,247570,499,456600,0,0,601600,484355,0.4115192819148936,False,True,83.9,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 47, ""harmful_exit"": 155, ""neutral_exit"": 783, ""no_active_exit"": 65, ""saved_stop"": 34, ""timeout_improved"": 499}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1518, ""rtp_guard_protected"": 10, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,10000,holdout,1582,0,1532,50,56,38,1488,-582382,-368.1302149178255,-202.0,-477888,-302.078381795196,-202.0,104494,66.05183312262959,0.0,68.20757180156657,0.0,476,150,906,0.7603833865814696,626,0.7254219576144365,25,97113,36,217620,451,369869,0,0,466982,362488,0.46601367932811116,False,True,70.1,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 36, ""harmful_exit"": 114, ""neutral_exit"": 906, ""no_active_exit"": 50, ""saved_stop"": 25, ""timeout_improved"": 451}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1532, ""rtp_guard_protected"": 8, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,20000,train,1583,0,1532,51,54,45,1484,-756172,-477.68288060644346,-202.0,-502485,-317.4257738471257,-202.0,253687,160.25710675931776,0.0,165.5920365535248,0.0,544,207,781,0.7243675099866844,751,0.691329159000606,35,166147,35,202443,509,521852,0,0,687999,434312,0.2942489741990904,False,True,85.9,7,26,0,0,0,0,0,1583,0,0,3,"{""cut_target"": 35, ""harmful_exit"": 172, ""neutral_exit"": 781, ""no_active_exit"": 51, ""saved_stop"": 35, ""timeout_improved"": 509}","{""no_candidate"": 26, ""none"": 1532, ""rtp_guard_protected"": 18, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,20000,validation,1583,0,1511,72,82,62,1439,-595310,-376.0644346178143,-202.0,-486411,-307.2716361339229,-202.0,108899,68.79279848389135,0.0,72.07081403044342,0.0,531,197,783,0.7293956043956044,728,0.6959813864608481,34,137563,48,254101,497,452102,0,0,589665,480766,0.4309243383955297,False,True,83.7,1,51,0,2,1,0,0,1583,0,0,3,"{""cut_target"": 48, ""harmful_exit"": 149, ""neutral_exit"": 783, ""no_active_exit"": 72, ""saved_stop"": 34, ""timeout_improved"": 497}","{""candidate_after_baseline_exit"": 2, ""candidate_after_max_hold"": 1, ""no_candidate"": 51, ""none"": 1511, ""rtp_guard_protected"": 17, ""stale_data_no_action"": 1}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,20000,holdout,1582,0,1529,53,56,38,1488,-582382,-368.1302149178255,-202.0,-486572,-307.5676359039191,-202.0,95810,60.56257901390645,0.0,62.66187050359712,0.0,473,150,906,0.7592295345104334,623,0.7241330944036392,24,88794,36,217620,449,366852,0,0,455646,359836,0.47760761643907773,False,True,68.9,7,33,0,0,2,0,0,1582,0,0,2,"{""cut_target"": 36, ""harmful_exit"": 114, ""neutral_exit"": 906, ""no_active_exit"": 53, ""saved_stop"": 24, ""timeout_improved"": 449}","{""candidate_after_max_hold"": 2, ""no_candidate"": 33, ""none"": 1529, ""rtp_guard_protected"": 11, ""stale_data_no_action"": 7}",False
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,M0_ALL / 6000 / -6000 / 120000,M0_ALL,6000,-6000,120000,G2_RECOVERY_AFTER_EARLY_DRAWDOWN,30000,train,1583,0,1531,52,54,45,1484,-756172,-477.68288060644346,-202.0,-525444,-331.92924826279216,-202.0,230728,145.7536323436513,0.0,150.70411495754408,0.0,542,208,781,0.7226666666666667,750,0.6895539625051816,34,161092,36,208977,508,514844,0,0,675936,445208,0.3091668441982673,False,True,84.80000000000001,7,26,0,0,0,0,0,1583,0,0,3,"{""cut_target"": 36, ""harmful_exit"": 172, ""neutral_exit"": 781, ""no_active_exit"": 52, ""saved_stop"": 34, ""timeout_improved"": 508}","{""no_candidate"": 26, ""none"": 1531, ""rtp_guard_protected"": 19, ""stale_data_no_action"": 7}",False
