scope,classifier,target_bps,stop_bps,max_hold_ms,roundtrip_cost_bps,retained_count,sum_pnl_after_cost_bps,avg_pnl_after_cost_bps,median_pnl_after_cost_bps,nonloss_count,precision,wilson_lower95,max_consecutive_losses
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1000,-1000,20000,200,1409,-482660,-342.555003548616,-302.0,37,0.0262597586941093,0.01911081089370025,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1000,-1000,30000,100,1409,-348748,-247.51454932576294,-202.0,42,0.029808374733853796,0.02212766325389633,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1000,-1000,30000,200,1409,-489648,-347.51454932576297,-302.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1000,-1000,40000,100,1409,-347950,-246.94819020581974,-202.0,46,0.032647267565649396,0.024564728594810476,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1000,-1000,40000,200,1409,-488850,-346.94819020581974,-302.0,45,0.0319375443577005,0.023953667657829227,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-300,20000,100,1409,-282267,-200.33144073811215,-202.0,35,0.0248403122782115,0.01791451509710688,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-300,20000,200,1409,-423167,-300.3314407381121,-302.0,32,0.0227111426543648,0.016132809851357403,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-300,30000,100,1409,-285856,-202.87863733144073,-202.0,34,0.0241305890702626,0.017318844360992906,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-300,30000,200,1409,-426756,-302.87863733144076,-302.0,31,0.0220014194464159,0.015542603095048286,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-300,40000,100,1409,-282039,-200.16962384669978,-202.0,37,0.0262597586941093,0.01911081089370025,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-300,40000,200,1409,-422939,-300.1696238466998,-302.0,36,0.0255500354861604,0.018511859180606948,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-500,20000,100,1409,-304129,-215.847409510291,-202.0,36,0.0255500354861604,0.018511859180606948,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-500,20000,200,1409,-445029,-315.84740951029096,-302.0,33,0.0234208658623137,0.01672491740222945,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-500,30000,100,1409,-311101,-220.79559971611073,-202.0,35,0.0248403122782115,0.01791451509710688,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-500,30000,200,1409,-452001,-320.7955997161107,-302.0,32,0.0227111426543648,0.016132809851357403,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-500,40000,100,1409,-308675,-219.0738112136267,-202.0,38,0.0269694819020582,0.01971130879984496,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-500,40000,200,1409,-449575,-319.0738112136267,-302.0,37,0.0262597586941093,0.01911081089370025,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,20000,100,1409,-323651,-229.7026259758694,-202.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,20000,200,1409,-464551,-329.7026259758694,-302.0,35,0.0248403122782115,0.01791451509710688,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,30000,100,1409,-330717,-234.71753016323635,-202.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,30000,200,1409,-471617,-334.71753016323635,-302.0,34,0.0241305890702626,0.017318844360992906,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,40000,100,1409,-328378,-233.05748757984387,-202.0,41,0.029098651525904896,0.021521521811422688,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,40000,200,1409,-469278,-333.05748757984384,-302.0,40,0.028388928317955996,0.020916716605050376,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,20000,100,1409,-336142,-238.56777856635912,-202.0,39,0.027679205110007096,0.020313295362252043,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,20000,200,1409,-477042,-338.5677785663591,-302.0,36,0.0255500354861604,0.018511859180606948,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,30000,100,1409,-345657,-245.3207948899929,-202.0,39,0.027679205110007096,0.020313295362252043,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,30000,200,1409,-486557,-345.3207948899929,-302.0,35,0.0248403122782115,0.01791451509710688,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,40000,100,1409,-343724,-243.94889992902768,-202.0,42,0.029808374733853796,0.02212766325389633,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,40000,200,1409,-484624,-343.9488999290277,-302.0,41,0.029098651525904896,0.021521521811422688,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,20000,100,1409,-278247,-197.47835344215756,-202.0,35,0.0248403122782115,0.01791451509710688,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,20000,200,1409,-419147,-297.4783534421576,-302.0,32,0.0227111426543648,0.016132809851357403,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,30000,100,1409,-282843,-200.7402413058907,-202.0,33,0.0234208658623137,0.01672491740222945,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,30000,200,1409,-423743,-300.7402413058907,-302.0,30,0.021291696238467,0.014954384910453906,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,40000,100,1409,-278660,-197.77146912704046,-202.0,35,0.0248403122782115,0.01791451509710688,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,40000,200,1409,-419560,-297.77146912704046,-302.0,34,0.0241305890702626,0.017318844360992906,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,20000,100,1409,-300374,-213.18239886444286,-202.0,36,0.0255500354861604,0.018511859180606948,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,20000,200,1409,-441274,-313.18239886444286,-302.0,33,0.0234208658623137,0.01672491740222945,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,30000,100,1409,-307788,-218.44428672817602,-202.0,34,0.0241305890702626,0.017318844360992906,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,30000,200,1409,-448688,-318.444286728176,-302.0,31,0.0220014194464159,0.015542603095048286,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,40000,100,1409,-305196,-216.60468417317247,-202.0,36,0.0255500354861604,0.018511859180606948,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,40000,200,1409,-446096,-316.6046841731725,-302.0,35,0.0248403122782115,0.01791451509710688,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,20000,100,1409,-319896,-227.03761533002128,-202.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,20000,200,1409,-460796,-327.0376153300213,-302.0,35,0.0248403122782115,0.01791451509710688,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,30000,100,1409,-328183,-232.91909155429383,-202.0,37,0.0262597586941093,0.01911081089370025,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,30000,200,1409,-469083,-332.9190915542938,-302.0,33,0.0234208658623137,0.01672491740222945,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,40000,100,1409,-325878,-231.28317955997161,-202.0,39,0.027679205110007096,0.020313295362252043,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,40000,200,1409,-466778,-331.2831795599716,-302.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,20000,100,1409,-334887,-237.67707594038325,-202.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,20000,200,1409,-475787,-337.67707594038325,-302.0,35,0.0248403122782115,0.01791451509710688,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,30000,100,1409,-345923,-245.5095812633073,-202.0,37,0.0262597586941093,0.01911081089370025,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,30000,200,1409,-486823,-345.5095812633073,-302.0,33,0.0234208658623137,0.01672491740222945,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,40000,100,1409,-344324,-244.374733853797,-202.0,39,0.027679205110007096,0.020313295362252043,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,40000,200,1409,-485224,-344.374733853797,-302.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,20000,100,1409,-277100,-196.66430092264017,-202.0,35,0.0248403122782115,0.01791451509710688,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,20000,200,1409,-418000,-296.66430092264017,-302.0,32,0.0227111426543648,0.016132809851357403,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,30000,100,1409,-280197,-198.86231369765792,-202.0,33,0.0234208658623137,0.01672491740222945,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,30000,200,1409,-421097,-298.8623136976579,-302.0,30,0.021291696238467,0.014954384910453906,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,40000,100,1409,-275156,-195.2845990063875,-202.0,35,0.0248403122782115,0.01791451509710688,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,40000,200,1409,-416056,-295.2845990063875,-302.0,34,0.0241305890702626,0.017318844360992906,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,20000,100,1409,-299227,-212.36834634492547,-202.0,36,0.0255500354861604,0.018511859180606948,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,20000,200,1409,-440127,-312.3683463449255,-302.0,33,0.0234208658623137,0.01672491740222945,197
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,30000,100,1409,-304642,-216.21149751596877,-202.0,34,0.0241305890702626,0.017318844360992906,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,30000,200,1409,-445542,-316.21149751596874,-302.0,31,0.0220014194464159,0.015542603095048286,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,40000,100,1409,-301192,-213.76295244854506,-202.0,36,0.0255500354861604,0.018511859180606948,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,40000,200,1409,-442092,-313.7629524485451,-302.0,35,0.0248403122782115,0.01791451509710688,203
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,20000,100,1409,-318749,-226.2235628105039,-202.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,20000,200,1409,-459649,-326.2235628105039,-302.0,35,0.0248403122782115,0.01791451509710688,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,30000,100,1409,-325037,-230.68630234208658,-202.0,37,0.0262597586941093,0.01911081089370025,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,30000,200,1409,-465937,-330.6863023420866,-302.0,33,0.0234208658623137,0.01672491740222945,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,40000,100,1409,-321874,-228.4414478353442,-202.0,39,0.027679205110007096,0.020313295362252043,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,40000,200,1409,-462774,-328.4414478353442,-302.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,20000,100,1409,-333740,-236.86302342086586,-202.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,20000,200,1409,-474640,-336.8630234208659,-302.0,35,0.0248403122782115,0.01791451509710688,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,30000,100,1409,-342777,-243.27679205110007,-202.0,37,0.0262597586941093,0.01911081089370025,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,30000,200,1409,-483677,-343.2767920511001,-302.0,33,0.0234208658623137,0.01672491740222945,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,40000,100,1409,-340320,-241.53300212916963,-202.0,39,0.027679205110007096,0.020313295362252043,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,40000,200,1409,-481220,-341.53300212916963,-302.0,38,0.0269694819020582,0.01971130879984496,164
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,20000,100,1214,-169284,-139.44316309719935,-208.0,174,0.14332784184514002,0.12474075672740705,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,20000,200,1214,-290684,-239.44316309719935,-308.0,167,0.13756177924217464,0.11932641158305099,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,30000,100,1214,-166103,-136.82289950576606,-211.0,178,0.14662273476112025,0.1278395366436107,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,30000,200,1214,-287503,-236.82289950576606,-311.0,175,0.1441515650741351,0.12551512608404086,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,40000,100,1214,-155918,-128.4332784184514,-213.0,189,0.1556836902800659,0.13637852774655101,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,40000,200,1214,-277318,-228.4332784184514,-313.0,188,0.15485996705107083,0.13560123716925213,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,20000,100,1214,-233384,-192.24382207578253,-206.0,187,0.15403624382207579,0.13482414630987047,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,20000,200,1214,-354784,-292.24382207578253,-306.0,177,0.1457990115321252,0.12706451756529627,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,30000,100,1214,-232302,-191.35255354200987,-209.0,198,0.1630971993410214,0.14338292357671487,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,30000,200,1214,-353702,-291.3525535420099,-309.0,193,0.15897858319604613,0.1394896617797375,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,40000,100,1214,-220552,-181.67380560131795,-211.0,212,0.17462932454695224,0.15430857418740046,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,40000,200,1214,-341952,-281.67380560131795,-311.0,210,0.17298187808896212,0.15274562741911352,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,20000,100,1214,-287608,-236.90939044481055,-204.0,197,0.16227347611202636,0.14260389142513752,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,20000,200,1214,-409008,-336.9093904448105,-304.0,187,0.15403624382207579,0.13482414630987047,38
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,30000,100,1214,-289019,-238.07166392092256,-209.0,214,0.17627677100494235,0.1558722127800929,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,30000,200,1214,-410419,-338.07166392092256,-309.0,208,0.171334431630972,0.15118338024346326,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,40000,100,1214,-280727,-231.24135090609556,-209.0,227,0.18698517298187808,0.16605221902579334,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,40000,200,1214,-402127,-331.24135090609553,-309.0,225,0.18533772652388797,0.1644842609569937,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,20000,100,1214,-363406,-299.3459637561779,-202.0,206,0.1696869851729819,0.1496218406155093,27
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,20000,200,1214,-484806,-399.3459637561779,-302.0,194,0.15980230642504117,0.1402679319986629,27
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,30000,100,1214,-372192,-306.5831960461285,-208.0,224,0.18451400329489293,0.16370052356890924,27
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,30000,200,1214,-493592,-406.5831960461285,-308.0,218,0.17957166392092258,0.15900153526440533,27
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,40000,100,1214,-368723,-303.72570016474464,-209.0,240,0.19769357495881384,0.17625924192880835,27
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,40000,200,1214,-490123,-403.72570016474464,-309.0,238,0.19604612850082373,0.17468724138523017,27
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,20000,100,1214,-140649,-115.85584843492586,-209.0,163,0.1342668863261944,0.1162375498599442,44
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,20000,200,1214,-262049,-215.85584843492586,-309.0,156,0.128500823723229,0.11084129210713772,44
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,30000,100,1214,-138962,-114.46622734761121,-212.5,161,0.1326194398682043,0.11469454182951151,44
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,30000,200,1214,-260362,-214.4662273476112,-312.5,158,0.1301482701812191,0.11238185022435572,44
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,40000,100,1214,-134290,-110.61779242174629,-224.5,162,0.13344316309719934,0.11546592574715923,44
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,40000,200,1214,-255690,-210.6177924217463,-324.5,161,0.1326194398682043,0.11469454182951151,44
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,20000,100,1214,-204891,-168.77347611202637,-207.0,176,0.14497528830313014,0.12628971354128637,44
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,20000,200,1214,-326291,-268.77347611202634,-307.0,166,0.13673805601317957,0.11855384496097292,44
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,30000,100,1214,-206799,-170.34514003294893,-210.5,180,0.14827018121911037,0.12939021401778997,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,30000,200,1214,-328199,-270.3451400329489,-310.5,174,0.14332784184514002,0.12474075672740705,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,40000,100,1214,-198193,-163.25617792421747,-213.0,185,0.15238879736408567,0.13327056897137088,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,40000,200,1214,-319593,-263.25617792421747,-313.0,183,0.15074135090609556,0.1317178063597201,28
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-700,20000,100,1214,-258329,-212.79159802306424,-206.0,186,0.15321252059308071,0.1340472564706915,44
