scope,classifier,target_bps,stop_bps,max_hold_ms,roundtrip_cost_bps,top_positive_fraction_removed,retained_count_before_tail_removal,removed_count,removed_sum_bps,sum_pnl_after_tail_removal_bps,avg_pnl_after_tail_removal_bps,median_pnl_after_tail_removal_bps,tail_dependency_flag
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-500,40000,100,0.05,1409,38,36923,-345598,-252.07731582786286,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-500,40000,100,0.1,1409,38,36923,-345598,-252.07731582786286,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,20000,100,0.05,1409,38,29547,-353198,-257.62071480671045,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,20000,100,0.1,1409,38,29547,-353198,-257.62071480671045,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,30000,100,0.05,1409,38,32586,-363303,-264.99124726477027,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,30000,100,0.1,1409,38,32586,-363303,-264.99124726477027,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,40000,100,0.05,1409,41,40228,-368606,-269.44883040935673,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-700,40000,100,0.1,1409,41,40228,-368606,-269.44883040935673,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,20000,100,0.05,1409,39,30947,-367089,-267.94817518248175,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,20000,100,0.1,1409,39,30947,-367089,-267.94817518248175,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,30000,100,0.05,1409,39,33986,-379643,-277.1116788321168,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,30000,100,0.1,1409,39,33986,-379643,-277.1116788321168,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,40000,100,0.05,1409,42,41628,-385352,-281.8961228968544,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,1500,-1000,40000,100,0.1,1409,42,41628,-385352,-281.8961228968544,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,20000,100,0.05,1409,35,31658,-309905,-225.5494905385735,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,20000,100,0.1,1409,35,31658,-309905,-225.5494905385735,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,30000,100,0.05,1409,33,32740,-315583,-229.3481104651163,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,30000,100,0.1,1409,33,32740,-315583,-229.3481104651163,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,40000,100,0.05,1409,35,39702,-318362,-231.70451237263464,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-300,40000,100,0.1,1409,35,39702,-318362,-231.70451237263464,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,20000,100,0.05,1409,36,32793,-333167,-242.65622723962127,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,20000,100,0.1,1409,36,32793,-333167,-242.65622723962127,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,30000,100,0.05,1409,34,34640,-342428,-249.03854545454544,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,30000,100,0.1,1409,34,34640,-342428,-249.03854545454544,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,40000,100,0.05,1409,36,41602,-346798,-252.58412235979605,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-500,40000,100,0.1,1409,36,41602,-346798,-252.58412235979605,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,20000,100,0.05,1409,38,33302,-353198,-257.62071480671045,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,20000,100,0.1,1409,38,33302,-353198,-257.62071480671045,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,30000,100,0.05,1409,37,35920,-364103,-265.38119533527697,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,30000,100,0.1,1409,37,35920,-364103,-265.38119533527697,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,40000,100,0.05,1409,39,44328,-370206,-270.22335766423356,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-700,40000,100,0.1,1409,39,44328,-370206,-270.22335766423356,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,20000,100,0.05,1409,38,33302,-368189,-268.55506929248725,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,20000,100,0.1,1409,38,33302,-368189,-268.55506929248725,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,30000,100,0.05,1409,37,35920,-381843,-278.3112244897959,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,30000,100,0.1,1409,37,35920,-381843,-278.3112244897959,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,40000,100,0.05,1409,39,44328,-388652,-283.6875912408759,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2000,-1000,40000,100,0.1,1409,39,44328,-388652,-283.6875912408759,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,20000,100,0.05,1409,35,32805,-309905,-225.5494905385735,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,20000,100,0.1,1409,35,32805,-309905,-225.5494905385735,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,30000,100,0.05,1409,33,35386,-315583,-229.3481104651163,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,30000,100,0.1,1409,33,35386,-315583,-229.3481104651163,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,40000,100,0.05,1409,35,43206,-318362,-231.70451237263464,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-300,40000,100,0.1,1409,35,43206,-318362,-231.70451237263464,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,20000,100,0.05,1409,36,33940,-333167,-242.65622723962127,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,20000,100,0.1,1409,36,33940,-333167,-242.65622723962127,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,30000,100,0.05,1409,34,37786,-342428,-249.03854545454544,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,30000,100,0.1,1409,34,37786,-342428,-249.03854545454544,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,40000,100,0.05,1409,36,45606,-346798,-252.58412235979605,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-500,40000,100,0.1,1409,36,45606,-346798,-252.58412235979605,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,20000,100,0.05,1409,38,34449,-353198,-257.62071480671045,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,20000,100,0.1,1409,38,34449,-353198,-257.62071480671045,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,30000,100,0.05,1409,37,39066,-364103,-265.38119533527697,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,30000,100,0.1,1409,37,39066,-364103,-265.38119533527697,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,40000,100,0.05,1409,39,48332,-370206,-270.22335766423356,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-700,40000,100,0.1,1409,39,48332,-370206,-270.22335766423356,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,20000,100,0.05,1409,38,34449,-368189,-268.55506929248725,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,20000,100,0.1,1409,38,34449,-368189,-268.55506929248725,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,30000,100,0.05,1409,37,39066,-381843,-278.3112244897959,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,30000,100,0.1,1409,37,39066,-381843,-278.3112244897959,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,40000,100,0.05,1409,39,48332,-388652,-283.6875912408759,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R1_DEV_SIGNER_CONCENTRATION,2500,-1000,40000,100,0.1,1409,39,48332,-388652,-283.6875912408759,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,20000,100,0.05,1214,61,54900,-224184,-194.43538594969644,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,20000,100,0.1,1214,122,109722,-279006,-255.5,-212.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,30000,100,0.05,1214,61,54900,-221003,-191.6764960971379,-216.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,30000,100,0.1,1214,122,109800,-275903,-252.6584249084249,-239.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,40000,100,0.05,1214,61,54900,-210818,-182.84301821335646,-232.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-300,40000,100,0.1,1214,122,109800,-265718,-243.33150183150184,-266.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,20000,100,0.05,1214,61,54900,-288284,-250.0294882914137,-209.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,20000,100,0.1,1214,122,109800,-343184,-314.27106227106225,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,30000,100,0.05,1214,61,54900,-287202,-249.09106678230702,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,30000,100,0.1,1214,122,109800,-342102,-313.2802197802198,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,40000,100,0.05,1214,61,54900,-275452,-238.9002601908066,-215.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-500,40000,100,0.1,1214,122,109800,-330352,-302.5201465201465,-234.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,20000,100,0.05,1214,61,54900,-342508,-297.05810928013875,-208.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,20000,100,0.1,1214,122,109800,-397408,-363.9267399267399,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,30000,100,0.05,1214,61,54900,-343919,-298.28187337380746,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,30000,100,0.1,1214,122,109800,-398819,-365.21886446886447,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,40000,100,0.05,1214,61,54900,-335627,-291.0901994796184,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-700,40000,100,0.1,1214,122,109800,-390527,-357.62545787545787,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,20000,100,0.05,1214,61,54900,-418306,-362.79791847354727,-207.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,20000,100,0.1,1214,122,109800,-473206,-433.33882783882785,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,30000,100,0.05,1214,61,54900,-427092,-370.4180398959237,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,30000,100,0.1,1214,122,109800,-481992,-441.38461538461536,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,40000,100,0.05,1214,61,54900,-423623,-367.4093668690373,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1000,-1000,40000,100,0.1,1214,122,109800,-478523,-438.20787545787545,-214.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,20000,100,0.05,1214,61,85400,-226049,-196.05290546400693,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,20000,100,0.1,1214,122,150761,-291410,-266.85897435897436,-214.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,30000,100,0.05,1214,61,85400,-224362,-194.58976582827407,-228.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,30000,100,0.1,1214,122,161484,-300446,-275.1336996336996,-257.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,40000,100,0.05,1214,61,85400,-219690,-190.53772766695576,-257.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-300,40000,100,0.1,1214,122,169313,-303603,-278.02472527472526,-334.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,20000,100,0.05,1214,61,85400,-290291,-251.77016478751085,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,20000,100,0.1,1214,122,154222,-359113,-328.8580586080586,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,30000,100,0.05,1214,61,85400,-292199,-253.4249783174328,-214.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,30000,100,0.1,1214,122,165653,-372452,-341.0732600732601,-234.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,40000,100,0.05,1214,61,85400,-283593,-245.96097137901128,-232.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-500,40000,100,0.1,1214,122,170800,-368993,-337.90567765567766,-266.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-700,20000,100,0.05,1214,61,85400,-343729,-298.1170858629662,-209.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-700,20000,100,0.1,1214,122,157535,-415864,-380.82783882783883,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-700,30000,100,0.05,1214,61,85400,-348730,-302.4544666088465,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-700,30000,100,0.1,1214,122,168743,-432073,-395.67124542124543,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-700,40000,100,0.05,1214,61,85400,-343085,-297.5585429314831,-217.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-700,40000,100,0.1,1214,122,170800,-428485,-392.38553113553115,-243.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-1000,20000,100,0.05,1214,61,85400,-417999,-362.5316565481353,-208.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-1000,20000,100,0.1,1214,122,159748,-492347,-450.8672161172161,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-1000,30000,100,0.05,1214,61,85400,-430614,-373.4726799653079,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-1000,30000,100,0.1,1214,122,170387,-515601,-472.1620879120879,-214.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-1000,40000,100,0.05,1214,61,85400,-429175,-372.2246313963573,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,1500,-1000,40000,100,0.1,1214,122,170800,-514575,-471.2225274725275,-227.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-300,20000,100,0.05,1214,61,113178,-237993,-206.4119687771032,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-300,20000,100,0.1,1214,122,172283,-297098,-272.06776556776555,-215.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-300,30000,100,0.05,1214,61,115900,-241488,-209.44319167389418,-237.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-300,30000,100,0.1,1214,122,188161,-313749,-287.3159340659341,-284.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-300,40000,100,0.05,1214,61,115900,-234228,-203.1465741543799,-291.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-300,40000,100,0.1,1214,122,202274,-320602,-293.59157509157507,-385.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-500,20000,100,0.05,1214,61,114105,-304125,-263.76843018213356,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-500,20000,100,0.1,1214,122,176941,-366961,-336.04487179487177,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-500,30000,100,0.05,1214,61,115900,-310853,-269.6036426712923,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-500,30000,100,0.1,1214,122,196229,-391182,-358.22527472527474,-252.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-500,40000,100,0.05,1214,61,115900,-298393,-258.79705117085865,-243.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-500,40000,100,0.1,1214,122,214173,-396666,-363.24725274725273,-299.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-700,20000,100,0.05,1214,61,115097,-357372,-309.949696444059,-209.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-700,20000,100,0.1,1214,122,182654,-424929,-389.1291208791209,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-700,30000,100,0.05,1214,61,115900,-365785,-317.2463139635733,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-700,30000,100,0.1,1214,122,204172,-454057,-415.8031135531136,-232.0,True
