scope,classifier,target_bps,stop_bps,max_hold_ms,roundtrip_cost_bps,top_positive_fraction_removed,retained_count_before_tail_removal,removed_count,removed_sum_bps,sum_pnl_after_tail_removal_bps,avg_pnl_after_tail_removal_bps,median_pnl_after_tail_removal_bps,tail_dependency_flag
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-700,40000,100,0.05,1214,61,115900,-353596,-306.67476149176065,-226.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-700,40000,100,0.1,1214,122,223503,-461199,-422.3434065934066,-257.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-1000,20000,100,0.05,1214,61,115494,-430935,-373.7510841283608,-209.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-1000,20000,100,0.1,1214,122,186348,-501789,-459.5137362637363,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-1000,30000,100,0.05,1214,61,115900,-446178,-386.97137901127496,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-1000,30000,100,0.1,1214,122,210868,-541146,-495.55494505494505,-218.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-1000,40000,100,0.05,1214,61,115900,-437689,-379.6088464874241,-216.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2000,-1000,40000,100,0.1,1214,122,228785,-550574,-504.1886446886447,-237.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-300,20000,100,0.05,1214,61,125626,-244796,-212.3122289679098,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-300,20000,100,0.1,1214,122,179778,-298948,-273.76190476190476,-216.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-300,30000,100,0.05,1214,61,143420,-255025,-221.1838681699913,-241.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-300,30000,100,0.1,1214,122,206061,-317666,-290.9029304029304,-294.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-300,40000,100,0.05,1214,61,146400,-251944,-218.5117085862966,-298.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-300,40000,100,0.1,1214,122,219523,-325067,-297.6804029304029,-399.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-500,20000,100,0.05,1214,61,128485,-311760,-270.3902862098873,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-500,20000,100,0.1,1214,122,186401,-369676,-338.53113553113553,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-500,30000,100,0.05,1214,61,145159,-324797,-281.69731136166524,-222.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-500,30000,100,0.1,1214,122,217180,-396818,-363.3864468864469,-254.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-500,40000,100,0.05,1214,61,146400,-314214,-272.5186470078057,-252.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-500,40000,100,0.1,1214,122,237162,-404976,-370.85714285714283,-316.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-700,20000,100,0.05,1214,61,130814,-365933,-317.37467476149175,-209.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-700,20000,100,0.1,1214,122,193073,-428192,-392.1172161172161,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-700,30000,100,0.05,1214,61,146186,-378973,-328.6843018213356,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-700,30000,100,0.1,1214,122,227879,-460666,-421.85531135531136,-233.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-700,40000,100,0.05,1214,61,146400,-367289,-318.55073720728535,-232.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-700,40000,100,0.1,1214,122,251715,-472604,-432.7875457875458,-266.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-1000,20000,100,0.05,1214,61,132438,-440127,-381.72333044232437,-209.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-1000,20000,100,0.1,1214,122,197901,-505590,-462.9945054945055,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-1000,30000,100,0.05,1214,61,146400,-458280,-397.46747614917604,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-1000,30000,100,0.1,1214,122,237390,-549270,-502.9945054945055,-220.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-1000,40000,100,0.05,1214,61,146400,-448909,-389.3399826539462,-217.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R2_BUY_BURST_MARKUP,2500,-1000,40000,100,0.1,1214,122,262869,-565378,-517.7454212454212,-242.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-300,20000,100,0.05,3023,152,134008,-677233,-235.88749564611635,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-300,20000,100,0.1,3023,200,147401,-690626,-244.6425788168615,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-300,30000,100,0.05,3023,152,136800,-683877,-238.20167189132707,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-300,30000,100,0.1,3023,202,157829,-704906,-249.8780574264445,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-300,40000,100,0.05,3023,152,136800,-677759,-236.07070707070707,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-300,40000,100,0.1,3023,214,171228,-712187,-253.5375578497686,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-500,20000,100,0.05,3023,152,135653,-761003,-265.06548241031,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-500,20000,100,0.1,3023,212,155254,-780604,-277.6961935254358,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-500,30000,100,0.05,3023,152,136800,-772227,-268.97492163009406,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-500,30000,100,0.1,3023,219,168512,-803939,-286.7114835948645,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-500,40000,100,0.05,3023,152,136800,-768936,-267.828631138976,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-500,40000,100,0.1,3023,233,185304,-817440,-292.98924731182797,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-700,20000,100,0.05,3023,152,136330,-834256,-290.5802856147684,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-700,20000,100,0.1,3023,222,160777,-858703,-306.57015351660124,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-700,30000,100,0.05,3023,152,136800,-847005,-295.0208986415883,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-700,30000,100,0.1,3023,232,176897,-887102,-317.84378359011106,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-700,40000,100,0.05,3023,152,136800,-849012,-295.71995820271684,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-700,40000,100,0.1,3023,246,195671,-907883,-326.92942023766653,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-1000,20000,100,0.05,3023,152,136673,-922930,-321.4663880181122,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-1000,20000,100,0.1,3023,230,165528,-951785,-340.7751521661296,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-1000,30000,100,0.05,3023,152,136800,-941604,-327.97074190177636,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-1000,30000,100,0.1,3023,240,183854,-988658,-355.2490118577075,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-1000,40000,100,0.05,3023,152,136800,-952778,-331.8627655869035,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1000,-1000,40000,100,0.1,3023,254,202871,-1018849,-367.94835680751174,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-300,20000,100,0.05,3023,152,180935,-688714,-239.88645071403693,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-300,20000,100,0.1,3023,187,187648,-695427,-245.21403385049365,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-300,30000,100,0.05,3023,152,191479,-704785,-245.48415186346222,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-300,30000,100,0.1,3023,184,198800,-712106,-250.82986967241987,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-300,40000,100,0.05,3023,152,201296,-713223,-248.423197492163,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-300,40000,100,0.1,3023,188,210579,-722506,-254.85220458553792,-203.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-500,20000,100,0.05,3023,152,187108,-776912,-270.6067572274469,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-500,20000,100,0.1,3023,199,198001,-787805,-278.967776203966,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-500,30000,100,0.05,3023,152,198990,-801326,-279.11041448972486,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-500,30000,100,0.1,3023,200,212763,-815099,-288.7350336521431,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-500,40000,100,0.05,3023,152,208956,-811187,-282.5451062347614,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-500,40000,100,0.1,3023,207,230039,-832270,-295.5504261363636,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-700,20000,100,0.05,3023,152,190516,-853210,-297.1821664925113,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-700,20000,100,0.1,3023,209,205453,-868147,-308.50995024875624,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-700,30000,100,0.05,3023,152,203629,-881242,-306.94601184256356,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-700,30000,100,0.1,3023,212,223696,-901309,-320.63642831732477,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-700,40000,100,0.05,3023,152,212020,-894444,-311.54440961337514,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-700,40000,100,0.1,3023,220,245089,-927513,-330.9001070281841,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-1000,20000,100,0.05,3023,152,194202,-942099,-328.14315569487985,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-1000,20000,100,0.1,3023,219,214234,-962131,-343.1280313837375,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-1000,30000,100,0.05,3023,152,207714,-977237,-340.3820968303727,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-1000,30000,100,0.1,3023,222,235942,-1005465,-358.96644055694395,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-1000,40000,100,0.05,3023,152,212800,-996733,-347.1727621037966,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,1500,-1000,40000,100,0.1,3023,231,258385,-1042318,-373.3230659025788,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-300,20000,100,0.05,3023,152,203950,-694618,-241.94287704632532,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-300,20000,100,0.1,3023,179,207959,-698627,-245.64943741209564,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-300,30000,100,0.05,3023,152,215651,-715724,-249.29432253570184,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-300,30000,100,0.1,3023,170,217633,-717706,-251.56186470382053,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-300,40000,100,0.05,3023,152,229008,-725761,-252.79031696273074,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-300,40000,100,0.1,3023,172,231793,-728546,-255.54051210101719,-203.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-500,20000,100,0.05,3023,152,211170,-785691,-273.66457680250784,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-500,20000,100,0.1,3023,190,218147,-792668,-279.7980938933992,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-500,30000,100,0.05,3023,152,227586,-818117,-284.9588993382097,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-500,30000,100,0.1,3023,185,233568,-824099,-290.38019732205777,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-500,40000,100,0.05,3023,152,245012,-832731,-290.0491118077325,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-500,40000,100,0.1,3023,190,254191,-841910,-297.1796681962584,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-700,20000,100,0.05,3023,152,216928,-864256,-301.0296064089168,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-700,20000,100,0.1,3023,200,227099,-874427,-309.7509741409848,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-700,30000,100,0.05,3023,152,236169,-901857,-314.1264367816092,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-700,30000,100,0.1,3023,198,246623,-912311,-322.9419469026549,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-700,40000,100,0.05,3023,152,257201,-922803,-321.4221525600836,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-700,40000,100,0.1,3023,204,273906,-939508,-333.2770485987939,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-1000,20000,100,0.05,3023,152,222431,-956805,-333.26541274817134,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-1000,20000,100,0.1,3023,209,235980,-970354,-344.83084577114425,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-1000,30000,100,0.05,3023,152,244408,-1004115,-349.74399164054336,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-1000,30000,100,0.1,3023,208,260360,-1020067,-362.3683836589698,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-1000,40000,100,0.05,3023,152,265072,-1034286,-360.2528735632184,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2000,-1000,40000,100,0.1,3023,215,288818,-1058032,-376.7920227920228,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-300,20000,100,0.05,3023,152,223885,-695102,-242.11145942180426,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-300,20000,100,0.1,3023,178,227612,-698829,-245.6340949033392,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-300,30000,100,0.05,3023,152,247098,-716197,-249.45907349355625,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-300,30000,100,0.1,3023,169,248809,-717908,-251.54449894884374,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-300,40000,100,0.05,3023,152,263170,-726234,-252.95506792058515,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-300,40000,100,0.1,3023,171,265684,-728748,-255.52173913043478,-203.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-500,20000,100,0.05,3023,152,232702,-786272,-273.8669453152212,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-500,20000,100,0.1,3023,189,239300,-792870,-279.77064220183485,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-500,30000,100,0.05,3023,152,261508,-818703,-285.16300940438873,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-500,30000,100,0.1,3023,184,267106,-824301,-290.3490665727369,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-500,40000,100,0.05,3023,152,282227,-833562,-290.33855799373043,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-500,40000,100,0.1,3023,189,290777,-842112,-297.1460832745236,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-700,20000,100,0.05,3023,152,239398,-864891,-301.2507836990596,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-700,20000,100,0.1,3023,199,249136,-874629,-309.71281869688386,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-700,30000,100,0.05,3023,152,272502,-902519,-314.35701846046675,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-700,30000,100,0.1,3023,197,282496,-912513,-322.89915074309977,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-700,40000,100,0.05,3023,152,298881,-924099,-321.8735632183908,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-700,40000,100,0.1,3023,203,314492,-939710,-333.2304964539007,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-1000,20000,100,0.05,3023,152,246499,-957538,-333.5207244862417,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-1000,20000,100,0.1,3023,208,259517,-970556,-344.7801065719361,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-1000,30000,100,0.05,3023,152,282934,-1004970,-350.0417972831766,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-1000,30000,100,0.1,3023,207,298233,-1020269,-362.31143465909093,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-1000,40000,100,0.05,3023,152,310113,-1035837,-360.7931034482759,-202.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R3_SCAMBOT_COORDINATION,2500,-1000,40000,100,0.1,3023,214,332510,-1058234,-376.7297970808117,-202.0,True
