scope,row_type,entry_cohort,mask_name,target_bps,stop_bps,max_hold_ms,evaluable,blocking_reason,retained_count,retained_pct,exact_join_rate,target_rate,stop_rate,timeout_rate,negative_timeout_rate,avg_pnl_bps,median_pnl_bps,sum_pnl_bps,paired_delta_sum_bps,paired_delta_avg_bps,paired_delta_median_bps,exit_action_precision,wilson_lower95,target_cut_damage_ratio,target_cut_count,saved_stop_count,timeout_improved_count,target_cut_count_guard_pass,aggregate_target_cut_guard_pass,segment_target_cut_guard_pass,max_consecutive_losses,max_consecutive_harmful_actions,passes_acceptance,acceptance_failures,metric_source
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M4_CONFIRM_2_WINDOWS,10000,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M4_CONFIRM_2_WINDOWS,7500,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M5_DELAY_4000MS_CONFIRM,7500,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M5_DELAY_4000MS_CONFIRM,10000,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M5_DELAY_4000MS_CONFIRM,7500,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M5_DELAY_4000MS_CONFIRM,10000,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M6_DELAY_8000MS_CONFIRM,7500,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M6_DELAY_8000MS_CONFIRM,10000,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M6_DELAY_8000MS_CONFIRM,7500,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M6_DELAY_8000MS_CONFIRM,10000,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M7_CLASS_RESTRICTED,7500,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M7_CLASS_RESTRICTED,10000,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M7_CLASS_RESTRICTED,7500,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C3,M7_CLASS_RESTRICTED,10000,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M4_CONFIRM_2_WINDOWS,7500,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M4_CONFIRM_2_WINDOWS,10000,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M4_CONFIRM_2_WINDOWS,7500,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M5_DELAY_4000MS_CONFIRM,7500,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M5_DELAY_4000MS_CONFIRM,10000,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M5_DELAY_4000MS_CONFIRM,7500,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M5_DELAY_4000MS_CONFIRM,10000,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M6_DELAY_8000MS_CONFIRM,7500,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M6_DELAY_8000MS_CONFIRM,10000,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M6_DELAY_8000MS_CONFIRM,7500,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M6_DELAY_8000MS_CONFIRM,10000,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M7_CLASS_RESTRICTED,7500,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M7_CLASS_RESTRICTED,10000,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M7_CLASS_RESTRICTED,7500,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,entry_exit_intersection,C4,M7_CLASS_RESTRICTED,10000,-6000,120000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M4_CONFIRM_2_WINDOWS,7500,-6000,60000,True,,4748,1.0,1.0,0.017481044650379106,0.02274641954507161,0.9597725358045492,,-317.664700926706,-202.0,-1508272,74253,15.638795282224095,0.0,0.6342788171394086,0.6108029212154573,0.2693203115314777,42,57,994,True,False,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M4_CONFIRM_2_WINDOWS,10000,-6000,60000,True,,4748,1.0,1.0,0.009688289806234204,0.02358887952822241,0.9667228306655434,,-319.50610783487787,-202.0,-1517015,50153,10.562973883740522,0.0,0.635102533172497,0.6116429434213074,0.20373745273474778,25,58,995,True,True,True,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M4_CONFIRM_2_WINDOWS,7500,-6000,120000,True,,4748,1.0,1.0,0.03011794439764111,0.03201347935973041,0.9378685762426284,,-327.63163437236733,-202.0,-1555595,401131,84.48420387531593,0.0,0.7311411992263056,0.7116166523108315,0.3581546963908203,92,96,1416,True,False,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M4_CONFIRM_2_WINDOWS,10000,-6000,120000,True,,4748,1.0,1.0,0.016427969671440605,0.03369839932603201,0.9498736310025274,,-334.59688289806235,-202.0,-1588666,442815,93.26347935973041,0.0,0.7351377477042049,0.7157011038976295,0.22391198215115862,44,99,1422,True,True,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M5_DELAY_4000MS_CONFIRM,7500,-6000,60000,True,,4748,1.0,1.0,0.017481044650379106,0.02274641954507161,0.9597725358045492,,-317.900800336984,-202.0,-1509393,73132,15.402695871946083,0.0,0.6350453172205438,0.6115635993057013,0.2673248632481673,42,56,995,True,False,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M5_DELAY_4000MS_CONFIRM,10000,-6000,60000,True,,4748,1.0,1.0,0.009688289806234204,0.02358887952822241,0.9667228306655434,,-319.7422072451559,-202.0,-1518136,49032,10.32687447346251,0.0,0.6358695652173914,0.6124042427139429,0.20174713559685573,25,57,996,True,True,True,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M5_DELAY_4000MS_CONFIRM,7500,-6000,120000,True,,4748,1.0,1.0,0.03011794439764111,0.03201347935973041,0.9378685762426284,,-327.86773378264536,-202.0,-1556716,400010,84.24810446503791,0.0,0.7319787131107885,0.712466602175882,0.3570201514380685,92,95,1418,True,False,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M5_DELAY_4000MS_CONFIRM,10000,-6000,120000,True,,4748,1.0,1.0,0.016427969671440605,0.03369839932603201,0.9498736310025274,,-334.8329823083403,-202.0,-1589787,441694,93.0273799494524,0.0,0.7359767891682786,0.716553047495315,0.22273709950815573,44,98,1424,True,True,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M6_DELAY_8000MS_CONFIRM,7500,-6000,60000,True,,4748,1.0,1.0,0.017481044650379106,0.02274641954507161,0.9597725358045492,,-319.95029486099406,-202.0,-1519124,63401,13.353201347935974,0.0,0.6258023106546855,0.6014915868008608,0.24203130991205682,40,49,926,True,True,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M6_DELAY_8000MS_CONFIRM,10000,-6000,60000,True,,4748,1.0,1.0,0.009688289806234204,0.02358887952822241,0.9667228306655434,,-326.28706823925864,-202.0,-1549211,17957,3.78201347935973,0.0,0.6264441591784339,0.6021401333572945,0.18361319111974675,24,49,927,True,True,True,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M6_DELAY_8000MS_CONFIRM,7500,-6000,120000,True,,4748,1.0,1.0,0.03011794439764111,0.03201347935973041,0.9378685762426284,,-331.7356781802864,-202.0,-1575081,381645,80.3801600673968,0.0,0.7245868803204807,0.7045769553256122,0.3437608273591638,90,88,1359,True,False,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M6_DELAY_8000MS_CONFIRM,10000,-6000,120000,True,,4748,1.0,1.0,0.016427969671440605,0.03369839932603201,0.9498736310025274,,-342.71819713563605,-202.0,-1627226,404255,85.1421651221567,0.0,0.728592889334001,0.7086643172667686,0.2074005688163557,43,90,1365,True,True,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M7_CLASS_RESTRICTED,7500,-6000,60000,True,,4748,1.0,1.0,0.017481044650379106,0.02274641954507161,0.9597725358045492,,-316.29675652906485,-202.0,-1501777,80748,17.006739679865206,0.0,0.6507394766780432,0.6281474686467807,0.2901368566885099,46,62,1082,True,False,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M7_CLASS_RESTRICTED,10000,-6000,60000,True,,4748,1.0,1.0,0.009688289806234204,0.02358887952822241,0.9667228306655434,,-315.8498315080034,-202.0,-1499655,67513,14.219250210614996,0.0,0.6524459613196815,0.6298755265892709,0.21134851617433772,26,64,1083,True,True,True,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M7_CLASS_RESTRICTED,7500,-6000,120000,True,,4748,1.0,1.0,0.03011794439764111,0.03201347935973041,0.9378685762426284,,-327.80855096882897,-202.0,-1556435,400291,84.30728727885426,0.0,0.7351704810836058,0.7160709502337936,0.3809531924625055,96,101,1473,True,False,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1,mask_only_tsv2_without_entry_filter,NONE,M7_CLASS_RESTRICTED,10000,-6000,120000,True,,4748,1.0,1.0,0.016427969671440605,0.03369839932603201,0.9498736310025274,,-332.0296967144061,-202.0,-1576477,455004,95.83066554338669,0.0,0.7389070527790752,0.7198857997100334,0.2366558656155793,45,105,1477,True,True,False,,,False,not_entry_exit_intersection;diagnostic_mask_only_baseline,existing_a2_mask_summary_csv
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,broad_acted_baseline_from_a2,BROAD_ACTED,NONE,7500,-6000,60000,True,,3656,0.9997265518184304,1.0,0.012855579868708972,0.028172866520787748,0.9589715536105032,,-512.6157002188183,-202.0,-1874123,,,,,,,,,,,,,,,False,baseline_only,existing_a2_mask_summary_csv_baseline_columns
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,broad_acted_baseline_from_a2,BROAD_ACTED,NONE,10000,-6000,60000,True,,3656,0.9997265518184304,1.0,0.0087527352297593,0.02899343544857768,0.962253829321663,,-508.3109956236324,-202.0,-1858385,,,,,,,,,,,,,,,False,baseline_only,existing_a2_mask_summary_csv_baseline_columns
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,broad_acted_baseline_from_a2,BROAD_ACTED,NONE,7500,-6000,120000,True,,3656,0.9997265518184304,1.0,0.025437636761487966,0.038566739606126915,0.9359956236323851,,-555.6373085339169,-208.0,-2031410,,,,,,,,,,,,,,,False,baseline_only,existing_a2_mask_summary_csv_baseline_columns
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,broad_acted_baseline_from_a2,BROAD_ACTED,NONE,10000,-6000,120000,True,,3656,0.9997265518184304,1.0,0.019967177242888403,0.03938730853391685,0.9406455142231948,,-527.121170678337,-208.0,-1927155,,,,,,,,,,,,,,,False,baseline_only,existing_a2_mask_summary_csv_baseline_columns
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,entry_exit_intersection,S1_F5,M4_CONFIRM_2_WINDOWS,7500,-6000,60000,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,,,,,,,,,,,,,,,,,,,,,,,,,False,shadow-burnin-v3-r49-r48-target60-stop60-exit-replay-timestop-v2-maxwait66000-r1:missing_gatekeeper_v2_decisions_jsonl,blocked_before_metric_calculation
