policy,policy_kind,target_bps,stop_bps,max_hold_ms,input_count,eligible_count,excluded_count,target_count,stop_count,timeout_count,target_rate,stop_rate,timeout_rate,positive_timeout_count,negative_timeout_count,negative_timeout_rate,avg_pnl_bps,median_pnl_bps,sum_pnl_bps,profit_factor,max_consecutive_losses
S0,candidate_ladder,200,-1000,10000,4317,4317,0,477,648,3192,0.11049339819318972,0.15010423905489922,0.7394023627519111,93,2432,0.7619047619047619,-237.72596710678712,-102.0,-1026263.0,0.09100708496197114,26
S0,candidate_ladder,200,-1500,10000,4317,4317,0,485,496,3336,0.1123465369469539,0.11489460273337966,0.7727588603196665,93,2576,0.7721822541966427,-299.99374565670604,-102.0,-1295073.0,0.0745651237190238,26
S0,candidate_ladder,200,-2000,10000,4317,4317,0,493,404,3420,0.1141996757007181,0.0935835070650915,0.7922168172341905,93,2660,0.7777777777777778,-346.7338429464906,-102.0,-1496850.0,0.06610190429486436,26
S0,candidate_ladder,200,-3000,10000,4317,4317,0,498,260,3559,0.11535788742182071,0.060227009497336115,0.8244151030808432,94,2798,0.7861758921045238,-413.8195506138522,-102.0,-1786459.0,0.05653574578428421,26
S0,candidate_ladder,200,-5000,10000,4317,4317,0,501,110,3706,0.11605281445448228,0.025480657864257586,0.8584665276812601,95,2944,0.7943874797625472,-484.4005096131573,-102.0,-2091157.0,0.04899167032003507,26
S0,candidate_ladder,200,-6000,10000,4317,4317,0,502,61,3754,0.1162844567987028,0.014130182997451933,0.8695853602038452,95,2992,0.797016515716569,-496.1174426685198,-102.0,-2141739.0,0.0479746771298495,26
S0,candidate_ladder,300,-100,10000,4317,4317,0,393,3038,886,0.09103544127866574,0.7037294417419504,0.20523511697938382,103,116,0.1309255079006772,-41.97984711605282,-100.0,-181227.0,0.4169915843113033,26
S0,candidate_ladder,300,-200,10000,4317,4317,0,409,1269,2639,0.09474171878619411,0.2939541348158443,0.6113041463979616,115,1857,0.7036756347101175,-72.6388695853602,-102.0,-313582.0,0.3023061263085292,26
S0,candidate_ladder,300,-300,10000,4317,4317,0,413,1129,2775,0.09566828816307621,0.26152420662497106,0.6428075052119527,115,1993,0.7181981981981982,-100.03335649756775,-102.0,-431844.0,0.24093672715000605,26
S0,candidate_ladder,300,-500,10000,4317,4317,0,420,949,2948,0.09728978457261987,0.2198285846652768,0.6828816307621033,123,2158,0.73202170963365,-145.514709288858,-102.0,-628187.0,0.18283342309083198,26
