policy,policy_kind,target_bps,stop_bps,max_hold_ms,input_count,eligible_count,excluded_count,target_count,stop_count,timeout_count,target_rate,stop_rate,timeout_rate,positive_timeout_count,negative_timeout_count,negative_timeout_rate,avg_pnl_bps,median_pnl_bps,sum_pnl_bps,profit_factor,max_consecutive_losses
S1_F5,candidate_ladder,6000,-5000,60000,1154,1154,0,101,257,796,0.08752166377816291,0.22270363951473138,0.6897746967071057,273,523,0.657035175879397,-1214.8041594454073,-1635.0,-1401884.0,0.4386259694214045,20
S1_F5,candidate_ladder,6000,-6000,60000,1154,1154,0,103,150,901,0.08925476603119584,0.12998266897746968,0.7807625649913345,275,626,0.6947835738068813,-1315.295493934142,-1586.0,-1517851.0,0.4227452337578867,19
S1_F5,candidate_ladder,7500,-100,60000,1154,1154,0,27,1018,109,0.02339688041594454,0.8821490467937608,0.09445407279029462,107,2,0.01834862385321101,292.9064124783362,-100.0,338014.0,4.3180591139774815,63
S1_F5,candidate_ladder,7500,-200,60000,1154,1154,0,30,949,175,0.025996533795493933,0.8223570190641247,0.15164644714038128,136,39,0.22285714285714286,282.56152512998267,-200.0,326076.0,2.678787847585117,43
S1_F5,candidate_ladder,7500,-300,60000,1154,1154,0,30,923,201,0.025996533795493933,0.7998266897746967,0.17417677642980936,153,48,0.23880597014925373,248.33968804159446,-300.0,286584.0,2.010739263381757,34
S1_F5,candidate_ladder,7500,-500,60000,1154,1154,0,33,897,224,0.02859618717504333,0.7772963604852686,0.19410745233968804,164,60,0.26785714285714285,140.32409012131717,-500.0,161934.0,1.3524556802228775,32
S1_F5,candidate_ladder,7500,-700,60000,1154,1154,0,36,858,260,0.03119584055459272,0.7435008665511266,0.22530329289428075,182,78,0.3,56.34488734835355,-700.0,65022.0,1.1046532401751785,32
S1_F5,candidate_ladder,7500,-1000,60000,1154,1154,0,42,808,304,0.036395147313691506,0.7001733102253033,0.2634315424610052,210,94,0.3092105263157895,-43.28682842287695,-1000.0,-49953.0,0.9405888663442761,32
S1_F5,candidate_ladder,7500,-1500,60000,1154,1154,0,49,731,374,0.04246100519930676,0.6334488734835355,0.3240901213171577,245,129,0.3449197860962567,-212.3518197573657,-1500.0,-245054.0,0.7895968705782149,32
S1_F5,candidate_ladder,7500,-2000,60000,1154,1154,0,51,654,449,0.04419410745233969,0.5667244367417678,0.38908145580589254,271,178,0.39643652561247217,-393.4220103986135,-2000.0,-454009.0,0.6850648066898123,28
S1_F5,candidate_ladder,7500,-3000,60000,1154,1154,0,55,512,587,0.047660311958405546,0.4436741767764298,0.5086655112651647,294,293,0.4991482112436116,-742.9046793760832,-2188.5,-857312.0,0.5516898592755707,20
S1_F5,candidate_ladder,7500,-5000,60000,1154,1154,0,63,258,833,0.05459272097053726,0.22357019064124783,0.7218370883882149,306,527,0.6326530612244898,-1197.152512998267,-1705.0,-1381514.0,0.450732190624016,20
S1_F5,candidate_ladder,7500,-6000,60000,1154,1154,0,64,151,939,0.05545927209705372,0.13084922010398614,0.8136915077989602,309,630,0.670926517571885,-1298.9913344887348,-1620.5,-1499036.0,0.4339810865867312,19
S1_F5,candidate_ladder,10000,-100,60000,1154,1154,0,13,1021,120,0.011265164644714038,0.8847487001733102,0.10398613518197573,118,2,0.016666666666666666,293.75563258232233,-100.0,338994.0,4.317908212702235,63
S1_F5,candidate_ladder,10000,-200,60000,1154,1154,0,13,952,189,0.011265164644714038,0.8249566724436742,0.1637781629116118,150,39,0.20634920634920634,283.82928942807627,-200.0,327539.0,2.6811269138185008,43
S1_F5,candidate_ladder,10000,-300,60000,1154,1154,0,13,926,215,0.011265164644714038,0.8024263431542461,0.18630849220103987,167,48,0.22325581395348837,249.3474870017331,-300.0,287747.0,2.011629910103748,34
S1_F5,candidate_ladder,10000,-500,60000,1154,1154,0,14,900,240,0.012131715771230503,0.779896013864818,0.20797227036395147,180,60,0.25,142.84055459272096,-500.0,164838.0,1.3576088253479266,32
S1_F5,candidate_ladder,10000,-700,60000,1154,1154,0,15,861,278,0.012998266897746967,0.7461005199306759,0.24090121317157712,200,78,0.2805755395683453,57.20190641247834,-700.0,66011.0,1.1058871463196713,32
S1_F5,candidate_ladder,10000,-1000,60000,1154,1154,0,18,812,324,0.01559792027729636,0.7036395147313691,0.2807625649913345,230,94,0.29012345679012347,-45.255632582322356,-1000.0,-52225.0,0.9381807808220151,32
S1_F5,candidate_ladder,10000,-1500,60000,1154,1154,0,21,736,397,0.018197573656845753,0.6377816291161178,0.3440207972270364,268,129,0.3249370277078086,-217.8431542461005,-1500.0,-251391.0,0.7855369616477903,32
S1_F5,candidate_ladder,10000,-2000,60000,1154,1154,0,23,659,472,0.01993067590987868,0.57105719237435,0.4090121317157712,294,178,0.3771186440677966,-396.7469670710572,-2000.0,-457846.0,0.6845910877345265,28
S1_F5,candidate_ladder,10000,-3000,60000,1154,1154,0,26,516,612,0.022530329289428077,0.44714038128249567,0.5303292894280762,318,294,0.4803921568627451,-745.5433275563258,-2253.5,-860357.0,0.5533726617599575,20
S1_F5,candidate_ladder,10000,-5000,60000,1154,1154,0,32,260,862,0.02772963604852686,0.22530329289428075,0.7469670710571924,331,531,0.6160092807424594,-1199.0389948006932,-1737.0,-1383691.0,0.4541676544993296,20
S1_F5,candidate_ladder,10000,-6000,60000,1154,1154,0,33,152,969,0.02859618717504333,0.1317157712305026,0.8396880415944541,334,635,0.6553147574819401,-1298.9523396880415,-1696.5,-1498991.0,0.43826077897471294,19
S1_F5,candidate_ladder,100,-100,90000,1154,1154,0,370,784,0,0.32062391681109187,0.6793760831889082,0.0,0,0,0.0,-35.87521663778163,-100.0,-41400.0,0.4719387755102041,17
S1_F5,candidate_ladder,100,-200,90000,1154,1154,0,423,704,27,0.3665511265164645,0.610051993067591,0.02339688041594454,0,27,1.0,-88.08318890814559,-200.0,-101648.0,0.29385611470808903,14
S1_F5,candidate_ladder,100,-300,90000,1154,1154,0,443,676,35,0.38388214904679374,0.58578856152513,0.030329289428076257,0,35,1.0,-141.87608318890815,-300.0,-163725.0,0.2129551736570124,14
S1_F5,candidate_ladder,100,-500,90000,1154,1154,0,465,645,44,0.40294627383015597,0.5589254766031195,0.038128249566724434,1,43,0.9772727272727273,-246.10398613518197,-500.0,-284004.0,0.14086577729376532,14
S1_F5,candidate_ladder,100,-700,90000,1154,1154,0,490,612,52,0.4246100519930676,0.5303292894280762,0.045060658578856154,1,51,0.9807692307692307,-339.1438474870017,-700.0,-391372.0,0.11140273999972754,14
S1_F5,candidate_ladder,100,-1000,90000,1154,1154,0,528,564,62,0.45753899480069327,0.48873483535528595,0.053726169844020795,1,61,0.9838709677419355,-460.49913344887347,-584.5,-531416.0,0.09048028178174237,10
S1_F5,candidate_ladder,100,-1500,90000,1154,1154,0,569,504,81,0.4930675909878683,0.43674176776429807,0.07019064124783363,1,80,0.9876543209876543,-640.7859618717505,-101.5,-739467.0,0.0715264184181218,10
S1_F5,candidate_ladder,100,-2000,90000,1154,1154,0,600,452,102,0.5199306759098787,0.39168110918544197,0.08838821490467938,1,101,0.9901960784313726,-793.394280762565,100.0,-915577.0,0.061565552153810356,10
S1_F5,candidate_ladder,100,-3000,90000,1154,1154,0,640,347,167,0.5545927209705372,0.3006932409012132,0.14471403812824957,2,165,0.9880239520958084,-1035.595320623917,100.0,-1195077.0,0.050925109712341626,10
S1_F5,candidate_ladder,100,-5000,90000,1154,1154,0,664,170,320,0.5753899480069324,0.14731369150779897,0.2772963604852686,2,318,0.99375,-1356.0441941074523,100.0,-1564875.0,0.040777859507171756,8
S1_F5,candidate_ladder,100,-6000,90000,1154,1154,0,673,100,381,0.5831889081455806,0.08665511265164645,0.33015597920277295,2,379,0.994750656167979,-1402.1412478336222,100.0,-1618071.0,0.04000306141337624,8
S1_F5,candidate_ladder,200,-100,90000,1154,1154,0,356,797,1,0.30849220103986136,0.6906412478336221,0.0008665511265164644,1,0,0.0,-7.268630849220104,-100.0,-8388.0,0.8947553324968632,17
S1_F5,candidate_ladder,200,-200,90000,1154,1154,0,401,722,31,0.34748700173310226,0.6256499133448874,0.026863084922010397,3,28,0.9032258064516129,-58.09098786828423,-200.0,-67037.0,0.5461119198347947,14
S1_F5,candidate_ladder,200,-300,90000,1154,1154,0,421,694,39,0.3648180242634315,0.6013864818024264,0.033795493934142114,3,36,0.9230769230769231,-111.7105719237435,-300.0,-128914.0,0.39639091266645443,14
S1_F5,candidate_ladder,200,-500,90000,1154,1154,0,443,662,49,0.38388214904679374,0.5736568457538995,0.04246100519930676,4,45,0.9183673469387755,-216.78162911611784,-500.0,-250166.0,0.2626779451206932,14
S1_F5,candidate_ladder,200,-700,90000,1154,1154,0,469,628,57,0.40641247833622185,0.5441941074523396,0.049393414211438474,4,53,0.9298245614035088,-309.8214904679376,-700.0,-357534.0,0.20874699573759897,14
S1_F5,candidate_ladder,200,-1000,90000,1154,1154,0,508,577,69,0.44020797227036396,0.5,0.05979202772963605,4,65,0.9420289855072463,-430.7521663778163,-981.0,-497088.0,0.17043049872165444,10
S1_F5,candidate_ladder,200,-1500,90000,1154,1154,0,548,516,90,0.4748700173310225,0.44714038128249567,0.0779896013864818,4,86,0.9555555555555556,-613.1603119584056,-162.0,-707587.0,0.13467349711572915,10
S1_F5,candidate_ladder,200,-2000,90000,1154,1154,0,580,463,111,0.5025996533795494,0.40121317157712305,0.09618717504332755,4,107,0.963963963963964,-766.3752166377816,200.0,-884397.0,0.11641678014548601,10
S1_F5,candidate_ladder,200,-3000,90000,1154,1154,0,618,356,180,0.5355285961871751,0.30849220103986136,0.1559792027729636,5,175,0.9722222222222222,-1014.8916811091855,200.0,-1171185.0,0.09586696598958752,10
S1_F5,candidate_ladder,200,-5000,90000,1154,1154,0,638,177,339,0.5528596187175043,0.15337954939341422,0.2937608318890815,5,334,0.9852507374631269,-1358.1351819757365,200.0,-1567288.0,0.07560318047315466,8
S1_F5,candidate_ladder,200,-6000,90000,1154,1154,0,648,104,402,0.561525129982669,0.09012131715771231,0.3483535528596187,5,397,0.9875621890547264,-1403.8500866551126,200.0,-1620043.0,0.07438067998075677,8
S1_F5,candidate_ladder,300,-100,90000,1154,1154,0,339,814,1,0.2937608318890815,0.7053726169844021,0.0008665511265164644,1,0,0.0,17.688041594454074,-100.0,20412.0,1.2507616707616707,21
S1_F5,candidate_ladder,300,-200,90000,1154,1154,0,382,741,31,0.3310225303292894,0.6421143847487002,0.026863084922010397,3,28,0.9032258064516129,-31.574523396880416,-200.0,-36437.0,0.7594838113469091,14
S1_F5,candidate_ladder,300,-300,90000,1154,1154,0,403,712,39,0.3492201039861352,0.6169844020797227,0.033795493934142114,3,36,0.9230769230769231,-84.58752166377816,-300.0,-97614.0,0.5542169775131067,14
S1_F5,candidate_ladder,300,-500,90000,1154,1154,0,426,679,49,0.36915077989601386,0.5883882149046794,0.04246100519930676,4,45,0.9183673469387755,-190.17850953206238,-500.0,-219466.0,0.3689697806147388,14
S1_F5,candidate_ladder,300,-700,90000,1154,1154,0,454,643,57,0.3934142114384749,0.5571923743500866,0.049393414211438474,4,53,0.9298245614035088,-282.1785095320624,-700.0,-325634.0,0.29571025049853145,14
S1_F5,candidate_ladder,300,-1000,90000,1154,1154,0,495,590,69,0.4289428076256499,0.511265164644714,0.05979202772963605,4,65,0.9420289855072463,-401.3760831889081,-1000.0,-463188.0,0.24341894637805206,11
S1_F5,candidate_ladder,300,-1500,90000,1154,1154,0,535,528,91,0.46360485268630847,0.45753899480069327,0.07885615251299827,4,87,0.9560439560439561,-585.6221837088389,-279.0,-675808.0,0.19242093992581547,10
S1_F5,candidate_ladder,300,-2000,90000,1154,1154,0,566,474,114,0.4904679376083189,0.41074523396880414,0.09878682842287695,5,109,0.956140350877193,-740.7452339688042,-96.5,-854820.0,0.16626678058543323,10
S1_F5,candidate_ladder,300,-3000,90000,1154,1154,0,603,363,188,0.5225303292894281,0.3145580589254766,0.16291161178509533,8,180,0.9574468085106383,-988.3786828422877,300.0,-1140589.0,0.13768451771181026,10
S1_F5,candidate_ladder,300,-5000,90000,1154,1154,0,623,181,350,0.5398613518197574,0.15684575389948008,0.30329289428076256,8,342,0.9771428571428571,-1340.57712305026,300.0,-1547026.0,0.1084153343069328,9
S1_F5,candidate_ladder,300,-6000,90000,1154,1154,0,633,106,415,0.548526863084922,0.09185441941074524,0.3596187175043328,8,407,0.980722891566265,-1388.4575389948006,300.0,-1602280.0,0.10656653633664846,9
S1_F5,candidate_ladder,400,-100,90000,1154,1154,0,330,823,1,0.28596187175043325,0.7131715771230502,0.0008665511265164644,1,0,0.0,43.164644714038126,-100.0,49812.0,1.6052490886998785,21
S1_F5,candidate_ladder,400,-200,90000,1154,1154,0,372,751,31,0.3223570190641248,0.6507798960138648,0.026863084922010397,3,28,0.9032258064516129,-3.67157712305026,-200.0,-4237.0,0.9723964949998372,14
S1_F5,candidate_ladder,400,-300,90000,1154,1154,0,395,720,39,0.34228769497400346,0.6239168110918544,0.033795493934142114,3,36,0.9230769230769231,-54.51819757365685,-300.0,-62914.0,0.7157996494588295,14
S1_F5,candidate_ladder,400,-500,90000,1154,1154,0,416,689,49,0.36048526863084923,0.597053726169844,0.04246100519930676,4,45,0.9183673469387755,-161.06239168110918,-500.0,-185866.0,0.47315400096374616,14
S1_F5,candidate_ladder,400,-700,90000,1154,1154,0,444,653,57,0.3847487001733102,0.5658578856152513,0.049393414211438474,4,53,0.9298245614035088,-252.36915077989602,-700.0,-291234.0,0.3795056225738136,14
S1_F5,candidate_ladder,400,-1000,90000,1154,1154,0,484,601,69,0.4194107452339688,0.5207972270363952,0.05979202772963605,4,65,0.9420289855072463,-371.8266897746967,-1000.0,-429088.0,0.3114895091878847,11
S1_F5,candidate_ladder,400,-1500,90000,1154,1154,0,525,538,91,0.45493934142114384,0.4662045060658579,0.07885615251299827,4,87,0.9560439560439561,-555.7261698440208,-408.5,-641308.0,0.24714262906300774,10
S1_F5,candidate_ladder,400,-2000,90000,1154,1154,0,558,482,114,0.48353552859618715,0.41767764298093585,0.09878682842287695,5,109,0.956140350877193,-708.3362218370884,-102.5,-817420.0,0.2149944492034895,10
S1_F5,candidate_ladder,400,-3000,90000,1154,1154,0,594,368,192,0.5147313691507799,0.3188908145580589,0.1663778162911612,8,184,0.9583333333333334,-956.2694974003466,400.0,-1103535.0,0.1779087585884765,10
S1_F5,candidate_ladder,400,-5000,90000,1154,1154,0,614,183,357,0.5320623916811091,0.158578856152513,0.3093587521663778,8,349,0.9775910364145658,-1312.0043327556325,400.0,-1514053.0,0.14016715610303776,9
S1_F5,candidate_ladder,400,-6000,90000,1154,1154,0,624,108,422,0.5407279029462738,0.09358752166377816,0.36568457538994803,8,414,0.981042654028436,-1360.7512998266898,400.0,-1570307.0,0.1377260075239289,9
S1_F5,candidate_ladder,500,-100,90000,1154,1154,0,315,836,3,0.2729636048526863,0.7244367417677643,0.0025996533795493936,3,0,0.0,64.69930675909879,-100.0,74663.0,1.893098086124402,21
S1_F5,candidate_ladder,500,-200,90000,1154,1154,0,357,763,34,0.3093587521663778,0.6611785095320624,0.029462738301559793,6,28,0.8235294117647058,20.898613518197575,-200.0,24117.0,1.154700279033965,15
S1_F5,candidate_ladder,500,-300,90000,1154,1154,0,380,732,42,0.3292894280762565,0.634315424610052,0.036395147313691506,6,36,0.8571428571428571,-28.9948006932409,-300.0,-33460.0,0.8512703803139946,15
S1_F5,candidate_ladder,500,-500,90000,1154,1154,0,401,700,53,0.34748700173310226,0.6065857885615251,0.04592720970537262,7,46,0.8679245283018868,-135.71490467937608,-500.0,-156615.0,0.5633731352437878,15
S1_F5,candidate_ladder,500,-700,90000,1154,1154,0,430,663,61,0.37261698440207974,0.574523396880416,0.05285961871750433,7,54,0.8852459016393442,-225.4618717504333,-700.0,-260183.0,0.45426953966452793,15
S1_F5,candidate_ladder,500,-1000,90000,1154,1154,0,471,610,73,0.40814558058925476,0.5285961871750433,0.0632582322357019,7,66,0.9041095890410958,-342.7530329289428,-1000.0,-395537.0,0.37475873951771616,13
S1_F5,candidate_ladder,500,-1500,90000,1154,1154,0,511,546,97,0.44280762564991333,0.4731369150779896,0.08405545927209705,7,90,0.9278350515463918,-526.6949740034662,-661.0,-607806.0,0.2972398610680739,11
S1_F5,candidate_ladder,500,-2000,90000,1154,1154,0,545,487,122,0.47227036395147315,0.4220103986135182,0.10571923743500866,8,114,0.9344262295081968,-676.2876949740034,-147.5,-780436.0,0.2600131606144907,11
S1_F5,candidate_ladder,500,-3000,90000,1154,1154,0,582,370,202,0.5043327556325823,0.32062391681109187,0.17504332755632582,11,191,0.9455445544554455,-920.5970537261699,500.0,-1062369.0,0.21633340439453277,10
S1_F5,candidate_ladder,500,-5000,90000,1154,1154,0,602,184,368,0.5216637781629117,0.15944540727902945,0.3188908145580589,11,357,0.970108695652174,-1276.6031195840555,500.0,-1473200.0,0.17071495719038318,9
S1_F5,candidate_ladder,500,-6000,90000,1154,1154,0,612,108,434,0.5303292894280762,0.09358752166377816,0.37608318890814557,11,423,0.9746543778801844,-1322.1551126516465,500.0,-1525767.0,0.16808275950812335,9
S1_F5,candidate_ladder,700,-100,90000,1154,1154,0,289,858,7,0.25043327556325823,0.7435008665511266,0.006065857885615251,7,0,0.0,103.7530329289428,-100.0,119731.0,2.3954662004662004,21
S1_F5,candidate_ladder,700,-200,90000,1154,1154,0,333,781,40,0.2885615251299827,0.6767764298093587,0.03466204506065858,12,28,0.7,68.2686308492201,-200.0,78782.0,1.4939465186996457,15
S1_F5,candidate_ladder,700,-300,90000,1154,1154,0,355,750,49,0.3076256499133449,0.6499133448873483,0.04246100519930676,13,36,0.7346938775510204,20.714038128249566,-300.0,23904.0,1.1037626100394144,15
S1_F5,candidate_ladder,700,-500,90000,1154,1154,0,374,719,61,0.3240901213171577,0.6230502599653379,0.05285961871750433,15,46,0.7540983606557377,-86.69844020797227,-500.0,-100050.0,0.7282675118755653,15
S1_F5,candidate_ladder,700,-700,90000,1154,1154,0,401,684,69,0.34748700173310226,0.5927209705372617,0.05979202772963605,15,54,0.782608695652174,-177.13864818024263,-700.0,-204418.0,0.5840605866996568,15
S1_F5,candidate_ladder,700,-1000,90000,1154,1154,0,435,637,82,0.37694974003466203,0.5519930675909879,0.07105719237435008,16,66,0.8048780487804879,-301.75649913344887,-1000.0,-348227.0,0.472075377303427,15
S1_F5,candidate_ladder,700,-1500,90000,1154,1154,0,474,572,108,0.41074523396880414,0.49566724436741766,0.09358752166377816,17,91,0.8425925925925926,-490.6204506065858,-1372.5,-566176.0,0.37445475156116725,15
S1_F5,candidate_ladder,700,-2000,90000,1154,1154,0,511,508,135,0.44280762564991333,0.44020797227036396,0.1169844020797227,18,117,0.8666666666666667,-638.0407279029463,-373.0,-736299.0,0.3314049414172636,15
S1_F5,candidate_ladder,700,-3000,90000,1154,1154,0,549,387,218,0.475736568457539,0.33535528596187175,0.18890814558058924,21,197,0.9036697247706422,-889.9289428076256,-101.0,-1026978.0,0.27631024476317856,11
S1_F5,candidate_ladder,700,-5000,90000,1154,1154,0,569,196,389,0.4930675909878683,0.16984402079722705,0.33708838821490467,21,368,0.9460154241645244,-1263.6559792027729,480.5,-1458259.0,0.21782621125561652,9
S1_F5,candidate_ladder,700,-6000,90000,1154,1154,0,579,112,463,0.5017331022530329,0.09705372616984402,0.40121317157712305,21,442,0.9546436285097192,-1313.095320623917,700.0,-1515312.0,0.21422096846122732,9
S1_F5,candidate_ladder,1000,-100,90000,1154,1154,0,247,890,17,0.21403812824956672,0.7712305025996534,0.014731369150779897,16,1,0.058823529411764705,146.5,-100.0,169061.0,2.8987724204544176,26
S1_F5,candidate_ladder,1000,-200,90000,1154,1154,0,286,817,51,0.24783362218370883,0.7079722703639515,0.04419410745233969,21,30,0.5882352941176471,114.54506065857886,-200.0,132185.0,1.79219580603983,21
S1_F5,candidate_ladder,1000,-300,90000,1154,1154,0,307,786,61,0.26603119584055457,0.6811091854419411,0.05285961871750433,23,38,0.6229508196721312,69.31715771230503,-300.0,79992.0,1.3314549010508172,21
S1_F5,candidate_ladder,1000,-500,90000,1154,1154,0,325,756,73,0.28162911611785096,0.6551126516464472,0.0632582322357019,25,48,0.6575342465753424,-40.69497400346621,-500.0,-46962.0,0.8786063067231561,17
S1_F5,candidate_ladder,1000,-700,90000,1154,1154,0,348,725,81,0.30155979202772965,0.6282495667244368,0.07019064124783363,25,56,0.691358024691358,-136.421143847487,-700.0,-157430.0,0.6974391005621486,17
S1_F5,candidate_ladder,1000,-1000,90000,1154,1154,0,381,678,95,0.33015597920277295,0.587521663778163,0.08232235701906412,26,69,0.7263157894736842,-264.3743500866551,-1000.0,-305088.0,0.5651093042615548,17
S1_F5,candidate_ladder,1000,-1500,90000,1154,1154,0,423,608,123,0.3665511265164645,0.5268630849220104,0.10658578856152513,28,95,0.7723577235772358,-452.59185441941077,-1500.0,-522291.0,0.456710875331565,15
S1_F5,candidate_ladder,1000,-2000,90000,1154,1154,0,460,538,156,0.3986135181975737,0.4662045060658579,0.13518197573656845,31,125,0.8012820512820513,-599.1906412478336,-1065.5,-691466.0,0.4081768897759777,15
S1_F5,candidate_ladder,1000,-3000,90000,1154,1154,0,496,415,243,0.42980935875216636,0.3596187175043328,0.21057192374350087,36,207,0.8518518518518519,-865.7019064124784,-298.0,-999020.0,0.34002717791625847,11
S1_F5,candidate_ladder,1000,-5000,90000,1154,1154,0,517,204,433,0.4480069324090121,0.17677642980935876,0.3752166377816291,36,397,0.9168591224018475,-1252.2746967071057,-139.5,-1445125.0,0.2704461857985071,9
S1_F5,candidate_ladder,1000,-6000,90000,1154,1154,0,527,118,509,0.45667244367417675,0.1022530329289428,0.4410745233968804,36,473,0.9292730844793713,-1304.2131715771231,-102.0,-1505062.0,0.266099432847451,9
S1_F5,candidate_ladder,1500,-100,90000,1154,1154,0,196,925,33,0.16984402079722705,0.8015597920277296,0.02859618717504333,32,1,0.030303030303030304,198.97487001733103,-100.0,229617.0,3.4813534045841124,26
S1_F5,candidate_ladder,1500,-200,90000,1154,1154,0,230,854,70,0.19930675909878684,0.7400346620450606,0.060658578856152515,40,30,0.42857142857142855,175.51646447140382,-200.0,202546.0,2.162327340338232,21
S1_F5,candidate_ladder,1500,-300,90000,1154,1154,0,249,824,81,0.21577123050259966,0.7140381282495667,0.07019064124783363,42,39,0.48148148148148145,133.1117850953206,-300.0,153611.0,1.6072109037149476,21
S1_F5,candidate_ladder,1500,-500,90000,1154,1154,0,267,793,94,0.231369150779896,0.6871750433275563,0.08145580589254767,45,49,0.5212765957446809,25.89254766031196,-500.0,29880.0,1.0736688206824967,17
S1_F5,candidate_ladder,1500,-700,90000,1154,1154,0,286,765,103,0.24783362218370883,0.6629116117850953,0.08925476603119584,45,58,0.5631067961165048,-73.34835355285962,-700.0,-84644.0,0.8457155460124712,17
S1_F5,candidate_ladder,1500,-1000,90000,1154,1154,0,315,721,118,0.2729636048526863,0.6247833622183708,0.1022530329289428,47,71,0.6016949152542372,-204.69757365684575,-1000.0,-236221.0,0.6828507597747662,17
S1_F5,candidate_ladder,1500,-1500,90000,1154,1154,0,355,650,149,0.3076256499133449,0.5632582322357019,0.1291161178509532,51,98,0.6577181208053692,-394.3726169844021,-1500.0,-455106.0,0.5564342501147642,15
S1_F5,candidate_ladder,1500,-2000,90000,1154,1154,0,388,579,187,0.3362218370883882,0.5017331022530329,0.16204506065857885,56,131,0.7005347593582888,-549.8318890814558,-2000.0,-634506.0,0.4948622925631217,15
S1_F5,candidate_ladder,1500,-3000,90000,1154,1154,0,423,450,281,0.3665511265164645,0.389948006932409,0.24350086655112652,63,218,0.7758007117437722,-829.1715771230503,-889.0,-956864.0,0.4146023930686903,11
S1_F5,candidate_ladder,1500,-5000,90000,1154,1154,0,446,221,487,0.38648180242634317,0.19150779896013864,0.4220103986135182,63,424,0.8706365503080082,-1239.0025996533795,-531.5,-1429809.0,0.3324884838881811,9
S1_F5,candidate_ladder,1500,-6000,90000,1154,1154,0,453,127,574,0.3925476603119584,0.11005199306759099,0.49740034662045063,65,509,0.8867595818815331,-1304.6282495667244,-399.0,-1505541.0,0.3245232870480251,9
S1_F5,candidate_ladder,2000,-100,90000,1154,1154,0,154,961,39,0.13344887348353554,0.8327556325823223,0.033795493934142114,38,1,0.02564102564102564,215.5381282495667,-100.0,248731.0,3.587255687196397,33
S1_F5,candidate_ladder,2000,-200,90000,1154,1154,0,181,893,80,0.15684575389948008,0.7738301559792028,0.06932409012131716,50,30,0.375,195.684575389948,-200.0,225820.0,2.2403671337313726,25
S1_F5,candidate_ladder,2000,-300,90000,1154,1154,0,196,864,94,0.16984402079722705,0.7487001733102253,0.08145580589254767,55,39,0.4148936170212766,154.64124783362217,-300.0,178456.0,1.6734747790382598,25
S1_F5,candidate_ladder,2000,-500,90000,1154,1154,0,214,833,107,0.1854419410745234,0.7218370883882149,0.0927209705372617,58,49,0.45794392523364486,48.288561525129985,-500.0,55725.0,1.1309331083954615,25
S1_F5,candidate_ladder,2000,-700,90000,1154,1154,0,230,805,119,0.19930675909878684,0.6975736568457539,0.10311958405545928,61,58,0.48739495798319327,-51.11091854419411,-700.0,-58982.0,0.8977113295862288,25
S1_F5,candidate_ladder,2000,-1000,90000,1154,1154,0,258,760,136,0.22357019064124783,0.658578856152513,0.11785095320623917,64,72,0.5294117647058824,-179.74870017331023,-1000.0,-207430.0,0.7353790650562079,20
S1_F5,candidate_ladder,2000,-1500,90000,1154,1154,0,298,688,168,0.2582322357019064,0.5961871750433275,0.14558058925476602,68,100,0.5952380952380952,-368.46707105719236,-1500.0,-425211.0,0.6077255404474138,20
S1_F5,candidate_ladder,2000,-2000,90000,1154,1154,0,330,616,208,0.28596187175043325,0.5337954939341422,0.18024263431542462,73,135,0.6490384615384616,-528.8760831889082,-2000.0,-610323.0,0.5425766884040103,20
S1_F5,candidate_ladder,2000,-3000,90000,1154,1154,0,363,483,308,0.3145580589254766,0.41854419410745236,0.2668977469670711,82,226,0.7337662337662337,-822.2443674176776,-1525.0,-948870.0,0.4562492908496395,16
S1_F5,candidate_ladder,2000,-5000,90000,1154,1154,0,386,238,530,0.3344887348353553,0.20623916811091855,0.4592720970537262,84,446,0.8415094339622642,-1248.3310225303294,-951.5,-1440574.0,0.369429885343248,14
S1_F5,candidate_ladder,2000,-6000,90000,1154,1154,0,392,133,629,0.3396880415944541,0.11525129982668977,0.5450606585788561,87,542,0.8616852146263911,-1318.6048526863085,-860.5,-1521670.0,0.36059154327090953,14
S1_F5,candidate_ladder,3000,-100,90000,1154,1154,0,120,991,43,0.10398613518197573,0.8587521663778163,0.03726169844020797,42,1,0.023255813953488372,263.2980935875217,-100.0,303846.0,4.064910174808598,58
S1_F5,candidate_ladder,3000,-200,90000,1154,1154,0,140,928,86,0.12131715771230503,0.804159445407279,0.07452339688041594,56,30,0.3488372093023256,249.1317157712305,-200.0,287498.0,2.5206787299202893,28
S1_F5,candidate_ladder,3000,-300,90000,1154,1154,0,151,903,100,0.13084922010398614,0.7824956672443674,0.08665511265164645,61,39,0.39,206.6152512998267,-300.0,238434.0,1.8617743369548718,28
S1_F5,candidate_ladder,3000,-500,90000,1154,1154,0,165,875,114,0.14298093587521662,0.7582322357019065,0.09878682842287695,64,50,0.43859649122807015,96.99220103986136,-500.0,111929.0,1.2503595609665537,28
S1_F5,candidate_ladder,3000,-700,90000,1154,1154,0,179,846,129,0.15511265164644714,0.733102253032929,0.11178509532062392,70,59,0.4573643410852713,5.707105719237435,-700.0,6586.0,1.010871628614866,28
S1_F5,candidate_ladder,3000,-1000,90000,1154,1154,0,200,801,153,0.1733102253032929,0.6941074523396881,0.13258232235701906,80,73,0.477124183006536,-118.50866551126516,-1000.0,-136759.0,0.8343018113527594,21
