target_bps,stop_bps,max_hold_ms,eligible_count,excluded_count,target_count,stop_count,timeout_count,target_rate,stop_rate,timeout_rate,positive_timeout_count,negative_timeout_count,positive_timeout_rate,negative_timeout_rate,avg_pnl_bps,median_pnl_bps,sum_pnl_bps,p10_pnl_bps,p25_pnl_bps,p75_pnl_bps,p90_pnl_bps,min_pnl_bps,max_pnl_bps,positive_result_count,negative_result_count,win_rate,loss_rate,profit_factor,expected_gross_pnl_sol_at_0_25_sol,median_gross_pnl_sol_at_0_25_sol
200,-700,10000,3600,0,367,630,2603,0.10194444444444445,0.175,0.7230555555555556,73,1960,0.028044563964656165,0.7529773338455628,-189.59333333333333,-102.0,-682536,-700.0,-292.25,0.0,200.0,-700,200,440,2590,0.12222222222222222,0.7194444444444444,0.10365531750596875,-0.004739833333333334,-0.00255
200,-1000,10000,3600,0,374,509,2717,0.10388888888888889,0.1413888888888889,0.7547222222222222,74,2073,0.027235921972764077,0.7629738682370262,-232.67388888888888,-102.0,-837626,-1000.0,-291.0,0.0,200.0,-1000,200,448,2582,0.12444444444444444,0.7172222222222222,0.08759512092039362,-0.005816847222222222,-0.00255
200,-1500,10000,3600,0,380,385,2835,0.10555555555555556,0.10694444444444444,0.7875,74,2191,0.026102292768959437,0.7728395061728395,-290.9688888888889,-102.0,-1047488,-1500.0,-290.25,0.0,200.0,-1500,200,454,2576,0.12611111111111112,0.7155555555555555,0.07228386401961201,-0.007274222222222223,-0.00255
200,-2000,10000,3600,0,386,313,2901,0.10722222222222222,0.08694444444444445,0.8058333333333333,74,2257,0.0255084453636677,0.7780075835918648,-334.37333333333333,-102.0,-1203744,-1569.5,-288.0,0.0,200.0,-2000,200,460,2570,0.12777777777777777,0.7138888888888889,0.06437010322099242,-0.008359333333333333,-0.00255
200,-3000,10000,3600,0,389,207,3004,0.10805555555555556,0.0575,0.8344444444444444,75,2359,0.024966711051930757,0.7852862849533955,-398.7413888888889,-102.0,-1435469,-1521.3999999999999,-282.0,0.0,200.0,-3000,200,464,2566,0.1288888888888889,0.7127777777777777,0.05498331784056227,-0.009968534722222222,-0.00255
200,-5000,10000,3600,0,392,91,3117,0.10888888888888888,0.025277777777777777,0.8658333333333333,76,2471,0.02438241899262111,0.7927494385627205,-467.6827777777778,-102.0,-1683658,-1488.0,-278.0,0.0,200.0,-5000,200,468,2562,0.13,0.7116666666666667,0.04762556615284189,-0.011692069444444444,-0.00255
200,-6000,10000,3600,0,393,51,3156,0.10916666666666666,0.014166666666666666,0.8766666666666667,76,2510,0.024081115335868188,0.7953105196451205,-479.5466666666667,-102.0,-1726368,-1473.7999999999997,-277.25,0.0,200.0,-6000,200,469,2561,0.13027777777777777,0.7113888888888888,0.04660742460498696,-0.011988666666666667,-0.00255
300,-100,10000,3600,0,311,2537,752,0.08638888888888889,0.7047222222222222,0.2088888888888889,83,99,0.11037234042553191,0.13164893617021275,-43.67138888888889,-100.0,-157217,-100.0,-100.0,0.0,54.09999999999991,-100,300,394,2636,0.10944444444444444,0.7322222222222222,0.3948467457283956,-0.0010917847222222223,-0.0025
300,-200,10000,3600,0,322,1039,2239,0.08944444444444444,0.2886111111111111,0.6219444444444444,92,1577,0.04108977221974096,0.7043322912014293,-74.18527777777778,-102.0,-267067,-200.0,-200.0,0.0,115.49999999999955,-200,300,414,2616,0.115,0.7266666666666667,0.2860316526760413,-0.0018546319444444446,-0.00255
300,-300,10000,3600,0,325,909,2366,0.09027777777777778,0.2525,0.6572222222222223,92,1704,0.03888419273034658,0.7202028740490279,-100.92361111111111,-102.0,-363325,-300.0,-300.0,0.0,137.0999999999999,-300,300,417,2613,0.11583333333333333,0.7258333333333333,0.22896621096817185,-0.0025230902777777777,-0.00255
300,-500,10000,3600,0,330,768,2502,0.09166666666666666,0.21333333333333335,0.695,97,1835,0.03876898481215028,0.7334132693844924,-145.2675,-102.0,-522963,-500.0,-299.0,0.0,176.0999999999999,-500,300,427,2603,0.11861111111111111,0.7230555555555556,0.1740768115530034,-0.0036316875000000004,-0.00255
300,-700,10000,3600,0,334,631,2635,0.09277777777777778,0.17527777777777778,0.7319444444444444,100,1965,0.03795066413662239,0.74573055028463,-181.15944444444443,-102.0,-652174,-700.0,-294.25,0.0,184.59999999999945,-700,300,434,2596,0.12055555555555555,0.7211111111111111,0.1462875379453796,-0.004528986111111111,-0.00255
300,-1000,10000,3600,0,341,510,2749,0.09472222222222222,0.14166666666666666,0.7636111111111111,101,2078,0.03674063295743907,0.7559112404510732,-224.1288888888889,-102.0,-806864,-1000.0,-291.0,0.0,202.79999999999927,-1000,300,442,2588,0.12277777777777778,0.7188888888888889,0.12373873673304714,-0.005603222222222222,-0.00255
300,-1500,10000,3600,0,345,386,2869,0.09583333333333334,0.10722222222222222,0.7969444444444445,103,2196,0.03590101080515859,0.7654234925060996,-282.4166666666667,-102.0,-1016700,-1500.0,-291.0,0.0,236.89999999999918,-1500,300,448,2582,0.12444444444444444,0.7172222222222222,0.10214462651176962,-0.007060416666666667,-0.00255
300,-2000,10000,3600,0,351,314,2935,0.0975,0.08722222222222223,0.8152777777777778,103,2262,0.035093696763202724,0.7706984667802385,-325.79333333333335,-102.0,-1172856,-1574.6999999999996,-289.25,0.0,255.59999999999945,-2000,300,454,2576,0.12611111111111112,0.7155555555555555,0.09103548651847099,-0.008144833333333334,-0.00255
300,-3000,10000,3600,0,354,207,3039,0.09833333333333333,0.0575,0.8441666666666666,104,2365,0.034221783481408356,0.778216518591642,-390.0711111111111,-102.0,-1404256,-1526.2999999999997,-288.0,0.0,262.0999999999999,-3000,300,458,2572,0.1272222222222222,0.7144444444444444,0.07780004780905798,-0.009751777777777778,-0.00255
300,-5000,10000,3600,0,357,91,3152,0.09916666666666667,0.025277777777777777,0.8755555555555555,105,2477,0.033312182741116754,0.7858502538071066,-458.9291666666667,-102.0,-1652145,-1488.9999999999995,-282.0,0.0,285.1999999999998,-5000,300,462,2568,0.12833333333333333,0.7133333333333334,0.0674219584790829,-0.011473229166666666,-0.00255
300,-6000,10000,3600,0,358,51,3191,0.09944444444444445,0.014166666666666666,0.8863888888888889,105,2516,0.032905045440300845,0.7884675650266374,-470.7652777777778,-102.0,-1694755,-1481.2,-281.25,0.0,287.2999999999997,-6000,300,463,2567,0.12861111111111112,0.7130555555555556,0.06599287186159926,-0.011769131944444445,-0.00255
400,-100,10000,3600,0,289,2540,771,0.08027777777777778,0.7055555555555556,0.21416666666666667,102,99,0.13229571984435798,0.12840466926070038,-35.778333333333336,-100.0,-128802,-100.0,-100.0,0.0,47.09999999999991,-100,400,391,2639,0.10861111111111112,0.7330555555555556,0.5047924428194097,-0.0008944583333333334,-0.0025
400,-200,10000,3600,0,300,1041,2259,0.08333333333333333,0.2891666666666667,0.6275,111,1578,0.049136786188579015,0.6985391766268261,-66.04333333333334,-102.0,-237756,-200.0,-200.0,0.0,107.69999999999936,-200,400,411,2619,0.11416666666666667,0.7275,0.36524599267414914,-0.0016510833333333334,-0.00255
400,-300,10000,3600,0,303,911,2386,0.08416666666666667,0.25305555555555553,0.6627777777777778,111,1705,0.04652137468566639,0.7145850796311819,-92.7538888888889,-102.0,-333914,-300.0,-300.0,0.0,115.49999999999955,-300,400,414,2616,0.115,0.7266666666666667,0.29243815715308885,-0.0023188472222222226,-0.00255
400,-500,10000,3600,0,306,770,2524,0.085,0.21388888888888888,0.7011111111111111,117,1837,0.04635499207606973,0.7278129952456418,-137.28805555555556,-102.0,-494237,-500.0,-299.0,0.0,151.19999999999982,-500,400,423,2607,0.1175,0.7241666666666666,0.2212190114224216,-0.003432201388888889,-0.00255
400,-700,10000,3600,0,310,633,2657,0.08611111111111111,0.17583333333333334,0.7380555555555556,120,1967,0.04516371847948814,0.7403086187429432,-173.18,-102.0,-623448,-700.0,-295.0,0.0,177.0,-700,400,430,2600,0.11944444444444445,0.7222222222222222,0.1858547605677945,-0.0043295,-0.00255
400,-1000,10000,3600,0,317,510,2773,0.08805555555555555,0.14166666666666666,0.7702777777777777,121,2082,0.04363505228993869,0.7508113956004328,-216.0113888888889,-102.0,-777641,-1000.0,-291.0,0.0,191.19999999999982,-1000,400,438,2592,0.12166666666666667,0.72,0.15734751839141614,-0.005400284722222222,-0.00255
400,-1500,10000,3600,0,321,386,2893,0.08916666666666667,0.10722222222222222,0.8036111111111112,123,2200,0.04251641894227445,0.7604562737642585,-274.18805555555554,-102.0,-987077,-1500.0,-291.0,0.0,219.59999999999945,-1500,400,444,2586,0.12333333333333334,0.7183333333333334,0.12987709040197953,-0.0068547013888888885,-0.00255
400,-2000,10000,3600,0,327,314,2959,0.09083333333333334,0.08722222222222223,0.8219444444444445,123,2266,0.04156809733017911,0.7657992565055762,-317.3980555555556,-102.0,-1142633,-1574.6999999999996,-291.0,0.0,248.0999999999999,-2000,400,450,2580,0.125,0.7166666666666667,0.11586027807890484,-0.007934951388888889,-0.00255
400,-3000,10000,3600,0,330,207,3063,0.09166666666666666,0.0575,0.8508333333333333,124,2369,0.04048318641854391,0.7734247469800849,-381.5925,-102.0,-1373733,-1526.2999999999997,-288.25,0.0,252.29999999999973,-3000,400,454,2576,0.12611111111111112,0.7155555555555555,0.09905559527010631,-0.0095398125,-0.00255
400,-5000,10000,3600,0,333,91,3176,0.0925,0.025277777777777777,0.8822222222222222,125,2481,0.03935768261964735,0.7811712846347607,-450.3672222222222,-102.0,-1621322,-1488.9999999999995,-287.25,0.0,261.0999999999999,-5000,400,458,2572,0.1272222222222222,0.7144444444444444,0.08587618083765826,-0.011259180555555555,-0.00255
400,-6000,10000,3600,0,334,51,3215,0.09277777777777778,0.014166666666666666,0.8930555555555556,125,2520,0.038880248833592534,0.7838258164852255,-462.17555555555555,-102.0,-1663832,-1481.2,-287.0,0.0,262.0999999999999,-6000,400,459,2571,0.1275,0.7141666666666666,0.08406783206581725,-0.011554388888888888,-0.00255
500,-100,10000,3600,0,264,2544,792,0.07333333333333333,0.7066666666666667,0.22,123,99,0.1553030303030303,0.125,-28.960277777777776,-100.0,-104257,-100.0,-100.0,0.0,40.09999999999991,-100,500,387,2643,0.1075,0.7341666666666666,0.5997765809203177,-0.0007240069444444444,-0.0025
500,-200,10000,3600,0,274,1045,2281,0.07611111111111112,0.2902777777777778,0.6336111111111111,133,1578,0.05830775975449364,0.6918018412976764,-59.05555555555556,-102.0,-212600,-200.0,-200.0,0.0,74.49999999999955,-200,500,407,2623,0.11305555555555556,0.7286111111111111,0.43361643631248603,-0.0014763888888888888,-0.00255
500,-300,10000,3600,0,277,915,2408,0.07694444444444444,0.25416666666666665,0.6688888888888889,133,1705,0.055232558139534885,0.7080564784053156,-85.79388888888889,-102.0,-308858,-300.0,-300.0,0.0,92.79999999999927,-300,500,410,2620,0.11388888888888889,0.7277777777777777,0.3471916334476097,-0.002144847222222222,-0.00255
500,-500,10000,3600,0,280,774,2546,0.07777777777777778,0.215,0.7072222222222222,139,1837,0.054595443833464256,0.7215239591516104,-130.46694444444444,-102.0,-469681,-500.0,-300.0,0.0,137.0999999999999,-500,500,419,2611,0.11638888888888889,0.7252777777777778,0.26223750410364594,-0.003261673611111111,-0.00255
500,-700,10000,3600,0,284,637,2679,0.07888888888888888,0.17694444444444443,0.7441666666666666,142,1967,0.05300485255692423,0.7342291899962673,-166.47,-102.0,-599292,-700.0,-298.25,0.0,151.19999999999982,-700,500,426,2604,0.11833333333333333,0.7233333333333334,0.22025059526132948,-0.00416175,-0.00255
500,-1000,10000,3600,0,291,513,2796,0.08083333333333333,0.1425,0.7766666666666666,143,2083,0.05114449213161659,0.7449928469241774,-209.35888888888888,-102.0,-753692,-1000.0,-293.25,0.0,182.0999999999999,-1000,500,434,2596,0.12055555555555555,0.7211111111111111,0.18656616545573068,-0.005233972222222222,-0.00255
500,-1500,10000,3600,0,295,388,2917,0.08194444444444444,0.10777777777777778,0.8102777777777778,145,2202,0.049708604730887895,0.7548851559821734,-267.7108333333333,-102.0,-963759,-1500.0,-291.0,0.0,191.19999999999982,-1500,500,440,2590,0.12222222222222222,0.7194444444444444,0.15396581132055595,-0.006692770833333333,-0.00255
500,-2000,10000,3600,0,301,316,2983,0.08361111111111111,0.08777777777777777,0.8286111111111111,145,2268,0.04860878310425746,0.7603084143479718,-311.03194444444443,-102.0,-1119715,-1604.3,-291.0,0.0,219.59999999999945,-2000,500,446,2584,0.1238888888888889,0.7177777777777777,0.13742339795317018,-0.007775798611111111,-0.00255
500,-3000,10000,3600,0,303,207,3090,0.08416666666666667,0.0575,0.8583333333333333,146,2374,0.04724919093851133,0.7682847896440129,-375.3152777777778,-102.0,-1351135,-1538.5,-291.0,0.0,229.59999999999945,-3000,500,449,2581,0.12472222222222222,0.7169444444444445,0.11726755292598855,-0.009382881944444445,-0.00255
500,-5000,10000,3600,0,306,91,3203,0.085,0.025277777777777777,0.8897222222222222,147,2486,0.04589447393068998,0.7761473618482673,-444.00666666666666,-102.0,-1598424,-1498.1000000000001,-289.0,0.0,245.29999999999973,-5000,500,453,2577,0.12583333333333332,0.7158333333333333,0.10175313979880786,-0.011100166666666666,-0.00255
500,-6000,10000,3600,0,307,51,3242,0.08527777777777777,0.014166666666666666,0.9005555555555556,147,2525,0.045342381246144356,0.7788402220851326,-455.7872222222222,-102.0,-1640834,-1483.4999999999998,-288.25,0.0,248.0999999999999,-6000,500,454,2576,0.12611111111111112,0.7155555555555555,0.09963164020252381,-0.011394680555555555,-0.00255
700,-100,10000,3600,0,224,2552,824,0.06222222222222222,0.7088888888888889,0.2288888888888889,155,99,0.18810679611650485,0.12014563106796117,-17.45388888888889,-100.0,-62834,-100.0,-100.0,0.0,30.09999999999991,-100,700,379,2651,0.10527777777777778,0.7363888888888889,0.7595303428665465,-0.00043634722222222225,-0.0025
700,-200,10000,3600,0,230,1052,2318,0.06388888888888888,0.2922222222222222,0.6438888888888888,169,1579,0.0729076790336497,0.681190681622088,-47.37722222222222,-102.0,-170558,-200.0,-200.0,0.0,58.19999999999982,-200,700,399,2631,0.11083333333333334,0.7308333333333333,0.5474882864526125,-0.0011844305555555555,-0.00255
700,-300,10000,3600,0,233,922,2445,0.06472222222222222,0.2561111111111111,0.6791666666666667,169,1706,0.06912065439672802,0.6977505112474438,-74.14333333333333,-102.0,-266916,-300.0,-300.0,0.0,63.0,-300,700,402,2628,0.11166666666666666,0.73,0.43851131324520587,-0.0018535833333333332,-0.00255
700,-500,10000,3600,0,235,781,2584,0.06527777777777778,0.21694444444444444,0.7177777777777777,176,1838,0.06811145510835913,0.7113003095975232,-119.07444444444444,-102.0,-428668,-500.0,-307.5,0.0,83.89999999999918,-500,700,411,2619,0.11416666666666667,0.7275,0.33049811097974474,-0.002976861111111111,-0.00255
700,-700,10000,3600,0,239,643,2718,0.06638888888888889,0.1786111111111111,0.755,179,1969,0.06585724797645327,0.724429727740986,-155.1825,-102.0,-558657,-700.0,-299.0,0.0,114.09999999999991,-700,700,418,2612,0.11611111111111111,0.7255555555555555,0.27765910953997813,-0.0038795625,-0.00255
700,-1000,10000,3600,0,245,518,2837,0.06805555555555555,0.1438888888888889,0.7880555555555555,181,2086,0.06379978850898836,0.7352837504406062,-198.22972222222222,-102.0,-713627,-1000.0,-295.25,0.0,139.099999999999,-1000,700,426,2604,0.11833333333333333,0.7233333333333334,0.2352559802305719,-0.004955743055555555,-0.00255
700,-1500,10000,3600,0,248,390,2962,0.06888888888888889,0.10833333333333334,0.8227777777777778,184,2208,0.062120189061444966,0.7454422687373397,-256.9172222222222,-102.0,-924902,-1500.0,-294.0,0.0,165.1999999999989,-1500,700,432,2598,0.12,0.7216666666666667,0.1940448855640323,-0.006422930555555556,-0.00255
700,-2000,10000,3600,0,253,317,3030,0.07027777777777777,0.08805555555555555,0.8416666666666667,185,2275,0.06105610561056106,0.7508250825082509,-300.0938888888889,-102.0,-1080338,-1607.5999999999997,-291.0,0.0,184.59999999999945,-2000,700,438,2592,0.12166666666666667,0.72,0.17350884145361853,-0.007502347222222223,-0.00255
700,-3000,10000,3600,0,255,208,3137,0.07083333333333333,0.057777777777777775,0.8713888888888889,186,2381,0.05929231750079694,0.7590054191903092,-364.5438888888889,-102.0,-1312358,-1543.1,-291.0,0.0,190.0999999999999,-3000,700,441,2589,0.1225,0.7191666666666666,0.1481850971758226,-0.009113597222222223,-0.00255
700,-5000,10000,3600,0,258,92,3250,0.07166666666666667,0.025555555555555557,0.9027777777777778,187,2493,0.05753846153846154,0.7670769230769231,-433.62416666666667,-102.0,-1561047,-1510.1999999999996,-291.0,0.0,193.39999999999964,-5000,700,445,2585,0.12361111111111112,0.7180555555555556,0.12864954234546414,-0.010840604166666667,-0.00255
700,-6000,10000,3600,0,259,51,3290,0.07194444444444445,0.014166666666666666,0.9138888888888889,187,2533,0.056838905775075985,0.7699088145896656,-445.4525,-102.0,-1603629,-1498.1000000000001,-291.0,0.0,197.29999999999973,-6000,700,446,2584,0.1238888888888889,0.7177777777777777,0.12599628953002168,-0.0111363125,-0.00255
1000,-100,10000,3600,0,169,2557,874,0.04694444444444444,0.7102777777777778,0.2427777777777778,205,99,0.2345537757437071,0.11327231121281464,-3.0302777777777776,-100.0,-10909,-100.0,-100.0,0.0,25.199999999999818,-100,1000,374,2656,0.10388888888888889,0.7377777777777778,0.9583303093618338,-7.575694444444444e-05,-0.0025
1000,-200,10000,3600,0,174,1056,2370,0.04833333333333333,0.29333333333333333,0.6583333333333333,220,1580,0.09282700421940929,0.6666666666666666,-32.589444444444446,-102.0,-117322,-200.0,-200.0,0.0,47.09999999999991,-200,1000,394,2636,0.10944444444444444,0.7322222222222222,0.6895372776492878,-0.0008147361111111111,-0.00255
1000,-300,10000,3600,0,177,926,2497,0.049166666666666664,0.25722222222222224,0.6936111111111111,220,1707,0.0881057268722467,0.683620344413296,-59.21666666666667,-102.0,-213180,-300.0,-300.0,0.0,54.09999999999991,-300,1000,397,2633,0.11027777777777778,0.7313888888888889,0.552849280128872,-0.0014804166666666668,-0.00255
1000,-500,10000,3600,0,179,784,2637,0.04972222222222222,0.21777777777777776,0.7325,227,1840,0.08608266970041714,0.6977626090254077,-104.15944444444445,-102.0,-374974,-500.0,-317.25,0.0,70.0,-500,1000,406,2624,0.11277777777777778,0.7288888888888889,0.4162020610274622,-0.002603986111111111,-0.00255
1000,-700,10000,3600,0,183,645,2772,0.050833333333333335,0.17916666666666667,0.77,230,1972,0.08297258297258298,0.7113997113997114,-140.0677777777778,-102.0,-504244,-700.0,-300.0,0.0,83.89999999999918,-700,1000,413,2617,0.11472222222222223,0.7269444444444444,0.35011812073963045,-0.003501694444444445,-0.00255
1000,-1000,10000,3600,0,189,519,2892,0.0525,0.14416666666666667,0.8033333333333333,232,2090,0.08022130013831259,0.7226832641770401,-182.63444444444445,-102.0,-657484,-1000.0,-299.0,0.0,115.0,-1000,1000,421,2609,0.11694444444444445,0.7247222222222223,0.29735789452310546,-0.004565861111111112,-0.00255
1000,-1500,10000,3600,0,192,391,3017,0.05333333333333334,0.10861111111111112,0.8380555555555556,235,2212,0.07789194564136559,0.7331786542923434,-241.21083333333334,-102.0,-868359,-1500.0,-295.0,0.0,139.099999999999,-1500,1000,427,2603,0.11861111111111111,0.7230555555555556,0.24533701586396653,-0.006030270833333334,-0.00255
1000,-2000,10000,3600,0,196,318,3086,0.05444444444444444,0.08833333333333333,0.8572222222222222,237,2279,0.07679844458846403,0.73849643551523,-284.15777777777777,-102.0,-1022968,-1614.5999999999995,-292.25,0.0,165.1999999999989,-2000,1000,433,2597,0.12027777777777778,0.7213888888888889,0.2195319944671251,-0.007103944444444444,-0.00255
1000,-3000,10000,3600,0,198,209,3193,0.055,0.058055555555555555,0.8869444444444444,238,2385,0.07453805198872533,0.7469464453492014,-348.7188888888889,-102.0,-1255388,-1544.1,-291.0,0.0,177.0,-3000,1000,436,2594,0.12111111111111111,0.7205555555555555,0.1875741797035271,-0.008717972222222222,-0.00255
1000,-5000,10000,3600,0,201,92,3307,0.05583333333333333,0.025555555555555557,0.9186111111111112,239,2498,0.0722709404293922,0.7553674024795888,-417.5138888888889,-102.0,-1503050,-1521.3999999999999,-291.0,0.0,183.0999999999999,-5000,1000,440,2590,0.12222222222222222,0.7194444444444444,0.16309942471263472,-0.010437847222222223,-0.00255
1000,-6000,10000,3600,0,202,51,3347,0.05611111111111111,0.014166666666666666,0.9297222222222222,239,2538,0.07140723035554228,0.7582910068718255,-429.25888888888886,-102.0,-1545332,-1499.0,-291.0,0.0,184.59999999999945,-6000,1000,441,2589,0.1225,0.7191666666666666,0.15980500789994204,-0.010731472222222222,-0.00255
1500,-100,10000,3600,0,116,2559,925,0.03222222222222222,0.7108333333333333,0.2569444444444444,256,99,0.27675675675675676,0.10702702702702703,14.137222222222222,-100.0,50894,-100.0,-100.0,0.0,23.0,-100,1500,372,2658,0.10333333333333333,0.7383333333333333,1.1942541326809086,0.00035343055555555556,-0.0025
1500,-200,10000,3600,0,120,1058,2422,0.03333333333333333,0.29388888888888887,0.6727777777777778,272,1580,0.11230388109000826,0.652353426919901,-14.88861111111111,-102.0,-53599,-200.0,-200.0,0.0,43.0,-200,1500,392,2638,0.10888888888888888,0.7327777777777778,0.8583139040005922,-0.0003722152777777778,-0.00255
1500,-300,10000,3600,0,122,928,2550,0.03388888888888889,0.2577777777777778,0.7083333333333334,273,1707,0.10705882352941176,0.6694117647058824,-41.24777777777778,-102.0,-148492,-300.0,-300.0,0.0,48.09999999999991,-300,1500,395,2635,0.10972222222222222,0.7319444444444444,0.6889255727429654,-0.0010311944444444444,-0.00255
1500,-500,10000,3600,0,123,786,2691,0.034166666666666665,0.21833333333333332,0.7475,281,1840,0.10442214790040877,0.6837606837606838,-86.09694444444445,-102.0,-309949,-500.0,-324.25,0.0,63.499999999999545,-500,1500,404,2626,0.11222222222222222,0.7294444444444445,0.5181897743047189,-0.002152423611111111,-0.00255
1500,-700,10000,3600,0,125,646,2829,0.034722222222222224,0.17944444444444443,0.7858333333333334,286,1973,0.10109579356663131,0.6974195828914811,-121.66722222222222,-102.0,-438002,-700.0,-300.0,0.0,75.39999999999964,-700,1500,411,2619,0.11416666666666667,0.7275,0.4363945888980535,-0.0030416805555555557,-0.00255
1500,-1000,10000,3600,0,129,520,2951,0.035833333333333335,0.14444444444444443,0.8197222222222222,289,2092,0.09793290410030499,0.708912233141308,-164.2275,-102.0,-591219,-1000.0,-299.0,0.0,100.69999999999936,-1000,1500,418,2612,0.11611111111111111,0.7255555555555555,0.3698194577978072,-0.0041056875,-0.00255
