target_bps\stop_bps,-100,-200,-300,-500,-700,-1000,-1500,-2000,-3000,-5000,-6000
100,-100.0,-114.0,-113.0,-111.0,-110.0,-108.0,-105.0,-103.0,-102.0,-102.0,-102.0
200,-100.0,-115.0,-113.0,-112.0,-111.0,-109.0,-107.0,-104.0,-102.0,-102.0,-102.0
300,-100.0,-117.0,-114.0,-113.0,-111.0,-109.0,-108.0,-105.5,-103.0,-102.0,-102.0
400,-100.0,-120.0,-115.0,-113.0,-112.0,-110.0,-109.0,-107.0,-103.0,-102.5,-102.0
500,-100.0,-122.0,-115.0,-114.0,-112.0,-110.0,-109.0,-108.0,-104.0,-103.0,-102.0
700,-100.0,-128.0,-121.0,-115.0,-113.0,-112.0,-110.0,-109.0,-107.0,-105.0,-105.0
1000,-100.0,-131.0,-128.0,-121.0,-115.0,-113.0,-111.0,-110.0,-108.5,-108.0,-107.0
1500,-100.0,-141.0,-132.0,-129.5,-121.0,-115.0,-113.0,-111.0,-110.0,-109.0,-109.0
2000,-100.0,-147.0,-141.0,-132.0,-128.5,-119.5,-114.0,-112.0,-111.0,-110.0,-110.0
3000,-100.0,-163.0,-149.5,-142.0,-132.0,-125.0,-116.0,-114.0,-112.0,-111.5,-111.0
5000,-100.0,-172.0,-160.0,-148.0,-139.0,-130.0,-121.5,-115.0,-113.0,-113.0,-113.0
6000,-100.0,-176.0,-162.0,-149.0,-140.0,-130.0,-122.0,-115.0,-114.0,-113.0,-113.0
7500,-100.0,-180.0,-163.5,-150.0,-141.5,-130.0,-123.0,-116.0,-114.0,-113.0,-113.0
10000,-100.0,-181.5,-165.0,-151.0,-142.0,-131.0,-124.0,-118.0,-114.0,-113.0,-113.0
