target_bps\stop_bps,-100,-200,-300,-500,-700,-1000,-1500,-2000,-3000,-5000,-6000
100,-100.0,-167.0,-160.0,-142.0,-131.0,-120.0,-114.0,-112.0,-110.0,-109.0,-109.0
200,-100.0,-183.0,-166.0,-151.0,-137.0,-123.5,-115.0,-113.0,-111.0,-110.0,-110.0
300,-100.0,-193.5,-178.5,-162.0,-142.0,-129.0,-120.0,-114.5,-112.0,-111.0,-111.0
400,-100.0,-198.5,-189.0,-167.0,-151.0,-133.0,-123.0,-115.0,-113.0,-112.0,-111.0
500,-100.0,-200.0,-191.5,-173.0,-156.5,-137.0,-125.0,-116.0,-113.0,-112.0,-112.0
700,-100.0,-200.0,-202.0,-189.0,-167.0,-151.0,-135.5,-124.5,-115.5,-115.0,-114.0
1000,-100.0,-200.0,-225.0,-202.5,-189.0,-167.0,-149.5,-133.5,-124.0,-120.0,-116.0
1500,-100.0,-200.0,-247.5,-231.0,-217.0,-194.0,-167.0,-151.0,-138.0,-130.0,-129.0
2000,-100.0,-200.0,-282.0,-254.0,-231.0,-218.5,-193.0,-167.0,-153.0,-142.5,-140.0
3000,-100.0,-200.0,-291.0,-282.0,-262.5,-233.5,-221.0,-195.0,-180.5,-166.5,-164.5
5000,-100.0,-200.0,-295.0,-295.0,-286.0,-282.0,-246.0,-228.0,-209.5,-201.5,-197.5
6000,-100.0,-200.0,-299.0,-295.0,-291.0,-282.0,-254.0,-231.0,-221.5,-206.5,-202.0
7500,-100.0,-200.0,-300.0,-295.0,-292.0,-282.0,-264.5,-236.0,-227.0,-221.0,-213.5
10000,-100.0,-200.0,-300.0,-295.0,-294.5,-286.0,-280.0,-242.0,-230.5,-224.0,-222.0
