target_bps\stop_bps,-100,-200,-300,-500,-700,-1000,-1500,-2000,-3000,-5000,-6000
100,-74.57222222222222,-114.94277777777778,-152.4575,-216.71305555555554,-268.29027777777776,-325.5047222222222,-404.13305555555553,-464.3252777777778,-551.9002777777778,-657.4430555555556,-676.1852777777777
200,-63.59444444444444,-101.94194444444445,-139.3177777777778,-203.54555555555555,-254.89138888888888,-311.92333333333335,-391.6761111111111,-452.09166666666664,-540.7163888888889,-648.3972222222222,-667.7783333333333
300,-53.971944444444446,-90.84,-128.1325,-192.35777777777778,-242.98888888888888,-299.82055555555553,-379.73055555555555,-440.5,-529.6283333333333,-640.8261111111111,-658.9605555555555
400,-44.95194444444444,-80.60805555555555,-117.57416666666667,-182.60333333333332,-232.8177777777778,-289.87083333333334,-370.235,-430.44638888888886,-520.915,-634.3258333333333,-653.0713888888889
500,-36.256388888888885,-70.05444444444444,-106.58111111111111,-171.11027777777778,-220.9636111111111,-277.5413888888889,-358.45,-417.2725,-506.81361111111113,-620.3077777777778,-637.8758333333334
700,-23.879166666666666,-54.999722222222225,-90.79277777777777,-155.20527777777778,-206.22611111111112,-264.7916666666667,-346.27472222222224,-405.37416666666667,-496.88444444444445,-615.1288888888889,-633.5152777777778
1000,-7.150555555555556,-35.360277777777775,-70.00888888888889,-134.3736111111111,-184.55638888888888,-242.54611111111112,-324.0552777777778,-382.50416666666666,-475.23527777777775,-595.1175,-613.9483333333334
1500,12.908888888888889,-10.905833333333334,-45.26833333333333,-108.94444444444444,-159.3538888888889,-216.87916666666666,-299.71472222222224,-360.91055555555556,-455.99888888888887,-582.3202777777777,-602.7352777777778
2000,23.50583333333333,1.9194444444444445,-32.132777777777775,-94.78,-145.29111111111112,-202.49083333333334,-283.8702777777778,-347.0316666666667,-442.965,-572.5711111111111,-593.1702777777778
3000,35.33722222222222,18.355833333333333,-16.194166666666668,-78.63722222222222,-124.9725,-180.24944444444444,-260.84777777777776,-325.4838888888889,-424.32055555555553,-560.6519444444444,-584.3594444444444
5000,48.01916666666666,33.74444444444445,2.616111111111111,-58.02472222222222,-101.59194444444445,-150.73638888888888,-232.8438888888889,-296.00194444444446,-402.4638888888889,-548.9313888888889,-580.7666666666667
6000,56.288333333333334,42.53666666666667,12.158333333333333,-48.28388888888889,-90.30583333333334,-137.8225,-221.42666666666668,-283.94555555555553,-391.9530555555556,-538.4205555555556,-570.1513888888888
7500,60.21194444444444,48.71527777777778,17.14472222222222,-42.74916666666667,-82.22277777777778,-128.65083333333334,-213.01416666666665,-276.35583333333335,-384.7680555555556,-534.8975,-566.4894444444444
10000,63.07472222222222,48.88861111111111,17.69972222222222,-43.0825,-79.345,-128.92805555555555,-218.14666666666668,-280.6847222222222,-389.3305555555556,-537.5752777777777,-570.0822222222222
