target_bps\stop_bps,-100,-200,-300,-500,-700,-1000,-1500,-2000,-3000,-5000,-6000
100,-100.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0
200,-100.0,-103.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0
300,-100.0,-103.0,-103.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0
400,-100.0,-104.0,-103.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0
500,-100.0,-104.0,-103.0,-102.5,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0
700,-100.0,-105.0,-104.0,-103.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0
1000,-100.0,-107.0,-105.5,-104.0,-103.0,-102.0,-102.0,-102.0,-102.0,-102.0,-102.0
1500,-100.0,-108.0,-107.0,-105.0,-103.0,-103.0,-102.0,-102.0,-102.0,-102.0,-102.0
2000,-100.0,-108.5,-108.0,-107.0,-104.0,-103.0,-102.0,-102.0,-102.0,-102.0,-102.0
3000,-100.0,-109.0,-108.0,-108.0,-105.0,-104.0,-103.0,-102.0,-102.0,-102.0,-102.0
5000,-100.0,-109.0,-109.0,-108.0,-106.0,-104.0,-103.0,-102.0,-102.0,-102.0,-102.0
6000,-100.0,-109.0,-109.0,-108.0,-106.5,-104.0,-103.0,-102.0,-102.0,-102.0,-102.0
7500,-100.0,-109.0,-109.0,-108.0,-107.0,-104.0,-103.0,-103.0,-102.0,-102.0,-102.0
10000,-100.0,-109.0,-109.0,-108.0,-107.0,-104.0,-103.0,-103.0,-102.0,-102.0,-102.0
